RunIndex,MetricValue,PhaseName,Sequence,MetricName,Iteration,Tool,Scenario,Size,CaseName
2,30543182982,M2MTransformation1,4,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,16011704,M2MTransformation1,4,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,3103624544,M2MTransformation1,4,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,978823617,M2MTransformation1,4,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,323912,Modification,5,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,16011824,Modification,5,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,30011399219,M2MTransformation2,6,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,17054264,M2MTransformation2,6,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,3052846536,M2MTransformation2,6,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
2,915914316,M2MTransformation2,6,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16,StatisticBasedCase
