Sequence,RunIndex,CaseName,Size,Scenario,MetricName,Tool,MetricValue,Iteration,PhaseName
8,1,StatisticBasedCase,16,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,151512456,2,M2MTransformation2
9,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1088069,3,Modification
9,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130182008,3,Modification
10,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10004,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130182576,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,172933240,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,151558008,3,M2MTransformation2
11,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1119246,4,Modification
11,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130227536,4,Modification
12,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10997,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130228440,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,151603560,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,172978792,4,M2MTransformation2
13,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1148990,5,Modification
13,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130272744,5,Modification
14,1,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11818,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,130273312,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,173023976,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,151648744,5,M2MTransformation2
1,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,223120,1,EMFResourceInitialization
1,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11199808,1,EMFResourceInitialization
2,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,707251091,1,Generation
2,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,61495576,1,Generation
3,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,159817812,1,Initialization
3,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,41500000,1,Initialization
3,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,75451352,1,Initialization
3,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,117654696,1,Initialization
4,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,163465461,1,M2MTransformation1
4,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,51858232,1,M2MTransformation1
4,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,93934044,1,M2MTransformation1
4,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,125394800,1,M2MTransformation1
5,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2562060,1,Modification
5,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52781640,1,Modification
6,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13437,1,M2MTransformation2
6,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52782200,1,M2MTransformation2
6,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73755944,1,M2MTransformation2
6,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63269172,1,M2MTransformation2
7,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1284437,2,Modification
7,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52856040,2,Modification
8,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13441,2,M2MTransformation2
8,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52856600,2,M2MTransformation2
8,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63343572,2,M2MTransformation2
8,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73830344,2,M2MTransformation2
9,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1151770,3,Modification
9,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52898200,3,Modification
10,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13511,3,M2MTransformation2
10,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52898760,3,M2MTransformation2
10,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73872504,3,M2MTransformation2
10,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73872504,3,M2MTransformation2
11,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1237890,4,Modification
11,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52940688,4,Modification
12,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13265,4,M2MTransformation2
12,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52941272,4,M2MTransformation2
12,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63428244,4,M2MTransformation2
12,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73915016,4,M2MTransformation2
13,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1239272,5,Modification
13,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52982792,5,Modification
14,2,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13524,5,M2MTransformation2
14,2,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52983352,5,M2MTransformation2
14,2,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73957096,5,M2MTransformation2
14,2,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73957096,5,M2MTransformation2
1,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,384664,1,EMFResourceInitialization
1,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11121544,1,EMFResourceInitialization
2,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,198669652,1,Generation
2,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14951744,1,Generation
3,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,84607919,1,Initialization
3,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16188096,1,Initialization
3,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32832320,1,Initialization
3,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32832320,1,Initialization
4,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,139049609,1,M2MTransformation1
4,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18432688,1,M2MTransformation1
4,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,48416620,1,M2MTransformation1
4,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,59159288,1,M2MTransformation1
5,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3241189,1,Modification
5,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18660352,1,Modification
6,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20027,1,M2MTransformation2
6,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18660912,1,M2MTransformation2
6,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,29403672,1,M2MTransformation2
6,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40146232,1,M2MTransformation2
7,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2698848,2,Modification
7,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18701744,2,Modification
8,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,19555,2,M2MTransformation2
8,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18702304,2,M2MTransformation2
8,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40187624,2,M2MTransformation2
8,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,61672968,2,M2MTransformation2
9,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3343652,3,Modification
9,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18760176,3,Modification
10,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,33884,3,M2MTransformation2
10,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18760736,3,M2MTransformation2
10,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,61731400,3,M2MTransformation2
10,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40246056,3,M2MTransformation2
11,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3626127,4,Modification
11,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18802224,4,Modification
12,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,38466,4,M2MTransformation2
12,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18802808,4,M2MTransformation2
12,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40288128,4,M2MTransformation2
12,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,61773472,4,M2MTransformation2
13,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3307001,5,Modification
13,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18849064,5,Modification
14,2,StatisticBasedCase,2,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34756,5,M2MTransformation2
14,2,StatisticBasedCase,2,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18849624,5,M2MTransformation2
14,2,StatisticBasedCase,2,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40334944,5,M2MTransformation2
14,2,StatisticBasedCase,2,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40334944,5,M2MTransformation2
1,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,896103,1,EMFResourceInitialization
1,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11216856,1,EMFResourceInitialization
2,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2909002627,1,Generation
2,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,203088184,1,Generation
3,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,249032278,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,90838440,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,229528240,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,143066316,1,Initialization
4,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,165584176,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,125965248,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,261664688,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,197605040,1,M2MTransformation1
5,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,382276,1,Modification
5,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,125990248,1,Modification
6,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,219187796,1,M2MTransformation2
6,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126053264,1,M2MTransformation2
6,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,296816456,1,M2MTransformation2
6,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232756832,1,M2MTransformation2
7,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,304300,2,Modification
7,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126063408,2,Modification
8,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,212692928,2,M2MTransformation2
8,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126091152,2,M2MTransformation2
8,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232830000,2,M2MTransformation2
8,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,296889632,2,M2MTransformation2
9,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,340532,3,Modification
9,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126101440,3,Modification
10,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299045696,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126129160,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,296927736,3,M2MTransformation2
10,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232868068,3,M2MTransformation2
11,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,313668,4,Modification
11,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126139632,4,Modification
12,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,196492484,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126167712,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,296965864,4,M2MTransformation2
12,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232906240,4,M2MTransformation2
13,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,325975,5,Modification
13,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126178344,5,Modification
14,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,196476804,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126206088,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232944924,5,M2MTransformation2
14,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,297004544,5,M2MTransformation2
1,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1057831,1,EMFResourceInitialization
1,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11083968,1,EMFResourceInitialization
2,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,236927988,1,Generation
2,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16144416,1,Generation
3,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3229676,1,Initialization
3,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11340576,1,Initialization
3,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32807984,1,Initialization
3,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32807984,1,Initialization
4,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,271366738,1,M2MTransformation1
4,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12840672,1,M2MTransformation1
4,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,54311780,1,M2MTransformation1
4,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,75797128,1,M2MTransformation1
5,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,168170,1,Modification
5,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12841392,1,Modification
6,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,93083523,1,M2MTransformation2
6,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13090920,1,M2MTransformation2
6,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55812616,1,M2MTransformation2
6,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77297960,1,M2MTransformation2
7,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,155279,2,Modification
7,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13091688,2,Modification
8,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,74323576,2,M2MTransformation2
8,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13102264,2,M2MTransformation2
8,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77548464,2,M2MTransformation2
8,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56063016,2,M2MTransformation2
9,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,99282,3,Modification
9,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13103032,3,Modification
10,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,65937410,3,M2MTransformation2
10,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13111728,3,M2MTransformation2
10,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56074260,3,M2MTransformation2
10,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77559608,3,M2MTransformation2
11,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,95793,4,Modification
11,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13112440,4,Modification
12,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,66346852,4,M2MTransformation2
12,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13121368,4,M2MTransformation2
12,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56083720,4,M2MTransformation2
12,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77569096,4,M2MTransformation2
13,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,125300,5,Modification
13,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13122056,5,Modification
14,1,StatisticBasedCase,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,62943266,5,M2MTransformation2
14,1,StatisticBasedCase,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13130608,5,M2MTransformation2
14,1,StatisticBasedCase,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56093308,5,M2MTransformation2
14,1,StatisticBasedCase,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77578680,5,M2MTransformation2
1,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1148630,1,EMFResourceInitialization
1,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11249448,1,EMFResourceInitialization
2,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3132444595,1,Generation
2,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,203247568,1,Generation
3,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,15389212,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13948768,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56039152,1,Initialization
3,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56039152,1,Initialization
4,1,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2190084939,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,25668152,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1445632816,1,M2MTransformation1
4,1,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,750845164,1,M2MTransformation1
