Size,Tool,PhaseName,MetricName,Sequence,RunIndex,CaseName,MetricValue,Iteration,Scenario
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Time,7,1,StatisticBasedCase,300929,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Memory,7,1,StatisticBasedCase,65217544,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Time,8,1,StatisticBasedCase,547689115,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Memory,8,1,StatisticBasedCase,65224888,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,AverageMemory,8,1,StatisticBasedCase,399932664,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,PeakMemory,8,1,StatisticBasedCase,734764600,2,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Time,9,1,StatisticBasedCase,275421,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Memory,9,1,StatisticBasedCase,65225048,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Time,10,1,StatisticBasedCase,597122940,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Memory,10,1,StatisticBasedCase,65232240,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,PeakMemory,10,1,StatisticBasedCase,673797336,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,AverageMemory,10,1,StatisticBasedCase,399940140,3,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Time,11,1,StatisticBasedCase,518853,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Memory,11,1,StatisticBasedCase,65232424,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Time,12,1,StatisticBasedCase,532704726,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Memory,12,1,StatisticBasedCase,65239608,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,AverageMemory,12,1,StatisticBasedCase,399947652,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,PeakMemory,12,1,StatisticBasedCase,673804960,4,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Time,13,1,StatisticBasedCase,271668,5,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Modification,Memory,13,1,StatisticBasedCase,65239792,5,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Time,14,1,StatisticBasedCase,534719008,5,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,Memory,14,1,StatisticBasedCase,65246736,5,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,PeakMemory,14,1,StatisticBasedCase,673812120,5,BasicXform
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,M2MTransformation2,AverageMemory,14,1,StatisticBasedCase,399954904,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Time,1,3,StatisticBasedCase,174206,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Memory,1,3,StatisticBasedCase,11452616,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Time,2,3,StatisticBasedCase,3946689615,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Memory,2,3,StatisticBasedCase,189956056,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Time,3,3,StatisticBasedCase,508265310,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Memory,3,3,StatisticBasedCase,97636264,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,PeakMemory,3,3,StatisticBasedCase,396180832,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,AverageMemory,3,3,StatisticBasedCase,226356672,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Time,4,3,StatisticBasedCase,465919943,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Memory,4,3,StatisticBasedCase,119465424,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,PeakMemory,4,3,StatisticBasedCase,310128624,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,AverageMemory,4,3,StatisticBasedCase,225075508,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,5,3,StatisticBasedCase,4811976,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,5,3,StatisticBasedCase,121372328,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,6,3,StatisticBasedCase,42451,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,6,3,StatisticBasedCase,121373176,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,6,3,StatisticBasedCase,206708328,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,6,3,StatisticBasedCase,185233480,1,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,7,3,StatisticBasedCase,1304746,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,7,3,StatisticBasedCase,121408096,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,8,3,StatisticBasedCase,32855,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,8,3,StatisticBasedCase,121408944,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,8,3,StatisticBasedCase,142601772,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,8,3,StatisticBasedCase,163794400,2,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,9,3,StatisticBasedCase,1381474,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,9,3,StatisticBasedCase,121444376,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,10,3,StatisticBasedCase,15747,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,10,3,StatisticBasedCase,121445224,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,10,3,StatisticBasedCase,142638052,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,10,3,StatisticBasedCase,163830680,3,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,11,3,StatisticBasedCase,1224534,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,11,3,StatisticBasedCase,121480856,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,12,3,StatisticBasedCase,17074,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,12,3,StatisticBasedCase,121481728,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,12,3,StatisticBasedCase,142674556,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,12,3,StatisticBasedCase,163867184,4,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,13,3,StatisticBasedCase,1099739,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,13,3,StatisticBasedCase,121517064,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,14,3,StatisticBasedCase,18364,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,14,3,StatisticBasedCase,121518712,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,14,3,StatisticBasedCase,163903368,5,BasicXform
16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,14,3,StatisticBasedCase,163903368,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Time,1,1,StatisticBasedCase,193800,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Memory,1,1,StatisticBasedCase,11184264,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Time,2,1,StatisticBasedCase,47468540,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Memory,2,1,StatisticBasedCase,13153624,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Time,3,1,StatisticBasedCase,31152155,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Memory,3,1,StatisticBasedCase,13096248,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,PeakMemory,3,1,StatisticBasedCase,54248048,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,AverageMemory,3,1,StatisticBasedCase,43510624,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Time,4,1,StatisticBasedCase,10848675,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Memory,4,1,StatisticBasedCase,13960976,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,PeakMemory,4,1,StatisticBasedCase,34571680,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,AverageMemory,4,1,StatisticBasedCase,34571680,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,5,1,StatisticBasedCase,276142,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,5,1,StatisticBasedCase,13971880,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,6,1,StatisticBasedCase,11632704,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,6,1,StatisticBasedCase,13986848,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,6,1,StatisticBasedCase,35447480,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,6,1,StatisticBasedCase,35447480,1,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,7,1,StatisticBasedCase,214709,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,7,1,StatisticBasedCase,13999128,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,8,1,StatisticBasedCase,11746162,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,8,1,StatisticBasedCase,14015880,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,8,1,StatisticBasedCase,35474728,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,8,1,StatisticBasedCase,35474728,2,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,9,1,StatisticBasedCase,170982,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,9,1,StatisticBasedCase,14027040,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,10,1,StatisticBasedCase,12570327,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,10,1,StatisticBasedCase,14045888,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,10,1,StatisticBasedCase,35502640,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,10,1,StatisticBasedCase,35502640,3,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,11,1,StatisticBasedCase,291172,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,11,1,StatisticBasedCase,14057232,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,12,1,StatisticBasedCase,11540506,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,12,1,StatisticBasedCase,14072536,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,12,1,StatisticBasedCase,35532856,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,12,1,StatisticBasedCase,35532856,4,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,13,1,StatisticBasedCase,234973,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,13,1,StatisticBasedCase,14084016,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,14,1,StatisticBasedCase,14630366,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,14,1,StatisticBasedCase,14098720,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,14,1,StatisticBasedCase,35559616,5,BasicXform
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,14,1,StatisticBasedCase,35559616,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Time,1,3,StatisticBasedCase,199026,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Memory,1,3,StatisticBasedCase,11261264,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Time,2,3,StatisticBasedCase,1029928986,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Memory,2,3,StatisticBasedCase,56477744,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Time,3,3,StatisticBasedCase,108591044,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Memory,3,3,StatisticBasedCase,32314096,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,PeakMemory,3,3,StatisticBasedCase,95180152,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,AverageMemory,3,3,StatisticBasedCase,64116936,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Time,4,3,StatisticBasedCase,77856899,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Memory,4,3,StatisticBasedCase,40014568,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,AverageMemory,4,3,StatisticBasedCase,73732264,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,PeakMemory,4,3,StatisticBasedCase,105178496,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,5,3,StatisticBasedCase,316490,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,5,3,StatisticBasedCase,40027376,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,6,3,StatisticBasedCase,88723511,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,6,3,StatisticBasedCase,40042824,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,6,3,StatisticBasedCase,81445736,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,6,3,StatisticBasedCase,102154560,1,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,7,3,StatisticBasedCase,282571,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,7,3,StatisticBasedCase,40056320,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,8,3,StatisticBasedCase,82732177,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,8,3,StatisticBasedCase,40090488,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,8,3,StatisticBasedCase,81474668,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,8,3,StatisticBasedCase,102183480,2,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,9,3,StatisticBasedCase,336769,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,9,3,StatisticBasedCase,40095936,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,10,3,StatisticBasedCase,86168638,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,10,3,StatisticBasedCase,40111584,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,10,3,StatisticBasedCase,81514284,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,10,3,StatisticBasedCase,123697952,3,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,11,3,StatisticBasedCase,286395,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,11,3,StatisticBasedCase,40117216,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,12,3,StatisticBasedCase,79188750,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,12,3,StatisticBasedCase,40132552,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,12,3,StatisticBasedCase,123719416,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,12,3,StatisticBasedCase,81535668,4,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,13,3,StatisticBasedCase,234099,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,13,3,StatisticBasedCase,40138344,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,14,3,StatisticBasedCase,88751735,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,14,3,StatisticBasedCase,40153200,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,14,3,StatisticBasedCase,102265480,5,BasicXform
8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,14,3,StatisticBasedCase,81556680,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Time,1,3,StatisticBasedCase,208730,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Memory,1,3,StatisticBasedCase,11192416,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Time,2,3,StatisticBasedCase,82189862,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Memory,2,3,StatisticBasedCase,14411496,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Time,3,3,StatisticBasedCase,35474652,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Memory,3,3,StatisticBasedCase,14264968,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,AverageMemory,3,3,StatisticBasedCase,43642880,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,PeakMemory,3,3,StatisticBasedCase,65117744,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Time,4,3,StatisticBasedCase,21753387,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Memory,4,3,StatisticBasedCase,16054176,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,AverageMemory,4,3,StatisticBasedCase,46477824,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,PeakMemory,4,3,StatisticBasedCase,57215248,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,5,3,StatisticBasedCase,333587,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,5,3,StatisticBasedCase,16062904,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,6,3,StatisticBasedCase,23312917,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,6,3,StatisticBasedCase,16077432,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,6,3,StatisticBasedCase,37538504,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,6,3,StatisticBasedCase,37538504,1,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,7,3,StatisticBasedCase,201112,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,7,3,StatisticBasedCase,16086256,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,8,3,StatisticBasedCase,24056182,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,8,3,StatisticBasedCase,16100088,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,8,3,StatisticBasedCase,59036712,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,8,3,StatisticBasedCase,37561856,2,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,9,3,StatisticBasedCase,241193,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,9,3,StatisticBasedCase,16111120,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,10,3,StatisticBasedCase,22457410,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,10,3,StatisticBasedCase,16129056,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,10,3,StatisticBasedCase,37586720,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,10,3,StatisticBasedCase,37586720,3,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,11,3,StatisticBasedCase,283484,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,11,3,StatisticBasedCase,16154648,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,12,3,StatisticBasedCase,20461120,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,12,3,StatisticBasedCase,16177464,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,12,3,StatisticBasedCase,37630272,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,12,3,StatisticBasedCase,37630272,4,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,13,3,StatisticBasedCase,227208,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,13,3,StatisticBasedCase,16186768,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,14,3,StatisticBasedCase,22840696,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,14,3,StatisticBasedCase,16200672,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,14,3,StatisticBasedCase,59137224,5,BasicXform
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,14,3,StatisticBasedCase,37662368,5,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Time,1,2,StatisticBasedCase,280897,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Memory,1,2,StatisticBasedCase,11101048,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Generation,Time,2,2,StatisticBasedCase,319326263,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Generation,Memory,2,2,StatisticBasedCase,23491600,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Initialization,Time,3,2,StatisticBasedCase,12801,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Initialization,Memory,3,2,StatisticBasedCase,11593984,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Initialization,PeakMemory,3,2,StatisticBasedCase,33069384,1,BasicXform
4,BATCH_OPTIMIZED-TEMPLATE,Initialization,AverageMemory,3,2,StatisticBasedCase,33069384,1,BasicXform
