MetricValue,CaseName,RunIndex,PhaseName,Sequence,MetricName,Scenario,Iteration,Tool,Size
212658612,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
66921552,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
467433,StatisticBasedCase,4,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
11067120,StatisticBasedCase,4,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
106545350,StatisticBasedCase,4,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
13320424,StatisticBasedCase,4,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
1922611,StatisticBasedCase,4,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
163794718,StatisticBasedCase,4,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12033712,StatisticBasedCase,4,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
164498,StatisticBasedCase,4,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12034840,StatisticBasedCase,4,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
65410804,StatisticBasedCase,4,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12154520,StatisticBasedCase,4,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
121915,StatisticBasedCase,4,Modification,7,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12155424,StatisticBasedCase,4,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
62741611,StatisticBasedCase,4,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12168600,StatisticBasedCase,4,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
107392,StatisticBasedCase,4,Modification,9,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12168528,StatisticBasedCase,4,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
52851908,StatisticBasedCase,4,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12181008,StatisticBasedCase,4,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
133518,StatisticBasedCase,4,Modification,11,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12181856,StatisticBasedCase,4,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
43529152,StatisticBasedCase,4,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12192016,StatisticBasedCase,4,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
109732,StatisticBasedCase,4,Modification,13,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12192840,StatisticBasedCase,4,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
38958504,StatisticBasedCase,4,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
12201928,StatisticBasedCase,4,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1
286641,StatisticBasedCase,1,EMFResourceInitialization,1,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
11481416,StatisticBasedCase,1,EMFResourceInitialization,1,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
13345520966,StatisticBasedCase,1,Generation,2,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
793277992,StatisticBasedCase,1,Generation,2,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
1384925966,StatisticBasedCase,1,Initialization,3,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
671566252,StatisticBasedCase,1,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
421756280,StatisticBasedCase,1,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
7605878,StatisticBasedCase,1,Modification,5,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426103920,StatisticBasedCase,1,Modification,5,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
9462,StatisticBasedCase,1,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426104192,StatisticBasedCase,1,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
1377029,StatisticBasedCase,1,Modification,7,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426152776,StatisticBasedCase,1,Modification,7,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
8320,StatisticBasedCase,1,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426153048,StatisticBasedCase,1,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
1240711,StatisticBasedCase,1,Modification,9,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426202432,StatisticBasedCase,1,Modification,9,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
9350,StatisticBasedCase,1,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426202704,StatisticBasedCase,1,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
1228957,StatisticBasedCase,1,Modification,11,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426252056,StatisticBasedCase,1,Modification,11,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
8615,StatisticBasedCase,1,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426252352,StatisticBasedCase,1,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
1228721,StatisticBasedCase,1,Modification,13,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426301384,StatisticBasedCase,1,Modification,13,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
8941,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
426301656,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32
390791,StatisticBasedCase,1,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11080024,StatisticBasedCase,1,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
171437433,StatisticBasedCase,1,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
16101720,StatisticBasedCase,1,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
6488837,StatisticBasedCase,1,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
71496598481,StatisticBasedCase,1,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11836056,StatisticBasedCase,1,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
183099,StatisticBasedCase,1,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11836592,StatisticBasedCase,1,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
73074551180,StatisticBasedCase,1,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11838552,StatisticBasedCase,1,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
137930,StatisticBasedCase,1,Modification,7,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11839088,StatisticBasedCase,1,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
73992209523,StatisticBasedCase,1,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11840776,StatisticBasedCase,1,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
129870,StatisticBasedCase,1,Modification,9,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11841352,StatisticBasedCase,1,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
74953212372,StatisticBasedCase,1,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11843152,StatisticBasedCase,1,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
112339,StatisticBasedCase,1,Modification,11,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11843712,StatisticBasedCase,1,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
75039596189,StatisticBasedCase,1,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11845832,StatisticBasedCase,1,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
130532,StatisticBasedCase,1,Modification,13,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11846368,StatisticBasedCase,1,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
76713016170,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
11848056,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
952286,StatisticBasedCase,5,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
11085000,StatisticBasedCase,5,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
235620554,StatisticBasedCase,5,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
16179528,StatisticBasedCase,5,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
3124969,StatisticBasedCase,5,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
989386208,StatisticBasedCase,5,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
12858952,StatisticBasedCase,5,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
237424,StatisticBasedCase,5,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
12859744,StatisticBasedCase,5,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
793036173,StatisticBasedCase,5,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,2
