MetricValue,CaseName,RunIndex,PhaseName,Sequence,MetricName,Scenario,Iteration,Tool,Size
8219097647,StatisticBasedCase,5,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1878594768,StatisticBasedCase,5,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
29128373,StatisticBasedCase,5,Modification,5,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889460040,StatisticBasedCase,5,Modification,5,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
3672,StatisticBasedCase,5,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889460312,StatisticBasedCase,5,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1749379,StatisticBasedCase,5,Modification,7,Time,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889526240,StatisticBasedCase,5,Modification,7,Memory,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
2742,StatisticBasedCase,5,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889526512,StatisticBasedCase,5,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1809428,StatisticBasedCase,5,Modification,9,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889592824,StatisticBasedCase,5,Modification,9,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
3592,StatisticBasedCase,5,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889593096,StatisticBasedCase,5,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1759019,StatisticBasedCase,5,Modification,11,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889659976,StatisticBasedCase,5,Modification,11,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
2245,StatisticBasedCase,5,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889660272,StatisticBasedCase,5,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
3187264,StatisticBasedCase,5,Modification,13,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889726536,StatisticBasedCase,5,Modification,13,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
2434,StatisticBasedCase,5,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
1889726808,StatisticBasedCase,5,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,64
927831,StatisticBasedCase,5,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
10924656,StatisticBasedCase,5,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
162032825,StatisticBasedCase,5,Generation,2,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
15956400,StatisticBasedCase,5,Generation,2,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
11466,StatisticBasedCase,5,Initialization,3,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
939356898,StatisticBasedCase,5,M2MTransformation1,4,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
11578712,StatisticBasedCase,5,M2MTransformation1,4,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
103620,StatisticBasedCase,5,Modification,5,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
11579208,StatisticBasedCase,5,Modification,5,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
726892108,StatisticBasedCase,5,M2MTransformation2,6,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
11703152,StatisticBasedCase,5,M2MTransformation2,6,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,2
86350,StatisticBasedCase,5,Modification,7,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,2
11703648,StatisticBasedCase,5,Modification,7,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,2
527517451,StatisticBasedCase,5,M2MTransformation2,8,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,2
11839984,StatisticBasedCase,5,M2MTransformation2,8,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,2
59134,StatisticBasedCase,5,Modification,9,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2
11840480,StatisticBasedCase,5,Modification,9,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2
532451745,StatisticBasedCase,5,M2MTransformation2,10,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2
11985864,StatisticBasedCase,5,M2MTransformation2,10,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2
58589,StatisticBasedCase,5,Modification,11,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,2
11986424,StatisticBasedCase,5,Modification,11,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,2
532541785,StatisticBasedCase,5,M2MTransformation2,12,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,2
12109016,StatisticBasedCase,5,M2MTransformation2,12,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,2
78475,StatisticBasedCase,5,Modification,13,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,2
12109512,StatisticBasedCase,5,Modification,13,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,2
534614589,StatisticBasedCase,5,M2MTransformation2,14,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,2
12233488,StatisticBasedCase,5,M2MTransformation2,14,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,2
809232,StatisticBasedCase,1,EMFResourceInitialization,1,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
11201088,StatisticBasedCase,1,EMFResourceInitialization,1,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
835538000,StatisticBasedCase,1,Generation,2,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
61816472,StatisticBasedCase,1,Generation,2,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
160931377,StatisticBasedCase,1,Initialization,3,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
169686263,StatisticBasedCase,1,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55316512,StatisticBasedCase,1,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2389307,StatisticBasedCase,1,Modification,5,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56233696,StatisticBasedCase,1,Modification,5,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
11204,StatisticBasedCase,1,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56233960,StatisticBasedCase,1,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1217801,StatisticBasedCase,1,Modification,7,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56303384,StatisticBasedCase,1,Modification,7,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10421,StatisticBasedCase,1,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56303648,StatisticBasedCase,1,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1170881,StatisticBasedCase,1,Modification,9,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56353152,StatisticBasedCase,1,Modification,9,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10529,StatisticBasedCase,1,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56353416,StatisticBasedCase,1,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1165456,StatisticBasedCase,1,Modification,11,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56394992,StatisticBasedCase,1,Modification,11,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10717,StatisticBasedCase,1,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56395280,StatisticBasedCase,1,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1244817,StatisticBasedCase,1,Modification,13,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56436384,StatisticBasedCase,1,Modification,13,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10831,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
56436648,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
829253,StatisticBasedCase,3,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11075760,StatisticBasedCase,3,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
169706835,StatisticBasedCase,3,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
16114544,StatisticBasedCase,3,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
3721614,StatisticBasedCase,3,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
70989754253,StatisticBasedCase,3,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11956200,StatisticBasedCase,3,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
167265,StatisticBasedCase,3,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11957080,StatisticBasedCase,3,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
73593153323,StatisticBasedCase,3,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11959488,StatisticBasedCase,3,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
183398,StatisticBasedCase,3,Modification,7,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11960288,StatisticBasedCase,3,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
76184358542,StatisticBasedCase,3,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11964512,StatisticBasedCase,3,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
119374,StatisticBasedCase,3,Modification,9,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11965392,StatisticBasedCase,3,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
79089656921,StatisticBasedCase,3,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11967544,StatisticBasedCase,3,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
120546,StatisticBasedCase,3,Modification,11,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11968488,StatisticBasedCase,3,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
81076287719,StatisticBasedCase,3,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11971120,StatisticBasedCase,3,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
137240,StatisticBasedCase,3,Modification,13,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11971920,StatisticBasedCase,3,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
83718087642,StatisticBasedCase,3,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
11974072,StatisticBasedCase,3,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
691199,StatisticBasedCase,4,EMFResourceInitialization,1,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
11202216,StatisticBasedCase,4,EMFResourceInitialization,1,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
772798375,StatisticBasedCase,4,Generation,2,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
63644552,StatisticBasedCase,4,Generation,2,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
154471662,StatisticBasedCase,4,Initialization,3,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
186878952,StatisticBasedCase,4,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
54060024,StatisticBasedCase,4,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2490468,StatisticBasedCase,4,Modification,5,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
54972776,StatisticBasedCase,4,Modification,5,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
12504,StatisticBasedCase,4,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
54973040,StatisticBasedCase,4,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1278647,StatisticBasedCase,4,Modification,7,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55045352,StatisticBasedCase,4,Modification,7,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10715,StatisticBasedCase,4,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55045616,StatisticBasedCase,4,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1210968,StatisticBasedCase,4,Modification,9,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55081256,StatisticBasedCase,4,Modification,9,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10768,StatisticBasedCase,4,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55081520,StatisticBasedCase,4,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1247789,StatisticBasedCase,4,Modification,11,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55121856,StatisticBasedCase,4,Modification,11,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
10878,StatisticBasedCase,4,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55122144,StatisticBasedCase,4,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
1288740,StatisticBasedCase,4,Modification,13,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55157960,StatisticBasedCase,4,Modification,13,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
9973,StatisticBasedCase,4,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
55158224,StatisticBasedCase,4,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
875331,StatisticBasedCase,3,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
11236216,StatisticBasedCase,3,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
3004101517,StatisticBasedCase,3,Generation,2,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
203090328,StatisticBasedCase,3,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
159453104,StatisticBasedCase,3,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
113045072,StatisticBasedCase,3,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87264368,StatisticBasedCase,3,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
424257,StatisticBasedCase,3,Modification,5,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87280216,StatisticBasedCase,3,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
155078526,StatisticBasedCase,3,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87306928,StatisticBasedCase,3,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
386732,StatisticBasedCase,3,Modification,7,Time,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87320680,StatisticBasedCase,3,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
144592995,StatisticBasedCase,3,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87334104,StatisticBasedCase,3,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
395107,StatisticBasedCase,3,Modification,9,Time,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87347792,StatisticBasedCase,3,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
141947781,StatisticBasedCase,3,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87360776,StatisticBasedCase,3,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
379673,StatisticBasedCase,3,Modification,11,Time,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87374488,StatisticBasedCase,3,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
142024603,StatisticBasedCase,3,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87387784,StatisticBasedCase,3,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
412048,StatisticBasedCase,3,Modification,13,Time,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87401624,StatisticBasedCase,3,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
145540855,StatisticBasedCase,3,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
87414632,StatisticBasedCase,3,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,16
265567,StatisticBasedCase,3,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
10921136,StatisticBasedCase,3,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
268691840,StatisticBasedCase,3,Generation,2,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
15928680,StatisticBasedCase,3,Generation,2,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
29016,StatisticBasedCase,3,Initialization,3,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
3491238482,StatisticBasedCase,3,M2MTransformation1,4,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
11354736,StatisticBasedCase,3,M2MTransformation1,4,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
88197,StatisticBasedCase,3,Modification,5,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
11355232,StatisticBasedCase,3,Modification,5,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
3361011885,StatisticBasedCase,3,M2MTransformation2,6,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
11356504,StatisticBasedCase,3,M2MTransformation2,6,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,2
92738,StatisticBasedCase,3,Modification,7,Time,BasicXform,2,BATCH_SIMPLE-TEMPLATE,2
11357024,StatisticBasedCase,3,Modification,7,Memory,BasicXform,2,BATCH_SIMPLE-TEMPLATE,2
3719598606,StatisticBasedCase,3,M2MTransformation2,8,Time,BasicXform,2,BATCH_SIMPLE-TEMPLATE,2
11358320,StatisticBasedCase,3,M2MTransformation2,8,Memory,BasicXform,2,BATCH_SIMPLE-TEMPLATE,2
71967,StatisticBasedCase,3,Modification,9,Time,BasicXform,3,BATCH_SIMPLE-TEMPLATE,2
11358816,StatisticBasedCase,3,Modification,9,Memory,BasicXform,3,BATCH_SIMPLE-TEMPLATE,2
3514890471,StatisticBasedCase,3,M2MTransformation2,10,Time,BasicXform,3,BATCH_SIMPLE-TEMPLATE,2
11360088,StatisticBasedCase,3,M2MTransformation2,10,Memory,BasicXform,3,BATCH_SIMPLE-TEMPLATE,2
57221,StatisticBasedCase,3,Modification,11,Time,BasicXform,4,BATCH_SIMPLE-TEMPLATE,2
11360608,StatisticBasedCase,3,Modification,11,Memory,BasicXform,4,BATCH_SIMPLE-TEMPLATE,2
3585552861,StatisticBasedCase,3,M2MTransformation2,12,Time,BasicXform,4,BATCH_SIMPLE-TEMPLATE,2
11362168,StatisticBasedCase,3,M2MTransformation2,12,Memory,BasicXform,4,BATCH_SIMPLE-TEMPLATE,2
58242,StatisticBasedCase,3,Modification,13,Time,BasicXform,5,BATCH_SIMPLE-TEMPLATE,2
11362664,StatisticBasedCase,3,Modification,13,Memory,BasicXform,5,BATCH_SIMPLE-TEMPLATE,2
3664902389,StatisticBasedCase,3,M2MTransformation2,14,Time,BasicXform,5,BATCH_SIMPLE-TEMPLATE,2
11364432,StatisticBasedCase,3,M2MTransformation2,14,Memory,BasicXform,5,BATCH_SIMPLE-TEMPLATE,2
576722,StatisticBasedCase,5,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
11157032,StatisticBasedCase,5,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
776208824,StatisticBasedCase,5,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
61700640,StatisticBasedCase,5,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
7505673,StatisticBasedCase,5,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
841402073,StatisticBasedCase,5,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
17803696,StatisticBasedCase,5,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
233313,StatisticBasedCase,5,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
17804608,StatisticBasedCase,5,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
388004537,StatisticBasedCase,5,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
18842128,StatisticBasedCase,5,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
175236,StatisticBasedCase,5,Modification,7,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
18843040,StatisticBasedCase,5,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
383106494,StatisticBasedCase,5,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
18862056,StatisticBasedCase,5,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
189343,StatisticBasedCase,5,Modification,9,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
18862968,StatisticBasedCase,5,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
382557089,StatisticBasedCase,5,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
18871888,StatisticBasedCase,5,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8
