Tool,Size,RunIndex,MetricValue,Iteration,Scenario,Sequence,MetricName,PhaseName,CaseName
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,16556,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,249734616,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,313880472,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,313880472,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,1559956,5,BasicXform,13,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,249756280,5,BasicXform,13,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,11972,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,314182016,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,281830288,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,3,313903216,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,153618,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9354592,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,60017019,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,10636920,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,13897,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9471320,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,30945760,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,30945760,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,132423474,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9665184,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192009760,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,353072848,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,50041,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9665272,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,129021365,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9725696,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,353266072,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192203512,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,69348,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9725784,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,129052538,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9791296,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192264504,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,353327544,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,49574,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9791384,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,130796029,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9854544,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,353392360,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192329712,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,118142,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9854656,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,130329401,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9930240,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,374930376,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192392940,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,98555,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9930328,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,132923768,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,9994960,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,192468084,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,1,353530160,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,252961,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,9489616,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,92210803,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,12106352,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,37832828,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,11941864,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,74156472,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,52681616,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,22878730,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13171128,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,33417296,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,33417296,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,305299,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13175776,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,24964550,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13210848,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34651408,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34651408,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,267973,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13215448,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,24786041,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13224776,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,56165936,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34691080,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,295756,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13229456,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,25136905,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13250944,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,56179944,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,45442516,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,263526,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13255632,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,22582907,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13312664,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34731288,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34731288,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,310962,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13317728,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,22574270,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,13326160,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,56268216,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,34793360,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,182988,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,9521808,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3254854797,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,101193128,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,29521,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,12236312,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,54755456,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,54755456,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,38226950687,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,16136064,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1444688454,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3543648208,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,290616,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,16136184,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,36458870303,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,17179792,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3391742864,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1272101280,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,211153,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,17179880,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,35930734699,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,18127840,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3390486344,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1227925482,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,144353,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,18126936,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,36392106419,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,19272152,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3381375752,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1160206799,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,162941,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,19272264,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,35987164724,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,20222576,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1105346841,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3374802112,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,234561,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,20222688,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,36794695323,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,21174352,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,3372551520,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,16,3,1101226292,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,158651,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,9673848,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,813349732,1,BasicXform,2,Time,Generation,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,33518096,1,BasicXform,2,Memory,Generation,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,175483591,1,BasicXform,3,Time,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,27658568,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,118154704,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,75200900,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,177917593,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,34507576,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,70608860,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,92083720,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,3423374,1,BasicXform,5,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35050632,1,BasicXform,5,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,16671,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35051504,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56526264,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56526264,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,1611539,2,BasicXform,7,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35090792,2,BasicXform,7,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,16053,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35091664,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56566424,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56566424,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,1175350,3,BasicXform,9,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35110840,3,BasicXform,9,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,18940,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35111712,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56586472,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56586472,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,1273198,4,BasicXform,11,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35131824,4,BasicXform,11,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,13352,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35132720,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56607480,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,45870200,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,1299343,5,BasicXform,13,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35152120,5,BasicXform,13,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,25197,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,35153192,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56627752,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1,56627896,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,245069,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9352872,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,54961001,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,10634200,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,14563,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9470696,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,30945088,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,30945088,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,123677444,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9664560,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,192009088,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,353072176,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,88679,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9664648,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,124739530,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9725448,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,353264280,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,192202280,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,80953,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9725536,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,123858057,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9790816,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,192263780,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,374801248,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,104911,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9790904,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,125180323,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9854176,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,353391832,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,192329184,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,53618,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9854288,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,124018849,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9929848,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,353455104,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,192392524,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,74787,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_OPTIMIZED-TEMPLATE,1,3,9929936,5,BasicXform,13,Memory,Modification,StatisticBasedCase
