MetricName,MetricValue,Tool,PhaseName,Scenario,Sequence,RunIndex,CaseName,Iteration,Size
AverageMemory,137838480,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,16
Time,211272,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,16
Memory,31551176,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,16
Time,196504317,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,16
Memory,31557264,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,16
PeakMemory,201621648,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,16
AverageMemory,137845540,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,16
Time,242198,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,16
Memory,31557760,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,16
Time,191094416,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,16
Memory,31563392,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,16
PeakMemory,201628232,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,16
AverageMemory,137852112,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,16
Time,261807,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,4
Memory,9626976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,4
Time,262476941,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,4
Memory,16339512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,4
Time,79013740,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
Memory,17187376,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
PeakMemory,96020488,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
AverageMemory,63804116,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
Time,82310814,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
Memory,20274920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
AverageMemory,60137676,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
PeakMemory,92349952,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
Time,2324602,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,4
Memory,20525048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,4
Time,17392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
Memory,20525920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
AverageMemory,42000728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
PeakMemory,42000728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
Time,1529773,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,4
Memory,20545592,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,4
Time,16330,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
Memory,20546464,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
AverageMemory,42021272,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
PeakMemory,63496128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
Time,1214650,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,4
Memory,20566296,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,4
Time,19119,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
Memory,20567168,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
PeakMemory,42041976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
AverageMemory,31304672,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
Time,1392401,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,4
Memory,20587504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,4
Time,17100,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
Memory,20588400,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
PeakMemory,42063208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
AverageMemory,42063208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
Time,1400782,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,4
Memory,20608352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,4
Time,17926,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
Memory,20609224,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
AverageMemory,42084032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
PeakMemory,42084032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
Time,178515,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,4
Memory,9385152,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,4
Time,293569344,BATCH_OPTIMIZED-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,4
Memory,16014808,BATCH_OPTIMIZED-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,4
Time,14861,BATCH_OPTIMIZED-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
Memory,9872592,BATCH_OPTIMIZED-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
AverageMemory,31346984,BATCH_OPTIMIZED-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
PeakMemory,31346984,BATCH_OPTIMIZED-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,4
Time,1932655621,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
Memory,10677216,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
PeakMemory,1084499200,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
AverageMemory,296783736,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,4
Time,195002,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,4
Memory,10677656,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,4
Time,2619641021,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
Memory,10909760,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
PeakMemory,1439723280,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
AverageMemory,591228288,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,4
Time,136109,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,4
Memory,10909848,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,4
Time,1798116573,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
Memory,11155616,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
PeakMemory,1441305152,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
AverageMemory,695919442,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,4
Time,83667,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,4
Memory,11155704,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,4
Time,1814980102,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
Memory,11378752,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
AverageMemory,697736314,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
PeakMemory,1441714768,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,4
Time,78539,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,4
Memory,11378864,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,4
Time,1819625248,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
Memory,11652848,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
PeakMemory,1443043952,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
AverageMemory,696864472,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,4
Time,82289,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,4
Memory,11652960,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,4
Time,1828845086,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
Memory,11879240,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
AverageMemory,697053352,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
PeakMemory,1443260600,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,4
Time,361148,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,16
Memory,9679736,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,16
Time,3966464199,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,16
Memory,101297600,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,16
Time,132259006,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
Memory,21363040,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
PeakMemory,118032344,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
AverageMemory,86253752,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
Time,318350360,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
Memory,31503944,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
PeakMemory,189692928,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
AverageMemory,126569444,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
Time,396099,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,16
Memory,31504536,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,16
Time,262871073,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
Memory,31534768,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
PeakMemory,199834672,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
AverageMemory,136711156,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
Time,372390,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,16
Memory,31535136,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,16
Time,288584449,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,16
Memory,31540344,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,16
PeakMemory,242814992,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,16
AverageMemory,136741768,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,16
Time,457116,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,16
Memory,31540808,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,16
Time,267671321,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,16
Memory,31545960,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,16
AverageMemory,136747396,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,16
PeakMemory,199870880,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,16
Time,266482,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,16
Memory,31546448,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,16
Time,210308940,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,16
Memory,31555888,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,16
PeakMemory,199876584,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,16
AverageMemory,136753080,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,16
Time,308276,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,16
Memory,31555368,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,16
Time,195528575,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,16
Memory,31560296,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,16
PeakMemory,199885688,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,16
AverageMemory,136762080,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,16
Time,175020,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,1
Memory,9515120,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,1
Time,53320313,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,1
Memory,10801720,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,1
Time,52030905,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,1
Memory,11973888,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,1
PeakMemory,95524760,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,1
AverageMemory,52575060,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,1
Time,19057603,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,1
Memory,12243880,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,1
AverageMemory,33449320,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,1
PeakMemory,33449320,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,1
Time,179585,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,1
Memory,12243664,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,1
Time,20658516,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,1
Memory,12249992,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,1
PeakMemory,33719296,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,1
AverageMemory,33719296,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,1
Time,131150,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,1
Memory,12249776,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,1
Time,19170368,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,1
Memory,12259864,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,1
AverageMemory,33725408,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,1
PeakMemory,33725408,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,1
Time,110235,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,1
Memory,12259648,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,1
Time,19561718,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,1
Memory,12265464,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,1
AverageMemory,33735280,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,1
PeakMemory,33735280,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,1
Time,117721,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,1
Memory,12265272,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,1
Time,21163340,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,1
Memory,12274440,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,1
AverageMemory,33740928,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,1
PeakMemory,55215784,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,1
Time,124237,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,1
Memory,12274480,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,1
Time,20339257,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,1
Memory,12281432,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,1
AverageMemory,33750112,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,1
PeakMemory,33750112,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,1
Time,174383,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Memory,9592912,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Time,54991474,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Memory,10903576,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Time,52386555,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
Memory,12057016,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
PeakMemory,74128856,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
AverageMemory,41916576,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
Time,27192164,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
Memory,12771384,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
PeakMemory,65744728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
