MetricName,Iteration,Size,Scenario,PhaseName,CaseName,MetricValue,RunIndex,Tool,Sequence
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,17794200,2,BATCH_OPTIMIZED-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,3335093336,2,BATCH_OPTIMIZED-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,952879437,2,BATCH_OPTIMIZED-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,317357,2,BATCH_OPTIMIZED-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,17794352,2,BATCH_OPTIMIZED-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,35476663449,2,BATCH_OPTIMIZED-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,18838944,2,BATCH_OPTIMIZED-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,991867011,2,BATCH_OPTIMIZED-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,3285938392,2,BATCH_OPTIMIZED-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,130901,2,BATCH_OPTIMIZED-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,18839064,2,BATCH_OPTIMIZED-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,36015826455,2,BATCH_OPTIMIZED-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,19788064,2,BATCH_OPTIMIZED-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,973036542,2,BATCH_OPTIMIZED-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,3277408344,2,BATCH_OPTIMIZED-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,103582,2,BATCH_OPTIMIZED-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,19787192,2,BATCH_OPTIMIZED-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,36665446873,2,BATCH_OPTIMIZED-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,20933448,2,BATCH_OPTIMIZED-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,877572257,2,BATCH_OPTIMIZED-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,3278684200,2,BATCH_OPTIMIZED-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,117857,2,BATCH_OPTIMIZED-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,20933592,2,BATCH_OPTIMIZED-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,35639612625,2,BATCH_OPTIMIZED-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,21884944,2,BATCH_OPTIMIZED-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,1100837878,2,BATCH_OPTIMIZED-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,3266815568,2,BATCH_OPTIMIZED-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,148870,2,BATCH_OPTIMIZED-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,21885088,2,BATCH_OPTIMIZED-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,36120356355,2,BATCH_OPTIMIZED-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,22837792,2,BATCH_OPTIMIZED-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,1267750301,2,BATCH_OPTIMIZED-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,3260465576,2,BATCH_OPTIMIZED-TEMPLATE,14
Time,1,1,BasicXform,EMFResourceInitialization,StatisticBasedCase,270449,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,1,BasicXform,EMFResourceInitialization,StatisticBasedCase,11180224,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,1,BasicXform,Generation,StatisticBasedCase,47440047,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,1,BasicXform,Generation,StatisticBasedCase,12861248,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,1,BasicXform,Initialization,StatisticBasedCase,55649545,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Memory,1,1,BasicXform,Initialization,StatisticBasedCase,13606656,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
AverageMemory,1,1,BasicXform,Initialization,StatisticBasedCase,54242708,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
PeakMemory,1,1,BasicXform,Initialization,StatisticBasedCase,75717640,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Time,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,28391318,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Memory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,13940256,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
AverageMemory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,35082136,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
PeakMemory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,35082136,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Time,1,1,BasicXform,Modification,StatisticBasedCase,144493,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Memory,1,1,BasicXform,Modification,StatisticBasedCase,13940416,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Time,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,30049035,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Memory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,13948040,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
PeakMemory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,35416064,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
AverageMemory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,35416064,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Time,2,1,BasicXform,Modification,StatisticBasedCase,134778,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Memory,2,1,BasicXform,Modification,StatisticBasedCase,13948200,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Time,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,26248175,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Memory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,13955664,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
AverageMemory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,35423848,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
PeakMemory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,35423848,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Time,3,1,BasicXform,Modification,StatisticBasedCase,150153,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Memory,3,1,BasicXform,Modification,StatisticBasedCase,13955872,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Time,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,25681791,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Memory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,13970368,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
PeakMemory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,35431520,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
AverageMemory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,35431520,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Time,4,1,BasicXform,Modification,StatisticBasedCase,151088,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Memory,4,1,BasicXform,Modification,StatisticBasedCase,13970552,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Time,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,23410931,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Memory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,13978728,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
AverageMemory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,35446224,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
PeakMemory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,35446224,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Time,5,1,BasicXform,Modification,StatisticBasedCase,164016,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Memory,5,1,BasicXform,Modification,StatisticBasedCase,13978888,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Time,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,23339063,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Memory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,13987128,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
PeakMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,35454536,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
AverageMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,35454536,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Time,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,141999,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Memory,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,11414912,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Time,1,16,BasicXform,Generation,StatisticBasedCase,3178442117,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Memory,1,16,BasicXform,Generation,StatisticBasedCase,197773792,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Time,1,16,BasicXform,Initialization,StatisticBasedCase,363512874,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Memory,1,16,BasicXform,Initialization,StatisticBasedCase,97128728,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
PeakMemory,1,16,BasicXform,Initialization,StatisticBasedCase,287992168,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
AverageMemory,1,16,BasicXform,Initialization,StatisticBasedCase,172085096,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Time,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,335204228,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,118954064,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,329825360,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,223773840,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,4799508,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,120882544,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,39308,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,120883392,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,162951160,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,184426016,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,1526161,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,120918192,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,36940,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,120919040,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,205936504,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,81493404,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,1240842,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,120954768,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,19632,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,120955616,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,163023384,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,141989600,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,1084966,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,120991128,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,13486,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,120992000,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,142025984,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,163059768,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,1262754,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,121027264,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,38784,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,121028112,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,206045576,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,163095880,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Time,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,172199,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Memory,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,11323400,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Time,1,8,BasicXform,Generation,StatisticBasedCase,622525311,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Memory,1,8,BasicXform,Generation,StatisticBasedCase,31773600,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Time,1,8,BasicXform,Initialization,StatisticBasedCase,144823316,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Memory,1,8,BasicXform,Initialization,StatisticBasedCase,31651224,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
AverageMemory,1,8,BasicXform,Initialization,StatisticBasedCase,66112048,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
PeakMemory,1,8,BasicXform,Initialization,StatisticBasedCase,98357088,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Time,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,170995100,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Memory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,41552768,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
PeakMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,117551160,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
AverageMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,85338904,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Time,1,8,BasicXform,Modification,StatisticBasedCase,2941985,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Memory,1,8,BasicXform,Modification,StatisticBasedCase,42436152,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Time,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,16913,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Memory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,42436992,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
PeakMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,63911752,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
AverageMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,53174472,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Time,2,8,BasicXform,Modification,StatisticBasedCase,1343576,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Memory,2,8,BasicXform,Modification,StatisticBasedCase,42469392,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Time,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,20495,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Memory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,42470232,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
PeakMemory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,63944992,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
AverageMemory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,63944992,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Time,3,8,BasicXform,Modification,StatisticBasedCase,1485955,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Memory,3,8,BasicXform,Modification,StatisticBasedCase,42503032,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Time,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,18527,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Memory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,42503872,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
PeakMemory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,63978632,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
AverageMemory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,63978632,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Time,4,8,BasicXform,Modification,StatisticBasedCase,1338176,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Memory,4,8,BasicXform,Modification,StatisticBasedCase,42537576,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Time,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,18591,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Memory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,42538440,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
PeakMemory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,64013200,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
AverageMemory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,53275920,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Time,5,8,BasicXform,Modification,StatisticBasedCase,1326656,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,8,BasicXform,Modification,StatisticBasedCase,42575304,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Time,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,19174,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Memory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,42576144,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
PeakMemory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,64050904,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
AverageMemory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,53313624,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Time,1,2,BasicXform,EMFResourceInitialization,StatisticBasedCase,158146,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Memory,1,2,BasicXform,EMFResourceInitialization,StatisticBasedCase,11258920,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Time,1,2,BasicXform,Generation,StatisticBasedCase,72752717,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Memory,1,2,BasicXform,Generation,StatisticBasedCase,14164832,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Time,1,2,BasicXform,Initialization,StatisticBasedCase,42422811,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Memory,1,2,BasicXform,Initialization,StatisticBasedCase,15815160,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
AverageMemory,1,2,BasicXform,Initialization,StatisticBasedCase,54442672,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
PeakMemory,1,2,BasicXform,Initialization,StatisticBasedCase,65180112,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Time,1,2,BasicXform,M2MTransformation1,StatisticBasedCase,46892995,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Memory,1,2,BasicXform,M2MTransformation1,StatisticBasedCase,18090848,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
PeakMemory,1,2,BasicXform,M2MTransformation1,StatisticBasedCase,58765432,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
AverageMemory,1,2,BasicXform,M2MTransformation1,StatisticBasedCase,58765432,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Time,1,2,BasicXform,Modification,StatisticBasedCase,2039517,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Memory,1,2,BasicXform,Modification,StatisticBasedCase,18319160,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Time,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,22553,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Memory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,18320000,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
AverageMemory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,39794760,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
PeakMemory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,39794760,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Time,2,2,BasicXform,Modification,StatisticBasedCase,1525813,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Memory,2,2,BasicXform,Modification,StatisticBasedCase,18354240,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Time,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,22592,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Memory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,18355080,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
AverageMemory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,39829840,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
PeakMemory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,39829840,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Time,3,2,BasicXform,Modification,StatisticBasedCase,1614530,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Memory,3,2,BasicXform,Modification,StatisticBasedCase,18407048,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Time,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,20100,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Memory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,18407888,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
PeakMemory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,39882648,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
AverageMemory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,39882648,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Time,4,2,BasicXform,Modification,StatisticBasedCase,1290747,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Memory,4,2,BasicXform,Modification,StatisticBasedCase,18443024,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Time,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,17519,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Memory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,18443888,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
PeakMemory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,39918648,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
AverageMemory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,29181368,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Time,5,2,BasicXform,Modification,StatisticBasedCase,1485830,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,2,BasicXform,Modification,StatisticBasedCase,18490800,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
