RunIndex,Scenario,Iteration,MetricValue,PhaseName,Sequence,MetricName,Tool,Size,CaseName
2,BasicXform,3,56931768,M2MTransformation2,10,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,3,35456912,M2MTransformation2,10,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,117394,Modification,11,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,13990880,Modification,11,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,28358154,M2MTransformation2,12,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,14001600,M2MTransformation2,12,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,35466504,M2MTransformation2,12,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,4,35466504,M2MTransformation2,12,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,145431,Modification,13,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,14001760,Modification,13,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,28462354,M2MTransformation2,14,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,14009816,M2MTransformation2,14,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,35477360,M2MTransformation2,14,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
2,BasicXform,5,35477360,M2MTransformation2,14,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,545264,EMFResourceInitialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,11448536,EMFResourceInitialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,4222363280,Generation,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,189950584,Generation,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,443349317,Initialization,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,117712432,Initialization,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,327297192,Initialization,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,191552692,Initialization,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,304785830,M2MTransformation1,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,139544264,M2MTransformation1,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,305873072,M2MTransformation1,4,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,232624828,M2MTransformation1,4,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,5048054,Modification,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,141451728,Modification,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,45504,M2MTransformation2,6,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,141452576,M2MTransformation2,6,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,183116040,M2MTransformation2,6,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,204590896,M2MTransformation2,6,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,1518736,Modification,7,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,141487864,Modification,7,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,25538,M2MTransformation2,8,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,141488712,M2MTransformation2,8,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,183152176,M2MTransformation2,8,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,2,226101872,M2MTransformation2,8,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,1185154,Modification,9,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,141524592,Modification,9,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,14025,M2MTransformation2,10,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,141526240,M2MTransformation2,10,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,183188904,M2MTransformation2,10,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,3,162357272,M2MTransformation2,10,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,1050020,Modification,11,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,141561456,Modification,11,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,13031,M2MTransformation2,12,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,141562328,M2MTransformation2,12,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,162394160,M2MTransformation2,12,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,4,183225792,M2MTransformation2,12,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,1058547,Modification,13,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,141598048,Modification,13,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,13763,M2MTransformation2,14,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,141599096,M2MTransformation2,14,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,183262360,M2MTransformation2,14,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,5,162430728,M2MTransformation2,14,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
2,BasicXform,1,244057,EMFResourceInitialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,11355216,EMFResourceInitialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,522443393,Generation,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,31753080,Generation,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,280012571,Initialization,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,34987944,Initialization,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,109058160,Initialization,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,66108420,Initialization,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,310942068,M2MTransformation1,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,44877728,M2MTransformation1,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,131625392,M2MTransformation1,4,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,94044384,M2MTransformation1,4,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,3173669,Modification,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,45747512,Modification,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,18945,M2MTransformation2,6,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,45748352,M2MTransformation2,6,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
2,BasicXform,1,67223112,M2MTransformation2,6,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase
