RunIndex,Scenario,Iteration,MetricValue,PhaseName,Sequence,MetricName,Tool,Size,CaseName
1,BasicXform,2,415110300,M2MTransformation2,8,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,267291,Modification,9,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,65219880,Modification,9,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,521110083,M2MTransformation2,10,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,65227184,M2MTransformation2,10,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,701396720,M2MTransformation2,10,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,3,415117476,M2MTransformation2,10,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,265408,Modification,11,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,65227368,Modification,11,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,554774997,M2MTransformation2,12,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,65234576,M2MTransformation2,12,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,415124980,M2MTransformation2,12,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,4,701404216,M2MTransformation2,12,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,268985,Modification,13,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,65234760,Modification,13,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,531134430,M2MTransformation2,14,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,65241728,M2MTransformation2,14,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,415132400,M2MTransformation2,14,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
1,BasicXform,5,701411688,M2MTransformation2,14,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32,StatisticBasedCase
3,BasicXform,1,228288,EMFResourceInitialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,11446400,EMFResourceInitialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,3080727032,Generation,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,189946952,Generation,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,422859975,Initialization,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,117709616,Initialization,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,348768104,Initialization,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,191548776,Initialization,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,303241220,M2MTransformation1,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,139538104,M2MTransformation1,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,305839232,M2MTransformation1,4,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,232606500,M2MTransformation1,4,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,4556148,Modification,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,141445408,Modification,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,32741,M2MTransformation2,6,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,141446256,M2MTransformation2,6,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,183109720,M2MTransformation2,6,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,1,183109720,M2MTransformation2,6,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,1261224,Modification,7,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,141481544,Modification,7,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,16730,M2MTransformation2,8,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,141482592,M2MTransformation2,8,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,162314224,M2MTransformation2,8,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,2,183145856,M2MTransformation2,8,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,1264790,Modification,9,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,141518272,Modification,9,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,16526,M2MTransformation2,10,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,141519120,M2MTransformation2,10,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,183182584,M2MTransformation2,10,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,3,183182584,M2MTransformation2,10,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,1199692,Modification,11,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,141555136,Modification,11,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,28583,M2MTransformation2,12,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,141556008,M2MTransformation2,12,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,183219472,M2MTransformation2,12,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,4,183219472,M2MTransformation2,12,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,1095758,Modification,13,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,141591728,Modification,13,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,15541,M2MTransformation2,14,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,141592776,M2MTransformation2,14,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,183256040,M2MTransformation2,14,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
3,BasicXform,5,162424408,M2MTransformation2,14,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,StatisticBasedCase
1,BasicXform,1,365194,EMFResourceInitialization,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,11179944,EMFResourceInitialization,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,53622915,Generation,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,13064920,Generation,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,27007201,Initialization,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,13062784,Initialization,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,54241304,Initialization,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,43503880,Initialization,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,11966810,M2MTransformation1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,13918024,M2MTransformation1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,34538216,M2MTransformation1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,34538216,M2MTransformation1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,236999,Modification,5,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,13928752,Modification,5,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,14075328,M2MTransformation2,6,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,13943752,M2MTransformation2,6,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,35404352,M2MTransformation2,6,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,1,35404352,M2MTransformation2,6,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,211019,Modification,7,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,13954616,Modification,7,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,12894257,M2MTransformation2,8,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,13969392,M2MTransformation2,8,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,35430216,M2MTransformation2,8,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,2,35430216,M2MTransformation2,8,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,233262,Modification,9,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,13981400,Modification,9,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,13199953,M2MTransformation2,10,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,13998560,M2MTransformation2,10,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,56931856,M2MTransformation2,10,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,3,35457000,M2MTransformation2,10,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,275361,Modification,11,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,14009856,Modification,11,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,11973639,M2MTransformation2,12,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,14029232,M2MTransformation2,12,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,35485480,M2MTransformation2,12,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,4,35485480,M2MTransformation2,12,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,248015,Modification,13,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,14040536,Modification,13,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,16415079,M2MTransformation2,14,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,14055928,M2MTransformation2,14,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,35516136,M2MTransformation2,14,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
1,BasicXform,5,35516136,M2MTransformation2,14,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
3,BasicXform,1,278863,EMFResourceInitialization,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,11253432,EMFResourceInitialization,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,778181557,Generation,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,51729208,Generation,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,95599680,Initialization,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,30719008,Initialization,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,76745132,Initialization,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,119694848,Initialization,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,71304149,M2MTransformation1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,38245832,M2MTransformation1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,105881592,M2MTransformation1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,73669300,M2MTransformation1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,322153,Modification,5,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,38251856,Modification,5,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,82085073,M2MTransformation2,6,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,38270032,M2MTransformation2,6,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,81202300,M2MTransformation2,6,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,102677144,M2MTransformation2,6,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,266375,Modification,7,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,38275528,Modification,7,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,74070366,M2MTransformation2,8,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,38290232,M2MTransformation2,8,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,102700856,M2MTransformation2,8,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,2,81225992,M2MTransformation2,8,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,271832,Modification,9,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,38295888,Modification,9,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,78670015,M2MTransformation2,10,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,38311672,M2MTransformation2,10,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,81246336,M2MTransformation2,10,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,3,102721184,M2MTransformation2,10,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,305228,Modification,11,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,38317384,Modification,11,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,71775244,M2MTransformation2,12,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,38332400,M2MTransformation2,12,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,102742920,M2MTransformation2,12,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,4,81267964,M2MTransformation2,12,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,247235,Modification,13,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,38338464,Modification,13,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,66386854,M2MTransformation2,14,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,38353624,M2MTransformation2,14,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,102763768,M2MTransformation2,14,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,5,81288916,M2MTransformation2,14,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase
3,BasicXform,1,272211,EMFResourceInitialization,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,11186128,EMFResourceInitialization,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,90426968,Generation,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,15496576,Generation,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,32692126,Initialization,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,14611008,Initialization,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,54377664,Initialization,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,54377664,Initialization,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,21637330,M2MTransformation1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,16435000,M2MTransformation1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,36086440,M2MTransformation1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,36086440,M2MTransformation1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,324932,Modification,5,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,16445776,Modification,5,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,25402268,M2MTransformation2,6,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,16464184,M2MTransformation2,6,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,37921376,M2MTransformation2,6,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,1,37921376,M2MTransformation2,6,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,251458,Modification,7,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,16473008,Modification,7,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,23585966,M2MTransformation2,8,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,16494848,M2MTransformation2,8,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,37948608,M2MTransformation2,8,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,2,37948608,M2MTransformation2,8,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,369926,Modification,9,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,16536640,Modification,9,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,23997687,M2MTransformation2,10,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,16550376,M2MTransformation2,10,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,38012240,M2MTransformation2,10,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,3,38012240,M2MTransformation2,10,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,223594,Modification,11,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,16559544,Modification,11,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,23243859,M2MTransformation2,12,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,16573480,M2MTransformation2,12,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,38035168,M2MTransformation2,12,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,4,38035168,M2MTransformation2,12,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,226043,Modification,13,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,16582912,Modification,13,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,21963002,M2MTransformation2,14,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,16596560,M2MTransformation2,14,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,38058512,M2MTransformation2,14,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
3,BasicXform,5,59533368,M2MTransformation2,14,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
2,BasicXform,1,469896,EMFResourceInitialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,11092816,EMFResourceInitialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,178382693,Generation,2,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,17583728,Generation,2,Memory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,14772,Initialization,3,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,11572432,Initialization,3,Memory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,22309728,Initialization,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,33046824,Initialization,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,1855335782,M2MTransformation1,4,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,12367760,M2MTransformation1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,269850733,M2MTransformation1,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,1086199040,M2MTransformation1,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,174828,Modification,5,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,12367912,Modification,5,Memory,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
2,BasicXform,1,1857479070,M2MTransformation2,6,Time,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
