Sequence,CaseName,Scenario,Size,PhaseName,Tool,Iteration,RunIndex,MetricValue,MetricName
9,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,326747,Time
9,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,361877672,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,288612949,Time
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,361891392,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,522217972,AverageMemory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,618421736,PeakMemory
11,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,327655,Time
11,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,361905376,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,284827160,Time
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,361919336,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,522245700,AverageMemory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,618449464,PeakMemory
13,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,339370,Time
13,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,361933480,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,284400241,Time
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,361947176,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,618477752,PeakMemory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,522273884,AverageMemory
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,707394,Time
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,11876224,Memory
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,81147861859,Time
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,3397779640,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,9534302460,Time
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1647041872,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1316748952,AverageMemory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,3646742232,PeakMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,587691919,Time
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1739715776,Memory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,2127273664,PeakMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1899792992,AverageMemory
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1123334,Time
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1739799280,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,756377928,Time
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,1739814728,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,2289889752,PeakMemory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,2036002208,AverageMemory
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,617615,Time
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,1739841160,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,705206848,Time
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,1739856312,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,2036069252,AverageMemory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,2289981960,PeakMemory
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,907009,Time
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,1739882888,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,698959912,Time
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,1739897592,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,2036111208,AverageMemory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,2290024144,PeakMemory
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,569705,Time
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,1739924352,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,872744092,Time
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,1739939288,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,2036127500,AverageMemory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,2290015240,PeakMemory
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,575549,Time
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,1739966496,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,689132220,Time
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,1739981176,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,2290056912,PeakMemory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,2036169396,AverageMemory
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,278962,Time
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,11230560,Memory
2,StatisticBasedCase,BasicXform,4,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,245136618,Time
2,StatisticBasedCase,BasicXform,4,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,23819088,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,67091980,Time
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,14519840,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,76144888,PeakMemory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,54670028,AverageMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,90846433,Time
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,15941992,Memory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,100419776,PeakMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,68207524,AverageMemory
5,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,228191,Time
5,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,15942376,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,84899288,Time
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,15955048,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,101842560,PeakMemory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,69630268,AverageMemory
7,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,161531,Time
7,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,15955208,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,81249022,Time
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,15962552,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,101855368,PeakMemory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,69643088,AverageMemory
9,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,135490,Time
9,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,15962712,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,79672157,Time
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,15971016,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,101862856,PeakMemory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,69650584,AverageMemory
11,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,147819,Time
11,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,15971200,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,77071190,Time
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,15979112,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,101871416,PeakMemory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,69659120,AverageMemory
13,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,142556,Time
13,StatisticBasedCase,BasicXform,4,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,15979296,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,83638305,Time
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,15990808,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,101879488,PeakMemory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,69667192,AverageMemory
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,288603,Time
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,11294384,Memory
2,StatisticBasedCase,BasicXform,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,235961268,Time
2,StatisticBasedCase,BasicXform,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,23955648,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,62765020,Time
3,StatisticBasedCase,BasicXform,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,21613088,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,54734748,AverageMemory
3,StatisticBasedCase,BasicXform,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,76209600,PeakMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,101579408,Time
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,26314328,Memory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,53825940,AverageMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,64563368,PeakMemory
5,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,2501849,Time
5,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,26755312,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,18361,Time
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,26756152,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,48230912,AverageMemory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,69705768,PeakMemory
7,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1625698,Time
7,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,26797760,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,17849,Time
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,26798600,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,48273360,AverageMemory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,48273360,PeakMemory
9,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1400651,Time
9,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,26842576,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,15933,Time
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,26843616,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,48318176,AverageMemory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,48318176,PeakMemory
11,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,3494151,Time
11,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,26893928,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,29236,Time
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,26894792,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,48369552,PeakMemory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,37632272,AverageMemory
13,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1682332,Time
13,StatisticBasedCase,BasicXform,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,26953088,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,25734,Time
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,26953928,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,37691408,AverageMemory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,48428688,PeakMemory
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,392872,Time
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,11914456,Memory
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,51180740503,Time
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1685026840,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,2649317249,Time
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,238895728,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1204104216,PeakMemory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,637107451,AverageMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1530065905,Time
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,275483192,Memory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1400594472,PeakMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,875956642,AverageMemory
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,977752,Time
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,275483584,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1147838282,Time
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,275491992,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1474322936,PeakMemory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,1024758464,AverageMemory
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,489371,Time
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,275492160,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,1109642625,Time
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,275499496,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,1498485920,PeakMemory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,1053761197,AverageMemory
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,345668,Time
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,275499696,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,1106381752,Time
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,275507088,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,1490511352,PeakMemory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,1048689189,AverageMemory
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,407284,Time
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,275507280,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,1097961979,Time
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,275514984,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,1485246504,PeakMemory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,1,1057561210,AverageMemory
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,410463,Time
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,275515176,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,1096157562,Time
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,1,275522544,Memory
