Size,MetricName,Sequence,Iteration,Tool,Scenario,PhaseName,RunIndex,MetricValue,CaseName
16,Memory,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,1,30683656,StatisticBasedCase
16,Time,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,1,1260274467,StatisticBasedCase
16,Memory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,1,30690720,StatisticBasedCase
16,PeakMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,1,1363586056,StatisticBasedCase
16,AverageMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,1,835979536,StatisticBasedCase
16,Time,1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,EMFResourceInitialization,2,235863,StatisticBasedCase
16,Memory,1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,EMFResourceInitialization,2,11103240,StatisticBasedCase
16,Time,2,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Generation,2,2964011351,StatisticBasedCase
16,Memory,2,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Generation,2,203230480,StatisticBasedCase
16,Time,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,2,10947,StatisticBasedCase
16,Memory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,2,13785016,StatisticBasedCase
16,AverageMemory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,2,63381028,StatisticBasedCase
16,PeakMemory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,2,63380736,StatisticBasedCase
16,Time,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,2,35552648979,StatisticBasedCase
16,Memory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,2,17682336,StatisticBasedCase
16,AverageMemory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,2,814264288,StatisticBasedCase
16,PeakMemory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,2,2510719728,StatisticBasedCase
16,Time,5,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,275322,StatisticBasedCase
16,Memory,5,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,17682744,StatisticBasedCase
16,Time,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,36514750152,StatisticBasedCase
16,Memory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,18725888,StatisticBasedCase
16,AverageMemory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,1064991032,StatisticBasedCase
16,PeakMemory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,2405729208,StatisticBasedCase
16,Time,7,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,235759,StatisticBasedCase
16,Memory,7,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,18726264,StatisticBasedCase
16,Time,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,36409376114,StatisticBasedCase
16,Memory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,19672824,StatisticBasedCase
16,AverageMemory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,984304129,StatisticBasedCase
16,PeakMemory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,2402357192,StatisticBasedCase
16,Time,9,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,229927,StatisticBasedCase
16,Memory,9,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,19673200,StatisticBasedCase
16,Time,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,36819933445,StatisticBasedCase
16,Memory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,20818120,StatisticBasedCase
16,PeakMemory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,2390467312,StatisticBasedCase
16,AverageMemory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,1045371206,StatisticBasedCase
16,Time,11,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,240067,StatisticBasedCase
16,Memory,11,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,20818520,StatisticBasedCase
16,Time,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,36265449530,StatisticBasedCase
16,Memory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,21768736,StatisticBasedCase
16,PeakMemory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,2385747136,StatisticBasedCase
16,AverageMemory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,901386551,StatisticBasedCase
16,Time,13,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,246617,StatisticBasedCase
16,Memory,13,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,2,21769136,StatisticBasedCase
16,Time,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,36372066897,StatisticBasedCase
16,Memory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,22720640,StatisticBasedCase
16,PeakMemory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,2380144128,StatisticBasedCase
16,AverageMemory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,2,861778580,StatisticBasedCase
1,Time,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,2,337048,StatisticBasedCase
1,Memory,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,2,11071432,StatisticBasedCase
1,Time,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,2,97697877,StatisticBasedCase
1,Memory,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,2,13335504,StatisticBasedCase
1,Time,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,103010644,StatisticBasedCase
1,Memory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,13547400,StatisticBasedCase
1,AverageMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,32668832,StatisticBasedCase
1,PeakMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,32668832,StatisticBasedCase
1,Time,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,75249341,StatisticBasedCase
1,Memory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,13974408,StatisticBasedCase
1,AverageMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,35033264,StatisticBasedCase
1,PeakMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,56518608,StatisticBasedCase
1,Time,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,146181,StatisticBasedCase
1,Memory,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,13975176,StatisticBasedCase
1,Time,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,89860828,StatisticBasedCase
1,Memory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,13985144,StatisticBasedCase
1,PeakMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,35461056,StatisticBasedCase
1,AverageMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,35461056,StatisticBasedCase
1,Time,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,166975,StatisticBasedCase
1,Memory,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,13985912,StatisticBasedCase
1,Time,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,80026084,StatisticBasedCase
1,Memory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,13994496,StatisticBasedCase
1,PeakMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,56957136,StatisticBasedCase
1,AverageMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,46214464,StatisticBasedCase
1,Time,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,282975,StatisticBasedCase
1,Memory,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,13995304,StatisticBasedCase
1,Time,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,66858399,StatisticBasedCase
1,Memory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,14003992,StatisticBasedCase
1,AverageMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,46223864,StatisticBasedCase
1,PeakMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,78451888,StatisticBasedCase
1,Time,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,124975,StatisticBasedCase
1,Memory,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,14004784,StatisticBasedCase
1,Time,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,44742688,StatisticBasedCase
1,Memory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,14012416,StatisticBasedCase
1,AverageMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,46233364,StatisticBasedCase
1,PeakMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,56976040,StatisticBasedCase
1,Time,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,133303,StatisticBasedCase
1,Memory,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,14013184,StatisticBasedCase
1,Time,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,40939150,StatisticBasedCase
1,Memory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,14021992,StatisticBasedCase
1,PeakMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,56984416,StatisticBasedCase
1,AverageMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,46241740,StatisticBasedCase
16,Time,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,1,378242,StatisticBasedCase
16,Memory,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,1,11317872,StatisticBasedCase
16,Time,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,1,3241435442,StatisticBasedCase
16,Memory,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,1,208983032,StatisticBasedCase
16,Time,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,1,317940153,StatisticBasedCase
16,Memory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,1,105720448,StatisticBasedCase
16,AverageMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,1,174613596,StatisticBasedCase
16,PeakMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,1,292468456,StatisticBasedCase
16,Time,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,1,308223608,StatisticBasedCase
16,Memory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,1,127484696,StatisticBasedCase
16,AverageMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,1,234103740,StatisticBasedCase
16,PeakMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,1,319727552,StatisticBasedCase
16,Time,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,3821926,StatisticBasedCase
16,Memory,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,129423320,StatisticBasedCase
16,Time,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,21541,StatisticBasedCase
16,Memory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,129423888,StatisticBasedCase
16,PeakMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172182800,StatisticBasedCase
16,AverageMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,150803444,StatisticBasedCase
16,Time,7,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1286666,StatisticBasedCase
16,Memory,7,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,129467944,StatisticBasedCase
16,Time,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,10711,StatisticBasedCase
16,Memory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172439488,StatisticBasedCase
16,AverageMemory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,150848068,StatisticBasedCase
16,PeakMemory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172227424,StatisticBasedCase
16,Time,9,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1170852,StatisticBasedCase
16,Memory,9,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,129513176,StatisticBasedCase
16,Time,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,10827,StatisticBasedCase
16,Memory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,129513744,StatisticBasedCase
16,AverageMemory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,150893300,StatisticBasedCase
16,PeakMemory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172272656,StatisticBasedCase
16,Time,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1272743,StatisticBasedCase
16,Memory,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,129558480,StatisticBasedCase
16,Time,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,10876,StatisticBasedCase
16,Memory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,129559272,StatisticBasedCase
16,AverageMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,150938628,StatisticBasedCase
16,PeakMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172317984,StatisticBasedCase
16,Time,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1254345,StatisticBasedCase
16,Memory,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,129603544,StatisticBasedCase
16,Time,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,10945,StatisticBasedCase
16,Memory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,129604312,StatisticBasedCase
16,PeakMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,172363024,StatisticBasedCase
16,AverageMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,150983668,StatisticBasedCase
8,Time,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,2,743395,StatisticBasedCase
8,Memory,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,2,11217848,StatisticBasedCase
8,Time,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,2,882887560,StatisticBasedCase
8,Memory,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,2,61809344,StatisticBasedCase
8,Time,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,2,169777919,StatisticBasedCase
8,Memory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,2,40254256,StatisticBasedCase
8,PeakMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,2,119722200,StatisticBasedCase
8,AverageMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,2,76751488,StatisticBasedCase
8,Time,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,2,188267719,StatisticBasedCase
8,Memory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,2,50323824,StatisticBasedCase
8,PeakMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,2,126196160,StatisticBasedCase
8,AverageMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,2,93968144,StatisticBasedCase
8,Time,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,2,2496666,StatisticBasedCase
8,Memory,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,2,51237152,StatisticBasedCase
8,Time,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,2,12696,StatisticBasedCase
8,Memory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,2,51237712,StatisticBasedCase
8,AverageMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,2,61980472,StatisticBasedCase
8,PeakMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,2,72723032,StatisticBasedCase
