Size,MetricName,Sequence,Iteration,Tool,Scenario,PhaseName,RunIndex,MetricValue,CaseName
32,AverageMemory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,604133184,StatisticBasedCase
32,Time,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1304028,StatisticBasedCase
32,Memory,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,569298168,StatisticBasedCase
32,Time,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,10807,StatisticBasedCase
32,Memory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,569298760,StatisticBasedCase
32,AverageMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,598150424,StatisticBasedCase
32,PeakMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,634866208,StatisticBasedCase
32,Time,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,1376189,StatisticBasedCase
32,Memory,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,1,569344304,StatisticBasedCase
32,Time,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,11061,StatisticBasedCase
32,Memory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,569344872,StatisticBasedCase
32,AverageMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,603963704,StatisticBasedCase
32,PeakMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,1,634912320,StatisticBasedCase
1,Time,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,3,573791,StatisticBasedCase
1,Memory,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,3,11071248,StatisticBasedCase
1,Time,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,3,94258945,StatisticBasedCase
1,Memory,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,3,13335496,StatisticBasedCase
1,Time,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,3,94910018,StatisticBasedCase
1,Memory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,3,13548840,StatisticBasedCase
1,AverageMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,3,32669312,StatisticBasedCase
1,PeakMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,3,32669312,StatisticBasedCase
1,Time,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,3,74236349,StatisticBasedCase
1,Memory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,3,13977536,StatisticBasedCase
1,PeakMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,3,35034696,StatisticBasedCase
1,AverageMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,3,35034696,StatisticBasedCase
1,Time,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,158100,StatisticBasedCase
1,Memory,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,13978304,StatisticBasedCase
1,Time,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,68345644,StatisticBasedCase
1,Memory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,13988376,StatisticBasedCase
1,PeakMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,35464184,StatisticBasedCase
1,AverageMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,35464184,StatisticBasedCase
1,Time,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,109888,StatisticBasedCase
1,Memory,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,13989184,StatisticBasedCase
1,Time,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,63412529,StatisticBasedCase
1,Memory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,13998128,StatisticBasedCase
1,PeakMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,56960408,StatisticBasedCase
1,AverageMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,46217736,StatisticBasedCase
1,Time,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,106265,StatisticBasedCase
1,Memory,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,13998896,StatisticBasedCase
1,Time,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,57127649,StatisticBasedCase
1,Memory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,14007624,StatisticBasedCase
1,AverageMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,46227456,StatisticBasedCase
1,PeakMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,56970136,StatisticBasedCase
1,Time,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,165163,StatisticBasedCase
1,Memory,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,14008480,StatisticBasedCase
1,Time,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,46720356,StatisticBasedCase
1,Memory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,14016384,StatisticBasedCase
1,PeakMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,56979720,StatisticBasedCase
1,AverageMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,46237052,StatisticBasedCase
1,Time,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,137603,StatisticBasedCase
1,Memory,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,3,14017152,StatisticBasedCase
1,Time,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,54990786,StatisticBasedCase
1,Memory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,14024336,StatisticBasedCase
1,AverageMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,46245708,StatisticBasedCase
1,PeakMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,3,56988384,StatisticBasedCase
32,Time,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,3,262188,StatisticBasedCase
32,Memory,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,EMFResourceInitialization,3,11498200,StatisticBasedCase
32,Time,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,3,13118486530,StatisticBasedCase
32,Memory,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Generation,3,792983456,StatisticBasedCase
32,Time,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,3,1322182198,StatisticBasedCase
32,Memory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,3,368351200,StatisticBasedCase
32,AverageMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,3,614582962,StatisticBasedCase
32,PeakMemory,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Initialization,3,971747160,StatisticBasedCase
32,Time,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,3,612010883,StatisticBasedCase
32,Memory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,3,417391664,StatisticBasedCase
32,AverageMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,3,574824404,StatisticBasedCase
32,PeakMemory,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation1,3,722305048,StatisticBasedCase
32,Time,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,7074151,StatisticBasedCase
32,Memory,5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,421737808,StatisticBasedCase
32,Time,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,10166,StatisticBasedCase
32,Memory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,421738376,StatisticBasedCase
32,PeakMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487131360,StatisticBasedCase
32,AverageMemory,6,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,459415704,StatisticBasedCase
32,Time,7,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,1195096,StatisticBasedCase
32,Memory,7,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,421785792,StatisticBasedCase
32,Time,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,11123,StatisticBasedCase
32,Memory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487479976,StatisticBasedCase
32,PeakMemory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487525616,StatisticBasedCase
32,AverageMemory,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,454656088,StatisticBasedCase
32,Time,9,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,1268613,StatisticBasedCase
32,Memory,9,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,421834512,StatisticBasedCase
32,Time,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,10160,StatisticBasedCase
32,Memory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487528696,StatisticBasedCase
32,AverageMemory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,458374824,StatisticBasedCase
32,PeakMemory,10,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487574336,StatisticBasedCase
32,Time,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,1282458,StatisticBasedCase
32,Memory,11,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,421883248,StatisticBasedCase
32,Time,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,10605,StatisticBasedCase
32,Memory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,421883840,StatisticBasedCase
32,AverageMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,450559264,StatisticBasedCase
32,PeakMemory,12,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487623096,StatisticBasedCase
32,Time,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,1990439,StatisticBasedCase
32,Memory,13,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,Modification,3,421931720,StatisticBasedCase
32,Time,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,9976,StatisticBasedCase
32,Memory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487625904,StatisticBasedCase
32,PeakMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,487671544,StatisticBasedCase
32,AverageMemory,14,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,M2MTransformation2,3,455064160,StatisticBasedCase
1,Time,1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,EMFResourceInitialization,1,767911,StatisticBasedCase
1,Memory,1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,EMFResourceInitialization,1,10923136,StatisticBasedCase
1,Time,2,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Generation,1,157227021,StatisticBasedCase
1,Memory,2,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Generation,1,13115536,StatisticBasedCase
1,Time,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,1,20148,StatisticBasedCase
1,Memory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,1,11035480,StatisticBasedCase
1,AverageMemory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,1,32520432,StatisticBasedCase
1,PeakMemory,3,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Initialization,1,32520432,StatisticBasedCase
1,Time,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,1,179050548,StatisticBasedCase
1,Memory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,1,11228208,StatisticBasedCase
1,PeakMemory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,1,333318496,StatisticBasedCase
1,AverageMemory,4,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation1,1,182919916,StatisticBasedCase
1,Time,5,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,70573,StatisticBasedCase
1,Memory,5,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,11228584,StatisticBasedCase
1,Time,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,136381183,StatisticBasedCase
1,Memory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,11288904,StatisticBasedCase
1,AverageMemory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,183113424,StatisticBasedCase
1,PeakMemory,6,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,333512384,StatisticBasedCase
1,Time,7,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,102637,StatisticBasedCase
1,Memory,7,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,11289280,StatisticBasedCase
1,Time,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,119372433,StatisticBasedCase
1,Memory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,11353824,StatisticBasedCase
1,AverageMemory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,183174024,StatisticBasedCase
1,PeakMemory,8,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,333572888,StatisticBasedCase
1,Time,9,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,53005,StatisticBasedCase
1,Memory,9,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,11354200,StatisticBasedCase
1,Time,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,120868792,StatisticBasedCase
1,Memory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,11414296,StatisticBasedCase
1,AverageMemory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,183238604,StatisticBasedCase
1,PeakMemory,10,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,333637128,StatisticBasedCase
1,Time,11,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,71693,StatisticBasedCase
1,Memory,11,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,11414696,StatisticBasedCase
1,Time,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,121513985,StatisticBasedCase
1,Memory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,11491320,StatisticBasedCase
1,PeakMemory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,333696824,StatisticBasedCase
1,AverageMemory,12,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,183298712,StatisticBasedCase
1,Time,13,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,65568,StatisticBasedCase
1,Memory,13,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,Modification,1,11491696,StatisticBasedCase
1,Time,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,122794792,StatisticBasedCase
1,Memory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,11555288,StatisticBasedCase
1,PeakMemory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,355260016,StatisticBasedCase
1,AverageMemory,14,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,M2MTransformation2,1,194118796,StatisticBasedCase
64,Time,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,2,887504,StatisticBasedCase
64,Memory,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,EMFResourceInitialization,2,11796632,StatisticBasedCase
64,Time,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,2,97771900756,StatisticBasedCase
64,Memory,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Generation,2,3446109096,StatisticBasedCase
64,Time,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,2607743648,StatisticBasedCase
64,Memory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,238769944,StatisticBasedCase
64,PeakMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,1189751952,StatisticBasedCase
64,AverageMemory,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Initialization,2,625586001,StatisticBasedCase
64,Time,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,18203327579,StatisticBasedCase
64,Memory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,288478080,StatisticBasedCase
64,AverageMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,1039820441,StatisticBasedCase
64,PeakMemory,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation1,2,2059265136,StatisticBasedCase
64,Time,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,1111745,StatisticBasedCase
64,Memory,5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,288479096,StatisticBasedCase
64,Time,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,18226621690,StatisticBasedCase
64,Memory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,288566816,StatisticBasedCase
64,AverageMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,1297878326,StatisticBasedCase
64,PeakMemory,6,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,2328786176,StatisticBasedCase
64,Time,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,924310,StatisticBasedCase
64,Memory,7,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,288567584,StatisticBasedCase
64,Time,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,18283850426,StatisticBasedCase
64,Memory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,288574712,StatisticBasedCase
64,AverageMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,1349909689,StatisticBasedCase
64,PeakMemory,8,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,2515156616,StatisticBasedCase
64,Time,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,1023320,StatisticBasedCase
64,Memory,9,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,288575512,StatisticBasedCase
64,Time,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,18068842262,StatisticBasedCase
64,Memory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,288582584,StatisticBasedCase
64,AverageMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,1311876806,StatisticBasedCase
64,PeakMemory,10,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,2733235552,StatisticBasedCase
64,Time,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,918826,StatisticBasedCase
64,Memory,11,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,288583408,StatisticBasedCase
64,Time,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,18220031890,StatisticBasedCase
64,Memory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,288590792,StatisticBasedCase
64,AverageMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,1592039029,StatisticBasedCase
64,PeakMemory,12,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,2896854096,StatisticBasedCase
64,Time,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,846047,StatisticBasedCase
64,Memory,13,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,Modification,2,288591616,StatisticBasedCase
64,Time,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,18216483091,StatisticBasedCase
64,Memory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,288598760,StatisticBasedCase
64,PeakMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,3057327176,StatisticBasedCase
64,AverageMemory,14,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,M2MTransformation2,2,1695065495,StatisticBasedCase
2,Time,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,EMFResourceInitialization,1,550603,StatisticBasedCase
2,Memory,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,EMFResourceInitialization,1,11053560,StatisticBasedCase
2,Time,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,Generation,1,89000000,StatisticBasedCase
2,Memory,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,Generation,1,14979504,StatisticBasedCase
2,Time,3,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,Initialization,1,42049580,StatisticBasedCase
2,Memory,3,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,Initialization,1,14316304,StatisticBasedCase
2,PeakMemory,3,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,Initialization,1,32772536,StatisticBasedCase
