Iteration,Tool,Size,Scenario,RunIndex,PhaseName,Sequence,MetricValue,CaseName,MetricName
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128,BasicXform,2,M2MTransformation2,14,2089686416,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,EMFResourceInitialization,1,425587,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,EMFResourceInitialization,1,11089936,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Generation,2,935341270,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Generation,2,81593888,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Initialization,3,213204530,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Initialization,3,87813376,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Initialization,3,104063888,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Initialization,3,168782704,LowSynchCase,PeakMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation1,4,484514501,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation1,4,144234536,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation1,4,270430016,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation1,4,431561920,LowSynchCase,PeakMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,5,250702,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,5,144243696,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,6,524472895,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,6,144437416,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,6,348344292,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,6,530960144,LowSynchCase,PeakMemory
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,7,135665,LowSynchCase,Time
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,7,144446416,LowSynchCase,Memory
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,8,421713516,LowSynchCase,Time
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,8,144467856,LowSynchCase,Memory
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,8,348547084,LowSynchCase,AverageMemory
2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,8,531163008,LowSynchCase,PeakMemory
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,9,102872,LowSynchCase,Time
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,9,144477088,LowSynchCase,Memory
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,10,417731817,LowSynchCase,Time
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,10,144498704,LowSynchCase,Memory
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,10,348577792,LowSynchCase,AverageMemory
3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,10,531193752,LowSynchCase,PeakMemory
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,11,110816,LowSynchCase,Time
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,11,144508024,LowSynchCase,Memory
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,12,416809156,LowSynchCase,Time
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,12,144529896,LowSynchCase,Memory
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,12,531224512,LowSynchCase,PeakMemory
4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,12,348608652,LowSynchCase,AverageMemory
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,13,102994,LowSynchCase,Time
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,Modification,13,144539376,LowSynchCase,Memory
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,14,413706837,LowSynchCase,Time
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,14,144560744,LowSynchCase,Memory
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,14,348640168,LowSynchCase,AverageMemory
5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,BasicXform,1,M2MTransformation2,14,531256216,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,EMFResourceInitialization,1,816724,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,EMFResourceInitialization,1,10968240,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Generation,2,1200306111,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Generation,2,81189632,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Initialization,3,16358,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Initialization,3,17745752,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Initialization,3,28306968,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Initialization,3,38868184,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation1,4,33888842384,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation1,4,28242064,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation1,4,647848492,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation1,4,2503072112,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,5,43057,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,5,28242448,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,6,35715131090,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,6,29918312,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,6,562638029,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,6,2372175080,LowSynchCase,PeakMemory
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,7,30516,LowSynchCase,Time
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,7,29918696,LowSynchCase,Memory
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,8,34409497424,LowSynchCase,Time
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,8,31565320,LowSynchCase,Memory
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,8,513581188,LowSynchCase,AverageMemory
2,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,8,2314565744,LowSynchCase,PeakMemory
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,9,31020,LowSynchCase,Time
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,9,31565704,LowSynchCase,Memory
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,10,34208590872,LowSynchCase,Time
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,10,33263040,LowSynchCase,Memory
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,10,560640610,LowSynchCase,AverageMemory
3,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,10,2299036080,LowSynchCase,PeakMemory
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,11,29560,LowSynchCase,Time
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,11,33263448,LowSynchCase,Memory
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,12,35621393726,LowSynchCase,Time
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,12,34913424,LowSynchCase,Memory
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,12,2263925240,LowSynchCase,PeakMemory
4,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,12,607908266,LowSynchCase,AverageMemory
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,13,29028,LowSynchCase,Time
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,Modification,13,34913808,LowSynchCase,Memory
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,14,33575802878,LowSynchCase,Time
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,14,36565656,LowSynchCase,Memory
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,14,445938986,LowSynchCase,AverageMemory
5,BATCH_OPTIMIZED-TEMPLATE,16,BasicXform,2,M2MTransformation2,14,2234685448,LowSynchCase,PeakMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,EMFResourceInitialization,1,208880,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,EMFResourceInitialization,1,11211984,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Generation,2,73054696128,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Generation,2,4782563520,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Initialization,3,10515143778,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Initialization,3,1295310424,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Initialization,3,2348294280,LowSynchCase,PeakMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Initialization,3,1251589487,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation1,4,44017745684,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation1,4,2735412344,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation1,4,2545041505,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation1,4,5205589752,LowSynchCase,PeakMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,5,102186,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,5,2735413376,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,6,45920389051,LowSynchCase,Time
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,6,2747185256,LowSynchCase,Memory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,6,4223364883,LowSynchCase,AverageMemory
1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,6,7310941144,LowSynchCase,PeakMemory
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,7,42945,LowSynchCase,Time
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,7,2747186120,LowSynchCase,Memory
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,8,47885315132,LowSynchCase,Time
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,8,2747196416,LowSynchCase,Memory
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,8,6488129312,LowSynchCase,PeakMemory
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,8,4054823941,LowSynchCase,AverageMemory
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,9,61908,LowSynchCase,Time
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,9,2747197256,LowSynchCase,Memory
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,10,47868593360,LowSynchCase,Time
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,10,2747207656,LowSynchCase,Memory
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,10,6574402224,LowSynchCase,PeakMemory
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,10,3966968136,LowSynchCase,AverageMemory
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,11,43529,LowSynchCase,Time
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,11,2747208432,LowSynchCase,Memory
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,12,48391203714,LowSynchCase,Time
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,12,2747219224,LowSynchCase,Memory
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,12,6530318744,LowSynchCase,PeakMemory
4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,12,3914116482,LowSynchCase,AverageMemory
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,13,43264,LowSynchCase,Time
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,Modification,13,2747220056,LowSynchCase,Memory
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,14,46635948439,LowSynchCase,Time
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,14,2747230336,LowSynchCase,Memory
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,14,7062455216,LowSynchCase,PeakMemory
5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1024,BasicXform,3,M2MTransformation2,14,4194911182,LowSynchCase,AverageMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,EMFResourceInitialization,1,288049,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,EMFResourceInitialization,1,11173872,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Generation,2,605428126,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Generation,2,49839464,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Initialization,3,308930298,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Initialization,3,78239088,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Initialization,3,143900264,LowSynchCase,PeakMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Initialization,3,90186876,LowSynchCase,AverageMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation1,4,686726102,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation1,4,124112384,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation1,4,358596848,LowSynchCase,PeakMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation1,4,229160448,LowSynchCase,AverageMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,5,8591630,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,5,127770312,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,6,25280,LowSynchCase,Time
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,6,127770880,LowSynchCase,Memory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,6,149256200,LowSynchCase,AverageMemory
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,6,149256200,LowSynchCase,PeakMemory
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,7,1426028,LowSynchCase,Time
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,7,127822440,LowSynchCase,Memory
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,8,12471,LowSynchCase,Time
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,8,127822016,LowSynchCase,Memory
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,8,138564776,LowSynchCase,AverageMemory
2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,8,149307336,LowSynchCase,PeakMemory
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,9,1158681,LowSynchCase,Time
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,9,127872888,LowSynchCase,Memory
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,10,12547,LowSynchCase,Time
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,10,127873456,LowSynchCase,Memory
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,10,138616216,LowSynchCase,AverageMemory
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,10,149358776,LowSynchCase,PeakMemory
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,11,1157642,LowSynchCase,Time
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,11,127924680,LowSynchCase,Memory
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,12,11436,LowSynchCase,Time
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,12,127925272,LowSynchCase,Memory
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,12,138668032,LowSynchCase,AverageMemory
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,12,149410592,LowSynchCase,PeakMemory
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,13,1195752,LowSynchCase,Time
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,Modification,13,127976368,LowSynchCase,Memory
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,14,16758,LowSynchCase,Time
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,14,127977136,LowSynchCase,Memory
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,14,149462256,LowSynchCase,PeakMemory
5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,3,M2MTransformation2,14,138719696,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,EMFResourceInitialization,1,876459,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,EMFResourceInitialization,1,10965472,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Generation,2,764124811,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Generation,2,49261848,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Initialization,3,15585,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Initialization,3,14781256,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Initialization,3,25523832,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Initialization,3,36266208,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation1,4,12153772916,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation1,4,21071792,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation1,4,1436827032,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation1,4,465456602,LowSynchCase,AverageMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,5,55080,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,5,21072216,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,6,10795466671,LowSynchCase,Time
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,6,22069816,LowSynchCase,Memory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,6,1456941984,LowSynchCase,PeakMemory
1,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,6,503671833,LowSynchCase,AverageMemory
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,7,28034,LowSynchCase,Time
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,7,22070200,LowSynchCase,Memory
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,8,10601109566,LowSynchCase,Time
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,8,23075328,LowSynchCase,Memory
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,8,1458472448,LowSynchCase,PeakMemory
2,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,8,374013608,LowSynchCase,AverageMemory
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,9,35651,LowSynchCase,Time
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,9,23075712,LowSynchCase,Memory
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,10,10188914367,LowSynchCase,Time
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,10,24057728,LowSynchCase,Memory
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,10,1459981632,LowSynchCase,PeakMemory
3,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,10,513607210,LowSynchCase,AverageMemory
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,11,27670,LowSynchCase,Time
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,11,24058136,LowSynchCase,Memory
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,12,11857580016,LowSynchCase,Time
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,12,25041816,LowSynchCase,Memory
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,12,1460980464,LowSynchCase,PeakMemory
4,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,M2MTransformation2,12,478861853,LowSynchCase,AverageMemory
5,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,13,29156,LowSynchCase,Time
5,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,1,Modification,13,25042200,LowSynchCase,Memory
