Sequence,Iteration,Scenario,Tool,RunIndex,CaseName,PhaseName,MetricName,Size,MetricValue
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,1,9634496
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,1,80447587
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,1,9692472
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,1,224386272
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,1,127748224
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,1,117134
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,1,9692584
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,1,81049306
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,1,9764648
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,1,224444344
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,1,127806316
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,1,119365
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,1,9764736
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,1,82077227
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,1,9828592
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,1,127878396
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,1,224516376
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,32,588500
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,32,9719352
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,Time,32,14144315895
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,Memory,32,385585728
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,Time,32,1830814932
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,32,187357720
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,32,737169952
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,32,407031946
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,32,284131719
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,32,203054256
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,32,376985760
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,32,313776620
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,760298
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,203061488
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,309077706
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,203465264
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,392689736
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,329480584
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,516875
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,203484656
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,292342238
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,203499232
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,329903740
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,393112880
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,436407
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,203504576
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,289162959
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,204029864
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,329923704
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,393132888
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,423649
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,204035504
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,276307082
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,204309992
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,458088368
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,330454656
13,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,467382
13,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,204315840
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,281747799
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,204324240
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,393944136
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,330734960
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,4,195398
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,4,9480400
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Generation,Time,4,316148248
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Generation,Memory,4,16069984
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,Time,4,67211976
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,4,13403592
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,4,74401952
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,4,52927100
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,4,102861751
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,4,15560080
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,4,56353880
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,4,45616452
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,280569
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15560760
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,98662150
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15569344
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,47773804
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58511216
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,166269
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15569728
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,93504813
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15578272
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58520240
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,47782800
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,161718
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15578640
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,92925991
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15587720
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58529128
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,47791700
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,238271
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15588128
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,89114741
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15605960
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58538640
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,47801212
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,131016
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15606352
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,78853759
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15617400
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,80031760
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,58556872
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,EMFResourceInitialization,Time,32,468339
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,EMFResourceInitialization,Memory,32,9571568
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Generation,Time,32,14171525181
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Generation,Memory,32,385495880
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Initialization,Time,32,13833
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Initialization,Memory,32,17445328
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Initialization,PeakMemory,32,80347320
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Initialization,AverageMemory,32,48896324
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,Time,32,127473583989
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,Memory,32,26190264
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,PeakMemory,32,3336151856
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,AverageMemory,32,1001806683
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,32,468675
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,32,26190384
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,32,130817775550
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,32,28280456
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,32,1029688298
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,32,2751857880
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,32,345126
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,32,28280544
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,32,131126423874
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,32,30175288
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,32,1016842190
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,32,2729281752
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,32,292026
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,32,30175376
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,32,130792702129
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,32,32465016
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,32,2708992824
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,32,1011448802
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,32,297428
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,32,32465128
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,32,131028471554
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,32,34363168
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,32,2690540408
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,32,1098545111
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,32,297508
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,32,34363280
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,32,131423111234
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,32,36262560
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,32,1036686692
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,32,2673990152
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,4,754718
1,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,4,9401520
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,Time,4,299106712
2,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,Memory,4,16051248
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,Time,4,54608502
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,4,13636896
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,4,52842696
3,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,4,42105272
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,4,42987510
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,4,15124584
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,4,35112328
4,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,4,35112328
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,257113
5,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15129248
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,45673572
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15190752
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36604880
6,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58079736
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,258883
7,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15193544
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,44101247
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15199896
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36669176
8,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,58144032
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,289861
9,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15204736
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,38377675
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15215088
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,36680368
10,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36680368
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,359861
11,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15219888
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,37891122
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15349664
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36695544
12,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,36695544
13,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Time,4,270216
13,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Modification,Memory,4,15354480
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,4,35691233
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,4,15363512
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,4,36830112
14,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,4,36830112
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,32,481307
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,32,9854760
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Generation,Time,32,14458580679
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Generation,Memory,32,394478720
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,Time,32,2091141424
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,32,203432840
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,32,806826072
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,32,516200226
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,32,620988300
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,32,225666072
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,32,360684148
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,32,455035144
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,32,7668386
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,32,226441976
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,32,43705
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,32,226442856
