Size,CaseName,Iteration,Scenario,Tool,MetricName,PhaseName,Sequence,MetricValue,RunIndex
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,14,484189112,2
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,14,1865598976,2
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,14,1161339714,2
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,1,1179512,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,1,13447024,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,2,4210596446,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,2,311042088,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,3,751460089,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,3,270841496,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,3,574963968,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,3,329276784,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,4,1386855929,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,4,501254640,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,4,1529762448,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,4,982017549,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,5,127514,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,5,501260216,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,6,1903750031,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,6,501282784,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,6,1145295602,1
64,LowSynchCase,1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,6,1887335632,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,7,185038,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,7,501301824,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,8,1742821787,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,8,501647080,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,8,1911779016,1
64,LowSynchCase,2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,8,1234921997,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,9,181214,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,9,501623240,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,10,1728485841,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,10,501645504,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,10,1192699717,1
64,LowSynchCase,3,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,10,1883775552,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,11,152585,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,11,501651496,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,12,1727163797,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,12,501673984,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,12,1881169248,1
64,LowSynchCase,4,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,12,1204935320,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,13,136411,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,13,501680176,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,14,1859557724,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,14,501702240,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,14,1879457072,1
64,LowSynchCase,5,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,14,1150046141,1
