Tool,MetricName,CaseName,RunIndex,PhaseName,Sequence,MetricValue,Size,Scenario,Iteration
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,StatisticBasedCase,2,Modification,11,15860616,8,BasicXform,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,12,148038608,8,BasicXform,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,12,15872032,8,BasicXform,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,12,91023536,8,BasicXform,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,12,144710800,8,BasicXform,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,StatisticBasedCase,2,Modification,13,267099,8,BasicXform,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,StatisticBasedCase,2,Modification,13,15870800,8,BasicXform,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,14,131254791,8,BasicXform,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,14,15878768,8,BasicXform,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,14,91033664,8,BasicXform,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,14,166195752,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,EMFResourceInitialization,1,213763,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,EMFResourceInitialization,1,9559680,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Generation,2,773442185,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Generation,2,32863096,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Initialization,3,110409348,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Initialization,3,21408112,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,Initialization,3,96557248,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,Initialization,3,64344976,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation1,4,74116613,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation1,4,25021864,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation1,4,64358400,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation1,4,53620976,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,5,294671,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,5,25025976,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,6,78092173,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,6,25134032,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,6,57239020,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,6,67976432,8,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,7,223082,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,7,25139512,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,8,73532468,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,8,25154360,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,8,68089992,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,8,57352568,8,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,9,259522,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,9,25156224,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,10,78518716,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,10,25164952,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,10,57369308,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,10,68106760,8,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,11,315349,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,11,25166952,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,12,68655367,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,12,25370800,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,12,57380032,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,12,68117456,8,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,13,315700,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,13,25373104,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,14,72281993,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,14,25380952,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,14,68323776,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,14,57586256,8,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,EMFResourceInitialization,1,192837,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,EMFResourceInitialization,1,9494608,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Generation,2,90865130,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Generation,2,11949904,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Initialization,3,36761084,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Initialization,3,11660184,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,Initialization,3,52686168,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,Initialization,3,41948744,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation1,4,18574076,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation1,4,12503664,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation1,4,33135616,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation1,4,33135616,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,5,213705,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,5,12507376,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,6,21228407,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,6,12539888,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,6,33983008,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,6,33983008,2,BasicXform,1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,7,209961,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,7,12542776,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,8,21502049,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,8,12551800,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,8,34018408,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,8,55493264,2,BasicXform,2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,9,209772,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,9,12554608,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,10,22029615,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,10,12573296,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,10,34030240,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,10,34030240,2,BasicXform,3
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,11,247750,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,11,12576336,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,12,20906488,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,12,12631584,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,12,34051992,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,12,34051992,2,BasicXform,4
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,Modification,13,224134,2,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,Modification,13,12634712,2,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,14,21003160,2,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,14,12643584,2,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,14,34110344,2,BasicXform,5
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,14,34110344,2,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,EMFResourceInitialization,1,265653,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,EMFResourceInitialization,1,9386280,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Generation,2,296325778,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Generation,2,16108456,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Initialization,3,14432,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Initialization,3,9884608,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,Initialization,3,20621592,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,Initialization,3,31358688,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation1,4,2140771682,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation1,4,10707456,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation1,4,1084544128,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation1,4,260176984,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Modification,5,142354,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Modification,5,10707576,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,6,2410157682,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,6,10948208,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,6,1440556064,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,6,368428866,4,BasicXform,1
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Modification,7,137986,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Modification,7,10948296,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,8,2077902191,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,8,11202024,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,8,1441925216,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,8,834976483,4,BasicXform,2
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Modification,9,87580,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Modification,9,11202112,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,10,2082471428,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,10,11433120,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,10,1442817944,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,10,834308504,4,BasicXform,3
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Modification,11,106844,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Modification,11,11433232,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,12,2404588149,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,12,11723368,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,12,1443155664,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,12,692380260,4,BasicXform,4
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,Modification,13,146691,4,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,Modification,13,11723480,4,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,Time,StatisticBasedCase,2,M2MTransformation2,14,2104019284,4,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,Memory,StatisticBasedCase,2,M2MTransformation2,14,11957792,4,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,StatisticBasedCase,2,M2MTransformation2,14,1443363888,4,BasicXform,5
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,StatisticBasedCase,2,M2MTransformation2,14,827997417,4,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,EMFResourceInitialization,1,161573,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,9942176,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Generation,2,16173875638,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Generation,2,403912856,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Initialization,3,1873048522,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Initialization,3,205153184,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,Initialization,3,491934322,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,Initialization,3,958225472,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation1,4,594290233,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation1,4,229224384,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,365899664,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,494611896,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Modification,5,9012429,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Modification,5,230004016,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation2,6,52434,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation2,6,230004896,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,294250728,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,262127912,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Modification,7,2402749,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Modification,7,230039384,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation2,8,18195,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation2,8,230040264,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,294286096,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,294286096,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Modification,9,1317055,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Modification,9,230060400,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation2,10,23063,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation2,10,230061280,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,294307112,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,262184296,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Modification,11,1316209,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Modification,11,230082088,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation2,12,16116,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation2,12,230083792,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,294328824,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,294328824,32,BasicXform,4
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,Modification,13,1208584,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,Modification,13,230103560,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,1,M2MTransformation2,14,16629,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,1,M2MTransformation2,14,230104440,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,294350272,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,262227456,32,BasicXform,5
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,EMFResourceInitialization,1,581376,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,EMFResourceInitialization,1,9942832,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,Generation,2,15397142063,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,Generation,2,403914704,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,Initialization,3,1916996174,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,Initialization,3,205148560,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,3,Initialization,3,470547786,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,3,Initialization,3,914552144,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation1,4,765326926,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation1,4,229219104,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation1,4,381517724,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation1,4,493781320,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,Modification,5,8007295,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,Modification,5,229998736,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,6,48669,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,6,229999616,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,6,294104496,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,6,294104496,32,BasicXform,1
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,Modification,7,1574931,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,Modification,7,230034104,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,8,15760,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,8,230034984,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,StatisticBasedCase,3,M2MTransformation2,8,294139864,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,StatisticBasedCase,3,M2MTransformation2,8,294139864,32,BasicXform,2
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,Modification,9,1506662,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,Modification,9,230055120,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,StatisticBasedCase,3,M2MTransformation2,10,18389,32,BasicXform,3
INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,StatisticBasedCase,3,M2MTransformation2,10,230056000,32,BasicXform,3
