Tool,CaseName,Size,Sequence,MetricName,Iteration,Scenario,RunIndex,PhaseName,MetricValue
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,9,Memory,3,BasicXform,2,Modification,264740840
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,10,Time,3,BasicXform,2,M2MTransformation2,1280761762
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,10,Memory,3,BasicXform,2,M2MTransformation2,264748344
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,10,PeakMemory,3,BasicXform,2,M2MTransformation2,1638137000
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,10,AverageMemory,3,BasicXform,2,M2MTransformation2,1071912565
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,11,Time,4,BasicXform,2,Modification,534623
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,11,Memory,4,BasicXform,2,Modification,264748192
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,12,Time,4,BasicXform,2,M2MTransformation2,1420610668
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,12,Memory,4,BasicXform,2,M2MTransformation2,264755976
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,12,PeakMemory,4,BasicXform,2,M2MTransformation2,1633868656
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,12,AverageMemory,4,BasicXform,2,M2MTransformation2,1009357965
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,13,Time,5,BasicXform,2,Modification,537892
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,13,Memory,5,BasicXform,2,Modification,264755824
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,14,Time,5,BasicXform,2,M2MTransformation2,1262070607
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,14,Memory,5,BasicXform,2,M2MTransformation2,264763360
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,14,AverageMemory,5,BasicXform,2,M2MTransformation2,1079742690
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,64,14,PeakMemory,5,BasicXform,2,M2MTransformation2,1631056784
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,1,Time,1,BasicXform,1,EMFResourceInitialization,337303
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,1,Memory,1,BasicXform,1,EMFResourceInitialization,8888232
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,2,Time,1,BasicXform,1,Generation,93804541
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,2,Memory,1,BasicXform,1,Generation,12436072
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,3,Time,1,BasicXform,1,Initialization,39305156
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,3,Memory,1,BasicXform,1,Initialization,12121728
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,3,AverageMemory,1,BasicXform,1,Initialization,52081424
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,3,PeakMemory,1,BasicXform,1,Initialization,52081424
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,4,Time,1,BasicXform,1,M2MTransformation1,36582936
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,4,Memory,1,BasicXform,1,M2MTransformation1,13788336
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,4,AverageMemory,1,BasicXform,1,M2MTransformation1,33597160
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,4,PeakMemory,1,BasicXform,1,M2MTransformation1,33597160
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,5,Time,1,BasicXform,1,Modification,279199
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,5,Memory,1,BasicXform,1,Modification,13795032
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,6,Time,1,BasicXform,1,M2MTransformation2,32556443
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,6,Memory,1,BasicXform,1,M2MTransformation2,13808944
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,6,PeakMemory,1,BasicXform,1,M2MTransformation2,35270664
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,6,AverageMemory,1,BasicXform,1,M2MTransformation2,35270664
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,7,Time,2,BasicXform,1,Modification,289592
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,7,Memory,2,BasicXform,1,Modification,13817736
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,8,Time,2,BasicXform,1,M2MTransformation2,32016860
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,8,Memory,2,BasicXform,1,M2MTransformation2,13834432
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,8,PeakMemory,2,BasicXform,1,M2MTransformation2,56768224
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,8,AverageMemory,2,BasicXform,1,M2MTransformation2,35293368
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,9,Time,3,BasicXform,1,Modification,302280
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,9,Memory,3,BasicXform,1,Modification,13874080
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,10,Time,3,BasicXform,1,M2MTransformation2,32133507
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,10,Memory,3,BasicXform,1,M2MTransformation2,13894896
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,10,PeakMemory,3,BasicXform,1,M2MTransformation2,35349712
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,10,AverageMemory,3,BasicXform,1,M2MTransformation2,35349712
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,11,Time,4,BasicXform,1,Modification,233934
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,11,Memory,4,BasicXform,1,Modification,13901888
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,12,Time,4,BasicXform,1,M2MTransformation2,28903252
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,12,Memory,4,BasicXform,1,M2MTransformation2,13914728
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,12,AverageMemory,4,BasicXform,1,M2MTransformation2,35377544
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,12,PeakMemory,4,BasicXform,1,M2MTransformation2,35377544
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,13,Time,5,BasicXform,1,Modification,234602
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,13,Memory,5,BasicXform,1,Modification,13921808
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,14,Time,5,BasicXform,1,M2MTransformation2,27567131
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,14,Memory,5,BasicXform,1,M2MTransformation2,13934752
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,14,PeakMemory,5,BasicXform,1,M2MTransformation2,35397440
BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,14,AverageMemory,5,BasicXform,1,M2MTransformation2,35397440
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,1,Time,1,BasicXform,3,EMFResourceInitialization,277447
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,1,Memory,1,BasicXform,3,EMFResourceInitialization,8920256
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,2,Time,1,BasicXform,3,Generation,3203257743
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,2,Memory,1,BasicXform,3,Generation,152527520
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,3,Time,1,BasicXform,3,Initialization,42461
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,3,Memory,1,BasicXform,3,Initialization,11619848
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,3,PeakMemory,1,BasicXform,3,Initialization,54568936
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,3,AverageMemory,1,BasicXform,3,Initialization,33094492
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,4,Time,1,BasicXform,3,M2MTransformation1,37681733265
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,4,Memory,1,BasicXform,3,M2MTransformation1,15518792
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,4,PeakMemory,1,BasicXform,3,M2MTransformation1,3338084288
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,4,AverageMemory,1,BasicXform,3,M2MTransformation1,1139549371
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,5,Time,1,BasicXform,3,Modification,290513
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,5,Memory,1,BasicXform,3,Modification,15518912
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,6,Time,1,BasicXform,3,M2MTransformation2,36368259776
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,6,Memory,1,BasicXform,3,M2MTransformation2,16562528
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,6,PeakMemory,1,BasicXform,3,M2MTransformation2,3302553720
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,6,AverageMemory,1,BasicXform,3,M2MTransformation2,1375340611
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,7,Time,2,BasicXform,3,Modification,206378
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,7,Memory,2,BasicXform,3,Modification,16562616
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,8,Time,2,BasicXform,3,M2MTransformation2,37642306243
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,8,Memory,2,BasicXform,3,M2MTransformation2,17510640
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,8,PeakMemory,2,BasicXform,3,M2MTransformation2,3294366744
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,8,AverageMemory,2,BasicXform,3,M2MTransformation2,1142985593
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,9,Time,3,BasicXform,3,Modification,147467
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,9,Memory,3,BasicXform,3,Modification,17509736
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,10,Time,3,BasicXform,3,M2MTransformation2,36213326288
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,10,Memory,3,BasicXform,3,M2MTransformation2,18655016
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,10,PeakMemory,3,BasicXform,3,M2MTransformation2,3292645400
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,10,AverageMemory,3,BasicXform,3,M2MTransformation2,1082949421
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,11,Time,4,BasicXform,3,Modification,157600
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,11,Memory,4,BasicXform,3,Modification,18655128
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,12,Time,4,BasicXform,3,M2MTransformation2,37544474610
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,12,Memory,4,BasicXform,3,M2MTransformation2,19605504
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,12,AverageMemory,4,BasicXform,3,M2MTransformation2,1085613205
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,12,PeakMemory,4,BasicXform,3,M2MTransformation2,3283993136
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,13,Time,5,BasicXform,3,Modification,203957
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,13,Memory,5,BasicXform,3,Modification,19605616
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,Time,5,BasicXform,3,M2MTransformation2,36392916440
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,Memory,5,BasicXform,3,M2MTransformation2,20557344
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,AverageMemory,5,BasicXform,3,M2MTransformation2,1354903384
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,PeakMemory,5,BasicXform,3,M2MTransformation2,3277101776
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,1,Time,1,BasicXform,1,EMFResourceInitialization,330065
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,1,Memory,1,BasicXform,1,EMFResourceInitialization,9072808
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,2,Time,1,BasicXform,1,Generation,1442790808
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,2,Memory,1,BasicXform,1,Generation,41065176
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,Time,1,BasicXform,1,Initialization,140582714
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,Memory,1,BasicXform,1,Initialization,31425320
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,PeakMemory,1,BasicXform,1,Initialization,117514816
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,AverageMemory,1,BasicXform,1,Initialization,74565124
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,Time,1,BasicXform,1,M2MTransformation1,171358026
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,Memory,1,BasicXform,1,M2MTransformation1,40377736
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,PeakMemory,1,BasicXform,1,M2MTransformation1,95850432
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,AverageMemory,1,BasicXform,1,M2MTransformation1,74375592
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,5,Time,1,BasicXform,1,Modification,2771533
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,5,Memory,1,BasicXform,1,Modification,41161232
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,Time,1,BasicXform,1,M2MTransformation2,17437
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,Memory,1,BasicXform,1,M2MTransformation2,41162104
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,PeakMemory,1,BasicXform,1,M2MTransformation2,62636864
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,AverageMemory,1,BasicXform,1,M2MTransformation2,62636864
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,7,Time,2,BasicXform,1,Modification,1341745
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,7,Memory,2,BasicXform,1,Modification,41184992
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,8,Time,2,BasicXform,1,M2MTransformation2,17460
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,8,Memory,2,BasicXform,1,M2MTransformation2,41185864
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,8,AverageMemory,2,BasicXform,1,M2MTransformation2,62660624
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,8,PeakMemory,2,BasicXform,1,M2MTransformation2,84135480
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,9,Time,3,BasicXform,1,Modification,1330920
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,9,Memory,3,BasicXform,1,Modification,41209280
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,10,Time,3,BasicXform,1,M2MTransformation2,17057
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,10,Memory,3,BasicXform,1,M2MTransformation2,41210152
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,10,AverageMemory,3,BasicXform,1,M2MTransformation2,62684912
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,10,PeakMemory,3,BasicXform,1,M2MTransformation2,62684912
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,11,Time,4,BasicXform,1,Modification,1131074
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,11,Memory,4,BasicXform,1,Modification,41233472
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,12,Time,4,BasicXform,1,M2MTransformation2,18642
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,12,Memory,4,BasicXform,1,M2MTransformation2,41234368
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,12,AverageMemory,4,BasicXform,1,M2MTransformation2,51971848
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,12,PeakMemory,4,BasicXform,1,M2MTransformation2,62709128
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,13,Time,5,BasicXform,1,Modification,1362969
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,13,Memory,5,BasicXform,1,Modification,41257608
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,14,Time,5,BasicXform,1,M2MTransformation2,17396
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,14,Memory,5,BasicXform,1,M2MTransformation2,41258480
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,14,PeakMemory,5,BasicXform,1,M2MTransformation2,62733240
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,14,AverageMemory,5,BasicXform,1,M2MTransformation2,62733240
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,1,Time,1,BasicXform,3,EMFResourceInitialization,593484
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,1,Memory,1,BasicXform,3,EMFResourceInitialization,9083088
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,2,Time,1,BasicXform,3,Generation,5038337347
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,2,Memory,1,BasicXform,3,Generation,152643904
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,3,Time,1,BasicXform,3,Initialization,185723579
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,3,Memory,1,BasicXform,3,Initialization,17679488
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,3,AverageMemory,1,BasicXform,3,Initialization,86292888
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,3,PeakMemory,1,BasicXform,3,Initialization,118290080
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,4,Time,1,BasicXform,3,M2MTransformation1,401502252
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,4,Memory,1,BasicXform,3,M2MTransformation1,24854552
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,4,AverageMemory,1,BasicXform,3,M2MTransformation1,209018180
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,4,PeakMemory,1,BasicXform,3,M2MTransformation1,357836712
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,5,Time,1,BasicXform,3,Modification,353866
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,5,Memory,1,BasicXform,3,Modification,24854584
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,6,Time,1,BasicXform,3,M2MTransformation2,390117439
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,6,Memory,1,BasicXform,3,M2MTransformation2,24865440
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,6,PeakMemory,1,BasicXform,3,M2MTransformation2,365012024
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,6,AverageMemory,1,BasicXform,3,M2MTransformation2,216193476
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,7,Time,2,BasicXform,3,Modification,243177
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,7,Memory,2,BasicXform,3,Modification,24865264
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,8,Time,2,BasicXform,3,M2MTransformation2,369261635
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,8,Memory,2,BasicXform,3,M2MTransformation2,24875256
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,8,PeakMemory,2,BasicXform,3,M2MTransformation2,407972408
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,8,AverageMemory,2,BasicXform,3,M2MTransformation2,216204160
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,9,Time,3,BasicXform,3,Modification,390544
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,9,Memory,3,BasicXform,3,Modification,24874128
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,10,Time,3,BasicXform,3,M2MTransformation2,315657321
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,10,Memory,3,BasicXform,3,M2MTransformation2,24884808
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,10,AverageMemory,3,BasicXform,3,M2MTransformation2,216213012
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,10,PeakMemory,3,BasicXform,3,M2MTransformation2,365031552
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,11,Time,4,BasicXform,3,Modification,295743
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,11,Memory,4,BasicXform,3,Modification,24884656
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,12,Time,4,BasicXform,3,M2MTransformation2,306269906
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,12,Memory,4,BasicXform,3,M2MTransformation2,24892488
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,12,PeakMemory,4,BasicXform,3,M2MTransformation2,407991960
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,12,AverageMemory,4,BasicXform,3,M2MTransformation2,216223644
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,13,Time,5,BasicXform,3,Modification,227892
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,13,Memory,5,BasicXform,3,Modification,24892336
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,14,Time,5,BasicXform,3,M2MTransformation2,292318519
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,14,Memory,5,BasicXform,3,M2MTransformation2,24900208
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,14,PeakMemory,5,BasicXform,3,M2MTransformation2,365049784
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,16,14,AverageMemory,5,BasicXform,3,M2MTransformation2,216231232
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,1,Time,1,BasicXform,3,EMFResourceInitialization,195147
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,1,Memory,1,BasicXform,3,EMFResourceInitialization,8750992
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,2,Time,1,BasicXform,3,Generation,67020656
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,2,Memory,1,BasicXform,3,Generation,10497728
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,3,Time,1,BasicXform,3,Initialization,16714
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,3,Memory,1,BasicXform,3,Initialization,8866048
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,3,PeakMemory,1,BasicXform,3,Initialization,30340488
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,3,AverageMemory,1,BasicXform,3,Initialization,19603368
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,4,Time,1,BasicXform,3,M2MTransformation1,119504530
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,4,Memory,1,BasicXform,3,M2MTransformation1,9057504
