Tool,CaseName,Size,Sequence,MetricName,Iteration,Scenario,RunIndex,PhaseName,MetricValue
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,Memory,5,BasicXform,2,M2MTransformation2,20557440
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,AverageMemory,5,BasicXform,2,M2MTransformation2,1097694368
BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,14,PeakMemory,5,BasicXform,2,M2MTransformation2,3277603664
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,1,Time,1,BasicXform,2,EMFResourceInitialization,252809
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,1,Memory,1,BasicXform,2,EMFResourceInitialization,8910920
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,2,Time,1,BasicXform,2,Generation,48355144
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,2,Memory,1,BasicXform,2,Generation,10616384
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,3,Time,1,BasicXform,2,Initialization,59870632
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,3,Memory,1,BasicXform,2,Initialization,11384328
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,3,PeakMemory,1,BasicXform,2,Initialization,84186096
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,3,AverageMemory,1,BasicXform,2,Initialization,68079948
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,4,Time,1,BasicXform,2,M2MTransformation1,30523959
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,4,Memory,1,BasicXform,2,M2MTransformation1,11750408
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,4,AverageMemory,1,BasicXform,2,M2MTransformation1,32859760
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,4,PeakMemory,1,BasicXform,2,M2MTransformation1,43597200
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,5,Time,1,BasicXform,2,Modification,157288
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,5,Memory,1,BasicXform,2,Modification,11750288
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,6,Time,1,BasicXform,2,M2MTransformation2,29147368
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,6,Memory,1,BasicXform,2,M2MTransformation2,11758944
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,6,AverageMemory,1,BasicXform,2,M2MTransformation2,33225920
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,6,PeakMemory,1,BasicXform,2,M2MTransformation2,33225920
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,7,Time,2,BasicXform,2,Modification,126228
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,7,Memory,2,BasicXform,2,Modification,11758760
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,8,Time,2,BasicXform,2,M2MTransformation2,27553939
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,8,Memory,2,BasicXform,2,M2MTransformation2,11768728
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,8,PeakMemory,2,BasicXform,2,M2MTransformation2,54709248
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,8,AverageMemory,2,BasicXform,2,M2MTransformation2,33234392
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,9,Time,3,BasicXform,2,Modification,125453
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,9,Memory,3,BasicXform,2,Modification,11768544
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,10,Time,3,BasicXform,2,M2MTransformation2,28570421
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,10,Memory,3,BasicXform,2,M2MTransformation2,11776248
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,10,AverageMemory,3,BasicXform,2,M2MTransformation2,33244176
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,10,PeakMemory,3,BasicXform,2,M2MTransformation2,33244176
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,11,Time,4,BasicXform,2,Modification,198675
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,11,Memory,4,BasicXform,2,Modification,11776088
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,12,Time,4,BasicXform,2,M2MTransformation2,29875231
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,12,Memory,4,BasicXform,2,M2MTransformation2,11784272
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,12,PeakMemory,4,BasicXform,2,M2MTransformation2,76201424
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,12,AverageMemory,4,BasicXform,2,M2MTransformation2,43989156
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,13,Time,5,BasicXform,2,Modification,344828
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,13,Memory,5,BasicXform,2,Modification,11783888
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,14,Time,5,BasicXform,2,M2MTransformation2,29971138
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,14,Memory,5,BasicXform,2,M2MTransformation2,11791592
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,14,AverageMemory,5,BasicXform,2,M2MTransformation2,43996932
BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1,14,PeakMemory,5,BasicXform,2,M2MTransformation2,76209200
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,1,Time,1,BasicXform,1,EMFResourceInitialization,495660
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,1,Memory,1,BasicXform,1,EMFResourceInitialization,9162976
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,2,Time,1,BasicXform,1,Generation,4127350472
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,2,Memory,1,BasicXform,1,Generation,156576568
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,3,Time,1,BasicXform,1,Initialization,415027929
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,3,Memory,1,BasicXform,1,Initialization,81738872
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,3,PeakMemory,1,BasicXform,1,Initialization,291050360
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,3,AverageMemory,1,BasicXform,1,Initialization,172930364
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,4,Time,1,BasicXform,1,M2MTransformation1,316142316
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,4,Memory,1,BasicXform,1,M2MTransformation1,101522232
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,4,AverageMemory,1,BasicXform,1,M2MTransformation1,199850856
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,4,PeakMemory,1,BasicXform,1,M2MTransformation1,296487552
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,5,Time,1,BasicXform,1,Modification,4619406
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,5,Memory,1,BasicXform,1,Modification,103255096
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,6,Time,1,BasicXform,1,M2MTransformation2,35274
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,6,Memory,1,BasicXform,1,M2MTransformation2,103255976
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,6,PeakMemory,1,BasicXform,1,M2MTransformation2,167680296
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,6,AverageMemory,1,BasicXform,1,M2MTransformation2,146205440
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,7,Time,2,BasicXform,1,Modification,1583429
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,7,Memory,2,BasicXform,1,Modification,103286584
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,8,Time,2,BasicXform,1,M2MTransformation2,77915
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,8,Memory,2,BasicXform,1,M2MTransformation2,103287464
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,8,PeakMemory,2,BasicXform,1,M2MTransformation2,189186624
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,8,AverageMemory,2,BasicXform,1,M2MTransformation2,146236928
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,9,Time,3,BasicXform,1,Modification,1204967
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,9,Memory,3,BasicXform,1,Modification,103318464
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,10,Time,3,BasicXform,1,M2MTransformation2,13019
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,10,Memory,3,BasicXform,1,M2MTransformation2,103319344
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,10,AverageMemory,3,BasicXform,1,M2MTransformation2,124794176
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,10,PeakMemory,3,BasicXform,1,M2MTransformation2,146268808
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,11,Time,4,BasicXform,1,Modification,1146764
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,11,Memory,4,BasicXform,1,Modification,103350496
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,12,Time,4,BasicXform,1,M2MTransformation2,12701
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,12,Memory,4,BasicXform,1,M2MTransformation2,103351600
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,12,AverageMemory,4,BasicXform,1,M2MTransformation2,124826232
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,12,PeakMemory,4,BasicXform,1,M2MTransformation2,146300864
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,13,Time,5,BasicXform,1,Modification,1130795
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,13,Memory,5,BasicXform,1,Modification,103382208
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,14,Time,5,BasicXform,1,M2MTransformation2,13112
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,14,Memory,5,BasicXform,1,M2MTransformation2,103383088
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,14,PeakMemory,5,BasicXform,1,M2MTransformation2,146332552
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,14,AverageMemory,5,BasicXform,1,M2MTransformation2,124857920
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,1,Time,1,BasicXform,2,EMFResourceInitialization,206342
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,1,Memory,1,BasicXform,2,EMFResourceInitialization,9069288
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,2,Time,1,BasicXform,2,Generation,1341140690
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,2,Memory,1,BasicXform,2,Generation,47896632
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,Time,1,BasicXform,2,Initialization,164457947
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,Memory,1,BasicXform,2,Initialization,32896352
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,AverageMemory,1,BasicXform,2,Initialization,74580212
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,3,PeakMemory,1,BasicXform,2,Initialization,117529936
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,Time,1,BasicXform,2,M2MTransformation1,166987495
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,Memory,1,BasicXform,2,M2MTransformation1,42051376
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,PeakMemory,1,BasicXform,2,M2MTransformation1,108058896
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,4,AverageMemory,1,BasicXform,2,M2MTransformation1,75846620
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,5,Time,1,BasicXform,2,Modification,3717389
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,5,Memory,1,BasicXform,2,Modification,42899736
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,Time,1,BasicXform,2,M2MTransformation2,17433
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,Memory,1,BasicXform,2,M2MTransformation2,42900608
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,PeakMemory,1,BasicXform,2,M2MTransformation2,64375368
INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,6,AverageMemory,1,BasicXform,2,M2MTransformation2,53638088
