Iteration,Scenario,MetricName,Size,CaseName,RunIndex,Sequence,PhaseName,Tool,MetricValue
2,BasicXform,Time,64,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,691663
2,BasicXform,Memory,64,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483256816
2,BasicXform,Time,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,718950372
2,BasicXform,Memory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483270280
2,BasicXform,AverageMemory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1773163004
2,BasicXform,PeakMemory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2021658080
3,BasicXform,Time,64,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,602892
3,BasicXform,Memory,64,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483296736
3,BasicXform,Time,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,701366834
3,BasicXform,Memory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483310280
3,BasicXform,AverageMemory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1773169964
3,BasicXform,PeakMemory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2021632048
4,BasicXform,Time,64,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,607059
4,BasicXform,Memory,64,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483336520
4,BasicXform,Time,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,701297607
4,BasicXform,Memory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483350296
4,BasicXform,AverageMemory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1773209748
4,BasicXform,PeakMemory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2021671840
5,BasicXform,Time,64,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,599426
5,BasicXform,Memory,64,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483376648
5,BasicXform,Time,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,700893263
5,BasicXform,Memory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1483390136
5,BasicXform,PeakMemory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2021712032
5,BasicXform,AverageMemory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1773249896
1,BasicXform,Time,4,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,245201
1,BasicXform,Memory,4,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11435744
1,BasicXform,Time,4,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,295709944
1,BasicXform,Memory,4,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,16995520
1,BasicXform,Time,4,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,83073784
1,BasicXform,Memory,4,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14411360
1,BasicXform,PeakMemory,4,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,65592768
1,BasicXform,AverageMemory,4,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,49486628
1,BasicXform,Time,4,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80171756
1,BasicXform,Memory,4,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15888344
1,BasicXform,AverageMemory,4,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,57361716
1,BasicXform,PeakMemory,4,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,78836592
1,BasicXform,Time,4,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,206626
1,BasicXform,Memory,4,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15888360
1,BasicXform,Time,4,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,77291411
1,BasicXform,Memory,4,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15895616
1,BasicXform,PeakMemory,4,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80313712
1,BasicXform,AverageMemory,4,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,58838876
2,BasicXform,Time,4,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,148502
2,BasicXform,Memory,4,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15895424
2,BasicXform,Time,4,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,73772614
2,BasicXform,Memory,4,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15901560
2,BasicXform,PeakMemory,4,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80320808
2,BasicXform,AverageMemory,4,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,58845956
3,BasicXform,Time,4,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,157491
3,BasicXform,Memory,4,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15901368
3,BasicXform,Time,4,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,70092894
3,BasicXform,Memory,4,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15908072
3,BasicXform,PeakMemory,4,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80326768
3,BasicXform,AverageMemory,4,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,58851908
4,BasicXform,Time,4,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,143060
4,BasicXform,Memory,4,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15907904
4,BasicXform,Time,4,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,66115516
4,BasicXform,Memory,4,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15914256
4,BasicXform,PeakMemory,4,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80333256
4,BasicXform,AverageMemory,4,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,58858432
5,BasicXform,Time,4,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,113542
5,BasicXform,Memory,4,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15914088
5,BasicXform,Time,4,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64953867
5,BasicXform,Memory,4,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,15921440
5,BasicXform,AverageMemory,4,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,58864616
5,BasicXform,PeakMemory,4,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,80339464
1,BasicXform,Time,4,StatisticBasedCase,2,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,396030
1,BasicXform,Memory,4,StatisticBasedCase,2,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11513664
1,BasicXform,Time,4,StatisticBasedCase,2,2,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,217841274
1,BasicXform,Memory,4,StatisticBasedCase,2,2,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,21813328
1,BasicXform,Time,4,StatisticBasedCase,2,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,82049505
1,BasicXform,Memory,4,StatisticBasedCase,2,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,21565112
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76428304
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54953460
1,BasicXform,Time,4,StatisticBasedCase,2,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,97080954
1,BasicXform,Memory,4,StatisticBasedCase,2,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25912304
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,96727680
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64515384
1,BasicXform,Time,4,StatisticBasedCase,2,5,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2458160
1,BasicXform,Memory,4,StatisticBasedCase,2,5,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26302576
1,BasicXform,Time,4,StatisticBasedCase,2,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15905
1,BasicXform,Memory,4,StatisticBasedCase,2,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26303448
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47778208
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47778208
2,BasicXform,Time,4,StatisticBasedCase,2,7,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1466491
2,BasicXform,Memory,4,StatisticBasedCase,2,7,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26331624
2,BasicXform,Time,4,StatisticBasedCase,2,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18953
2,BasicXform,Memory,4,StatisticBasedCase,2,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26332496
2,BasicXform,AverageMemory,4,StatisticBasedCase,2,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47807256
2,BasicXform,PeakMemory,4,StatisticBasedCase,2,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47807256
3,BasicXform,Time,4,StatisticBasedCase,2,9,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1263520
3,BasicXform,Memory,4,StatisticBasedCase,2,9,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26363024
3,BasicXform,Time,4,StatisticBasedCase,2,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17445
3,BasicXform,Memory,4,StatisticBasedCase,2,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26363896
3,BasicXform,PeakMemory,4,StatisticBasedCase,2,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47838656
3,BasicXform,AverageMemory,4,StatisticBasedCase,2,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,37101376
4,BasicXform,Time,4,StatisticBasedCase,2,11,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1614307
4,BasicXform,Memory,4,StatisticBasedCase,2,11,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26400912
4,BasicXform,Time,4,StatisticBasedCase,2,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20753
4,BasicXform,Memory,4,StatisticBasedCase,2,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26402008
4,BasicXform,PeakMemory,4,StatisticBasedCase,2,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47876568
4,BasicXform,AverageMemory,4,StatisticBasedCase,2,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,37139288
5,BasicXform,Time,4,StatisticBasedCase,2,13,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1572849
5,BasicXform,Memory,4,StatisticBasedCase,2,13,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26446608
5,BasicXform,Time,4,StatisticBasedCase,2,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20537
5,BasicXform,Memory,4,StatisticBasedCase,2,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26447680
5,BasicXform,AverageMemory,4,StatisticBasedCase,2,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47922240
5,BasicXform,PeakMemory,4,StatisticBasedCase,2,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47922240
1,BasicXform,Time,64,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,535957
1,BasicXform,Memory,64,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12109568
1,BasicXform,Time,64,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,83802596241
1,BasicXform,Memory,64,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2698218424
1,BasicXform,Time,64,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3030672485
1,BasicXform,Memory,64,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,228203624
1,BasicXform,PeakMemory,64,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1221277904
1,BasicXform,AverageMemory,64,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,685032444
1,BasicXform,Time,64,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1196831686
1,BasicXform,Memory,64,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267210352
1,BasicXform,PeakMemory,64,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1451570552
1,BasicXform,AverageMemory,64,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,975816624
1,BasicXform,Time,64,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1673176
1,BasicXform,Memory,64,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267210384
1,BasicXform,Time,64,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1171768262
1,BasicXform,Memory,64,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267216784
1,BasicXform,PeakMemory,64,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1526822888
1,BasicXform,AverageMemory,64,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1052774725
2,BasicXform,Time,64,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,442749
2,BasicXform,Memory,64,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267216608
2,BasicXform,Time,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1128369536
2,BasicXform,Memory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267224088
2,BasicXform,PeakMemory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1517433232
2,BasicXform,AverageMemory,64,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1060365072
3,BasicXform,Time,64,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,343428
3,BasicXform,Memory,64,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267223912
3,BasicXform,Time,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1131656896
3,BasicXform,Memory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267231440
3,BasicXform,PeakMemory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1551354872
3,BasicXform,AverageMemory,64,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1069806069
4,BasicXform,Time,64,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,379166
4,BasicXform,Memory,64,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267231288
4,BasicXform,Time,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1117820626
4,BasicXform,Memory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267239296
4,BasicXform,AverageMemory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1081081200
4,BasicXform,PeakMemory,64,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1548043792
5,BasicXform,Time,64,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,379110
5,BasicXform,Memory,64,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267239144
5,BasicXform,Time,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1121050771
5,BasicXform,Memory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,267246424
5,BasicXform,PeakMemory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1545857608
5,BasicXform,AverageMemory,64,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1079694917
1,BasicXform,Time,8,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,451105
1,BasicXform,Memory,8,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11442464
1,BasicXform,Time,8,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,749419749
1,BasicXform,Memory,8,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,44306408
1,BasicXform,Time,8,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,121415373
1,BasicXform,Memory,8,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,29073312
1,BasicXform,AverageMemory,8,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,66210424
1,BasicXform,PeakMemory,8,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,109160136
1,BasicXform,Time,8,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,84477396
1,BasicXform,Memory,8,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36071872
1,BasicXform,PeakMemory,8,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,72022600
1,BasicXform,AverageMemory,8,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,61285172
1,BasicXform,Time,8,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,335421
1,BasicXform,Memory,8,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36077136
1,BasicXform,Time,8,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,76455086
1,BasicXform,Memory,8,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36087504
1,BasicXform,AverageMemory,8,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,79027604
1,BasicXform,PeakMemory,8,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,100502440
2,BasicXform,Time,8,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,263268
2,BasicXform,Memory,8,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36092384
2,BasicXform,Time,8,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,75839010
2,BasicXform,Memory,8,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36104416
2,BasicXform,AverageMemory,8,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,79042972
2,BasicXform,PeakMemory,8,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,121992784
3,BasicXform,Time,8,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,196346
3,BasicXform,Memory,8,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36109472
3,BasicXform,Time,8,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,69942839
3,BasicXform,Memory,8,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36120136
3,BasicXform,PeakMemory,8,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,100534824
3,BasicXform,AverageMemory,8,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,79059964
4,BasicXform,Time,8,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,151560
4,BasicXform,Memory,8,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36124592
4,BasicXform,Time,8,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,66646695
4,BasicXform,Memory,8,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36133840
