RunIndex,MetricName,Sequence,CaseName,PhaseName,Scenario,Size,Tool,MetricValue,Iteration
1,Memory,11,StatisticBasedCase,Modification,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,114066056,4
1,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14242,4
1,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,114067728,4
1,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,135326936,4
1,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,156586744,4
1,Time,13,StatisticBasedCase,Modification,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1256614,5
1,Memory,13,StatisticBasedCase,Modification,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,114169920,5
1,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13597,5
1,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,114170768,5
1,PeakMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,156690584,5
1,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,135430776,5
2,Time,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,146790,1
2,Memory,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11357792,1
2,Time,2,StatisticBasedCase,Generation,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,912128845,1
2,Memory,2,StatisticBasedCase,Generation,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50666920,1
2,Time,3,StatisticBasedCase,Initialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,137403008,1
2,Memory,3,StatisticBasedCase,Initialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36774904,1
2,PeakMemory,3,StatisticBasedCase,Initialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,119806560,1
2,AverageMemory,3,StatisticBasedCase,Initialization,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76856836,1
2,Time,4,StatisticBasedCase,M2MTransformation1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,184931203,1
2,Memory,4,StatisticBasedCase,M2MTransformation1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,46695328,1
2,AverageMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,79725200,1
2,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,101200064,1
2,Time,5,StatisticBasedCase,Modification,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2845294,1
2,Memory,5,StatisticBasedCase,Modification,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47570400,1
2,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18940,1
2,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47571440,1
2,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,90520856,1
