RunIndex,MetricName,Sequence,CaseName,PhaseName,Scenario,Size,Tool,MetricValue,Iteration
3,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36039384,1
3,Time,5,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,293023,1
3,Memory,5,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16392224,1
3,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,26800379,1
3,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16406312,1
3,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37867824,1
3,AverageMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37867824,1
3,Time,7,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,341883,2
3,Memory,7,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16455072,2
3,Time,8,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,26234193,2
3,Memory,8,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16472992,2
3,PeakMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37930672,2
3,AverageMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37930672,2
3,Time,9,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,227761,3
3,Memory,9,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16487096,3
3,Time,10,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,27765906,3
3,Memory,10,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16509160,3
3,PeakMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37962696,3
3,AverageMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37962696,3
3,Time,11,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,237331,4
3,Memory,11,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16523488,4
3,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,25735241,4
3,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16537832,4
3,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37999112,4
3,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37999112,4
3,Time,13,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,244564,5
3,Memory,13,StatisticBasedCase,Modification,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16552256,5
3,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,25901865,5
3,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16566208,5
3,PeakMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,59502712,5
3,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38027856,5
2,Time,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,182654,1
2,Memory,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,11097912,1
2,Time,2,StatisticBasedCase,Generation,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,173087582,1
2,Memory,2,StatisticBasedCase,Generation,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,17664328,1
2,Time,3,StatisticBasedCase,Initialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,15950,1
2,Memory,3,StatisticBasedCase,Initialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,11577368,1
2,PeakMemory,3,StatisticBasedCase,Initialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,33051760,1
2,AverageMemory,3,StatisticBasedCase,Initialization,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,33051760,1
2,Time,4,StatisticBasedCase,M2MTransformation1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1858183199,1
2,Memory,4,StatisticBasedCase,M2MTransformation1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12372864,1
2,AverageMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,269856336,1
2,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1086203976,1
2,Time,5,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,112440,1
2,Memory,5,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12373016,1
2,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1855352711,1
2,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12603504,1
2,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1441385840,1
2,AverageMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,543759826,1
2,Time,7,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,110962,2
2,Memory,7,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12603624,2
2,Time,8,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,2302836342,2
2,Memory,8,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12847888,2
2,PeakMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1442974304,2
2,AverageMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,549680242,2
2,Time,9,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,72143,3
2,Memory,9,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,12848008,3
2,Time,10,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1872818763,3
2,Memory,10,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,13069520,3
2,PeakMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1443939520,3
2,AverageMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,545001256,3
2,Time,11,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,72093,4
2,Memory,11,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,13069664,4
2,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1880931981,4
2,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,13342112,4
2,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,537441062,4
2,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1444726512,4
2,Time,13,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,73368,5
2,Memory,13,StatisticBasedCase,Modification,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,13342256,5
2,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1901206501,5
2,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,13567000,5
2,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,538187320,5
2,PeakMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1444949864,5
1,Time,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,249769,1
1,Memory,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11631040,1
1,Time,2,StatisticBasedCase,Generation,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7272409176,1
1,Memory,2,StatisticBasedCase,Generation,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,329197808,1
1,Time,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1055731519,1
1,Memory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,239257488,1
1,PeakMemory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,853653816,1
1,AverageMemory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,575276597,1
1,Time,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,694884811,1
1,Memory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,287968448,1
1,AverageMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,407422280,1
1,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,555020256,1
1,Time,5,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7969909,1
1,Memory,5,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292205408,1
1,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,48828,1
1,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292206256,1
1,AverageMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334247240,1
1,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,377196936,1
1,Time,7,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1483338,2
1,Memory,7,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292246480,2
1,Time,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,31015,2
1,Memory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292247328,2
1,PeakMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334288312,2
1,AverageMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334288312,2
1,Time,9,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1193122,3
1,Memory,9,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292287584,3
1,Time,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14929,3
1,Memory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292288432,3
1,AverageMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,313309024,3
1,PeakMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334329416,3
1,Time,11,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1266357,4
1,Memory,11,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292329392,4
1,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15865,4
1,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292330264,4
1,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334371248,4
1,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334371248,4
1,Time,13,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1446686,5
1,Memory,13,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292371336,5
1,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14179,5
1,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292372184,5
1,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334413168,5
1,PeakMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334413168,5
3,Time,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,277261,1
3,Memory,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11214240,1
3,Time,2,StatisticBasedCase,Generation,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,55824217,1
3,Memory,2,StatisticBasedCase,Generation,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13082944,1
3,Time,3,StatisticBasedCase,Initialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,52827179,1
3,Memory,3,StatisticBasedCase,Initialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13637968,1
3,AverageMemory,3,StatisticBasedCase,Initialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,65013988,1
3,PeakMemory,3,StatisticBasedCase,Initialization,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,75751416,1
3,Time,4,StatisticBasedCase,M2MTransformation1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,25327941,1
3,Memory,4,StatisticBasedCase,M2MTransformation1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13965816,1
3,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35113400,1
3,AverageMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35113400,1
3,Time,5,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,149523,1
3,Memory,5,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13966016,1
3,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,28481195,1
3,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13978248,1
3,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35441616,1
3,AverageMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35441616,1
3,Time,7,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,189861,2
3,Memory,7,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13978408,2
3,Time,8,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,26692228,2
3,Memory,8,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13987216,2
3,AverageMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35454008,2
3,PeakMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,56928864,2
3,Time,9,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,204483,3
3,Memory,9,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13987440,3
3,Time,10,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,27696037,3
3,Memory,10,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13996160,3
3,AverageMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35463040,3
3,PeakMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35463040,3
3,Time,11,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,161668,4
3,Memory,11,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13996344,4
3,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,26868279,4
3,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14004224,4
3,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35471968,4
3,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35471968,4
3,Time,13,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,136991,5
3,Memory,13,StatisticBasedCase,Modification,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14004384,5
3,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,25810550,5
3,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14012824,5
3,PeakMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35479984,5
3,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,35479984,5
3,Time,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,261209,1
3,Memory,1,StatisticBasedCase,EMFResourceInitialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11629504,1
3,Time,2,StatisticBasedCase,Generation,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7435379713,1
3,Memory,2,StatisticBasedCase,Generation,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,329196864,1
3,Time,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1028645036,1
3,Memory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,239250456,1
3,PeakMemory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,853641192,1
3,AverageMemory,3,StatisticBasedCase,Initialization,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,575267829,1
3,Time,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,597976289,1
3,Memory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,287961208,1
3,PeakMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,555012432,1
3,AverageMemory,4,StatisticBasedCase,M2MTransformation1,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,407414776,1
3,Time,5,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7796775,1
3,Memory,5,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292198168,1
3,Time,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42523,1
3,Memory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292199016,1
3,PeakMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,377189544,1
3,AverageMemory,6,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334239848,1
3,Time,7,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1464280,2
3,Memory,7,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292239240,2
3,Time,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20666,2
3,Memory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292240088,2
3,PeakMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334280920,2
3,AverageMemory,8,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,313260604,2
3,Time,9,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1145951,3
3,Memory,9,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292280312,3
3,Time,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13086,3
3,Memory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292281192,3
3,AverageMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,313301708,3
3,PeakMemory,10,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334322024,3
3,Time,11,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1178861,4
3,Memory,11,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292322152,4
3,Time,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14185,4
3,Memory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292323024,4
3,AverageMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,313343540,4
3,PeakMemory,12,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334363856,4
3,Time,13,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1310427,5
3,Memory,13,StatisticBasedCase,Modification,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292364096,5
3,Time,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15776,5
3,Memory,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,292364944,5
3,AverageMemory,14,StatisticBasedCase,M2MTransformation2,BasicXform,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,334405776,5
