CaseName,PhaseName,Tool,Scenario,MetricValue,MetricName,Sequence,Iteration,Size,RunIndex
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,270022,Time,9,3,8,4
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24424808,Memory,9,3,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,74924643,Time,10,3,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24436872,Memory,10,3,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,67375472,PeakMemory,10,3,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,56637956,AverageMemory,10,3,8,4
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,268674,Time,11,4,8,4
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24437904,Memory,11,4,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,66640185,Time,12,4,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24642200,Memory,12,4,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,56650984,AverageMemory,12,4,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,67388408,PeakMemory,12,4,8,4
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,195088,Time,13,5,8,4
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24644368,Memory,13,5,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,61409918,Time,14,5,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,24647456,Memory,14,5,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,67594904,PeakMemory,14,5,8,4
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,56857452,AverageMemory,14,5,8,4
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,667306,Time,1,1,4,5
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,9550104,Memory,1,1,4,5
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,387932400,Time,2,1,4,5
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,15794096,Memory,2,1,4,5
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,11947999,Time,3,1,4,5
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,11034752,Memory,3,1,4,5
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,31510152,PeakMemory,3,1,4,5
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,31510152,AverageMemory,3,1,4,5
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,105294466,Time,4,1,4,5
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13595248,Memory,4,1,4,5
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,75459872,PeakMemory,4,1,4,5
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,53985028,AverageMemory,4,1,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,258618,Time,5,1,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13595896,Memory,5,1,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,108862562,Time,6,1,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13603632,Memory,6,1,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,56546384,PeakMemory,6,1,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,45808956,AverageMemory,6,1,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,183941,Time,7,2,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13604024,Memory,7,2,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,95063197,Time,8,2,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13609608,Memory,8,2,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,56554560,PeakMemory,8,2,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,45817108,AverageMemory,8,2,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,186356,Time,9,3,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13609976,Memory,9,3,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,89202187,Time,10,3,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13621064,Memory,10,3,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,56560512,PeakMemory,10,3,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,45823060,AverageMemory,10,3,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,294047,Time,11,4,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13621472,Memory,11,4,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,83220624,Time,12,4,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13627736,Memory,12,4,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,45834540,AverageMemory,12,4,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,56571952,PeakMemory,12,4,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,210927,Time,13,5,4,5
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13628128,Memory,13,5,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,73058516,Time,14,5,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,13635568,Memory,14,5,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,45841188,AverageMemory,14,5,4,5
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,56578616,PeakMemory,14,5,4,5
StatisticBasedCase,EMFResourceInitialization,BATCH_SIMPLE-TEMPLATE,BasicXform,290449,Time,1,1,1,4
StatisticBasedCase,EMFResourceInitialization,BATCH_SIMPLE-TEMPLATE,BasicXform,9272192,Memory,1,1,1,4
StatisticBasedCase,Generation,BATCH_SIMPLE-TEMPLATE,BasicXform,69942830,Time,2,1,1,4
StatisticBasedCase,Generation,BATCH_SIMPLE-TEMPLATE,BasicXform,10441760,Memory,2,1,1,4
StatisticBasedCase,Initialization,BATCH_SIMPLE-TEMPLATE,BasicXform,13108,Time,3,1,1,4
StatisticBasedCase,Initialization,BATCH_SIMPLE-TEMPLATE,BasicXform,9390552,Memory,3,1,1,4
StatisticBasedCase,Initialization,BATCH_SIMPLE-TEMPLATE,BasicXform,20128020,AverageMemory,3,1,1,4
StatisticBasedCase,Initialization,BATCH_SIMPLE-TEMPLATE,BasicXform,30865288,PeakMemory,3,1,1,4
StatisticBasedCase,M2MTransformation1,BATCH_SIMPLE-TEMPLATE,BasicXform,391367019,Time,4,1,1,4
StatisticBasedCase,M2MTransformation1,BATCH_SIMPLE-TEMPLATE,BasicXform,9483072,Memory,4,1,1,4
StatisticBasedCase,M2MTransformation1,BATCH_SIMPLE-TEMPLATE,BasicXform,202665832,AverageMemory,4,1,1,4
StatisticBasedCase,M2MTransformation1,BATCH_SIMPLE-TEMPLATE,BasicXform,374465808,PeakMemory,4,1,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,55346,Time,5,1,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,9483176,Memory,5,1,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,400020344,Time,6,1,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,9485064,Memory,6,1,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,396035216,PeakMemory,6,1,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,213497012,AverageMemory,6,1,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,50677,Time,7,2,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,9485168,Memory,7,2,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,418995008,Time,8,2,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,9487056,Memory,8,2,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,213498056,AverageMemory,8,2,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,417510168,PeakMemory,8,2,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,83955,Time,9,3,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,9487160,Memory,9,3,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,436874556,Time,10,3,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,9489280,Memory,10,3,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,417512584,PeakMemory,10,3,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,224237688,AverageMemory,10,3,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,89782,Time,11,4,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,9489408,Memory,11,4,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,456079160,Time,12,4,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,9491800,Memory,12,4,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,417516064,PeakMemory,12,4,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,224240564,AverageMemory,12,4,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,117332,Time,13,5,1,4
StatisticBasedCase,Modification,BATCH_SIMPLE-TEMPLATE,BasicXform,9491904,Memory,13,5,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,475910391,Time,14,5,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,9493792,Memory,14,5,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,438991960,PeakMemory,14,5,1,4
StatisticBasedCase,M2MTransformation2,BATCH_SIMPLE-TEMPLATE,BasicXform,234979748,AverageMemory,14,5,1,4
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,180787,Time,1,1,8,1
