CaseName,PhaseName,Tool,Scenario,MetricValue,MetricName,Sequence,Iteration,Size,RunIndex
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,288871736,PeakMemory,10,3,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,149283896,AverageMemory,10,3,1,5
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,80294,Time,11,4,1,5
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9755504,Memory,11,4,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,99371737,Time,12,4,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9831576,Memory,12,4,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,267458168,PeakMemory,12,4,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,149344664,AverageMemory,12,4,1,5
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,102311,Time,13,5,1,5
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9831656,Memory,13,5,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,100501088,Time,14,5,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9894864,Memory,14,5,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,149419720,AverageMemory,14,5,1,5
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,267532152,PeakMemory,14,5,1,5
StatisticBasedCase,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,284986,Time,1,1,32,2
StatisticBasedCase,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9615640,Memory,1,1,32,2
StatisticBasedCase,Generation,BATCH_OPTIMIZED-TEMPLATE,BasicXform,14064232171,Time,2,1,32,2
StatisticBasedCase,Generation,BATCH_OPTIMIZED-TEMPLATE,BasicXform,385462704,Memory,2,1,32,2
StatisticBasedCase,Initialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,14599,Time,3,1,32,2
StatisticBasedCase,Initialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,17494816,Memory,3,1,32,2
StatisticBasedCase,Initialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,80846120,PeakMemory,3,1,32,2
StatisticBasedCase,Initialization,BATCH_OPTIMIZED-TEMPLATE,BasicXform,49170168,AverageMemory,3,1,32,2
StatisticBasedCase,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,128714392097,Time,4,1,32,2
StatisticBasedCase,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,26239896,Memory,4,1,32,2
StatisticBasedCase,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3335099088,PeakMemory,4,1,32,2
StatisticBasedCase,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,996533259,AverageMemory,4,1,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,457411,Time,5,1,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,26240016,Memory,5,1,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,132657073500,Time,6,1,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,28330248,Memory,6,1,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2603108024,PeakMemory,6,1,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,982844381,AverageMemory,6,1,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,313319,Time,7,2,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,28329344,Memory,7,2,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,133479317716,Time,8,2,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,30223112,Memory,8,2,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2583185400,PeakMemory,8,2,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1010893660,AverageMemory,8,2,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,301904,Time,9,3,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,30223200,Memory,9,3,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,133452889352,Time,10,3,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,32511808,Memory,10,3,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,894194861,AverageMemory,10,3,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2576174600,PeakMemory,10,3,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,294380,Time,11,4,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,32511920,Memory,11,4,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,134334176776,Time,12,4,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,34408928,Memory,12,4,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,967300821,AverageMemory,12,4,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2555361856,PeakMemory,12,4,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,305979,Time,13,5,32,2
StatisticBasedCase,Modification,BATCH_OPTIMIZED-TEMPLATE,BasicXform,34409040,Memory,13,5,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,134602805116,Time,14,5,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,36307288,Memory,14,5,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1033879773,AverageMemory,14,5,32,2
StatisticBasedCase,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2539089096,PeakMemory,14,5,32,2
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,286420,Time,1,1,32,1
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,9867728,Memory,1,1,32,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,14542444271,Time,2,1,32,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,385735472,Memory,2,1,32,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,745946466,Time,3,1,32,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,58745576,Memory,3,1,32,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,228666304,PeakMemory,3,1,32,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,154869952,AverageMemory,3,1,32,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,613488104,Time,4,1,32,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71147080,Memory,4,1,32,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,280391548,AverageMemory,4,1,32,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,470921952,PeakMemory,4,1,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1153057,Time,5,1,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71146712,Memory,5,1,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,577957093,Time,6,1,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71157120,Memory,6,1,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,292792844,AverageMemory,6,1,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,451110960,PeakMemory,6,1,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,402489,Time,7,2,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71157512,Memory,7,2,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,554640119,Time,8,2,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71156536,Memory,8,2,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,451121920,PeakMemory,8,2,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,292803724,AverageMemory,8,2,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,341429,Time,9,3,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71156896,Memory,9,3,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,531804973,Time,10,3,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71165448,Memory,10,3,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,292803048,AverageMemory,10,3,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,515545712,PeakMemory,10,3,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,306407,Time,11,4,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71165832,Memory,11,4,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,525272303,Time,12,4,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71171664,Memory,12,4,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,451130232,PeakMemory,12,4,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,292812052,AverageMemory,12,4,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,309703,Time,13,5,32,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71172048,Memory,13,5,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,506849968,Time,14,5,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,71176992,Memory,14,5,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,292818188,AverageMemory,14,5,32,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,451136312,PeakMemory,14,5,32,1
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,410644,Time,1,1,2,1
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,9550656,Memory,1,1,2,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,98830660,Time,2,1,2,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11921408,Memory,2,1,2,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,23207356,Time,3,1,2,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11198864,Memory,3,1,2,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,42008840,AverageMemory,3,1,2,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,52746264,PeakMemory,3,1,2,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1934656967,Time,4,1,2,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11664440,Memory,4,1,2,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1020518696,PeakMemory,4,1,2,1
StatisticBasedCase,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,512279976,AverageMemory,4,1,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,336438,Time,5,1,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11664232,Memory,5,1,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1691646839,Time,6,1,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11668192,Memory,6,1,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1036246176,PeakMemory,6,1,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,548350970,AverageMemory,6,1,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,206270,Time,7,2,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11667984,Memory,7,2,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1722607950,Time,8,2,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11670952,Memory,8,2,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1072620920,PeakMemory,8,2,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,566415021,AverageMemory,8,2,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,133961,Time,9,3,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11670768,Memory,9,3,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1758240200,Time,10,3,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11674528,Memory,10,3,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,226913251,AverageMemory,10,3,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1085773416,PeakMemory,10,3,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,119934,Time,11,4,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11674344,Memory,11,4,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1806035687,Time,12,4,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11677120,Memory,12,4,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1085809784,PeakMemory,12,4,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,243429358,AverageMemory,12,4,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,98620,Time,13,5,2,1
StatisticBasedCase,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11676912,Memory,13,5,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1860668382,Time,14,5,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,11680808,Memory,14,5,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,252130678,AverageMemory,14,5,2,1
StatisticBasedCase,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,BasicXform,1085779560,PeakMemory,14,5,2,1
StatisticBasedCase,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,351366,Time,1,1,8,4
StatisticBasedCase,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,9642048,Memory,1,1,8,4
StatisticBasedCase,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,1094650337,Time,2,1,8,4
StatisticBasedCase,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,32806744,Memory,2,1,8,4
StatisticBasedCase,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,169725261,Time,3,1,8,4
StatisticBasedCase,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,22376256,Memory,3,1,8,4
StatisticBasedCase,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,64954984,AverageMemory,3,1,8,4
StatisticBasedCase,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,108428968,PeakMemory,3,1,8,4
StatisticBasedCase,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,211624509,Time,4,1,8,4
StatisticBasedCase,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,29834760,Memory,4,1,8,4
StatisticBasedCase,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,76096788,AverageMemory,4,1,8,4
StatisticBasedCase,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,108341832,PeakMemory,4,1,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,3955700,Time,5,1,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30037688,Memory,5,1,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,4843,Time,6,1,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30038560,Memory,6,1,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,51513368,PeakMemory,6,1,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,40776064,AverageMemory,6,1,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,2227942,Time,7,2,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30093176,Memory,7,2,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,4085,Time,8,2,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30094048,Memory,8,2,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,40831552,AverageMemory,8,2,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,51568856,PeakMemory,8,2,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,2071599,Time,9,3,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30129064,Memory,9,3,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,4046,Time,10,3,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30129936,Memory,10,3,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,40867440,AverageMemory,10,3,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,51604744,PeakMemory,10,3,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,2331426,Time,11,4,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30165104,Memory,11,4,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,4491,Time,12,4,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30166312,Memory,12,4,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,40903504,AverageMemory,12,4,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,51640808,PeakMemory,12,4,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,1983114,Time,13,5,8,4
StatisticBasedCase,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30200088,Memory,13,5,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,4518,Time,14,5,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,30200960,Memory,14,5,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,40938464,AverageMemory,14,5,8,4
StatisticBasedCase,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,BasicXform,51675768,PeakMemory,14,5,8,4
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,580866,Time,1,1,64,1
StatisticBasedCase,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,10129144,Memory,1,1,64,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,70257332698,Time,2,1,64,1
StatisticBasedCase,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1721307024,Memory,2,1,64,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,11657103876,Time,3,1,64,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,977109744,Memory,3,1,64,1
StatisticBasedCase,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2465231008,PeakMemory,3,1,64,1
