PhaseName,Sequence,Size,Scenario,RunIndex,CaseName,MetricValue,Iteration,Tool,MetricName
EMFResourceInitialization,1,2,BasicXform,2,StatisticBasedCase,233104,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,2,BasicXform,2,StatisticBasedCase,9517744,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,2,BasicXform,2,StatisticBasedCase,91225412,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,2,BasicXform,2,StatisticBasedCase,11888744,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,2,BasicXform,2,StatisticBasedCase,66088494,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,2,BasicXform,2,StatisticBasedCase,12900328,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,2,BasicXform,2,StatisticBasedCase,41972512,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Initialization,3,2,BasicXform,2,StatisticBasedCase,74184792,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation1,4,2,BasicXform,2,StatisticBasedCase,56920273,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,2,BasicXform,2,StatisticBasedCase,13982384,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,2,BasicXform,2,StatisticBasedCase,45113176,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,2,BasicXform,2,StatisticBasedCase,66588040,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,5,2,BasicXform,2,StatisticBasedCase,2682790,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,2,BasicXform,2,StatisticBasedCase,14046424,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,2,BasicXform,2,StatisticBasedCase,20907,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,2,BasicXform,2,StatisticBasedCase,14047296,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,2,BasicXform,2,StatisticBasedCase,35522056,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,6,2,BasicXform,2,StatisticBasedCase,35522056,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,7,2,BasicXform,2,StatisticBasedCase,2060935,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,2,BasicXform,2,StatisticBasedCase,14072688,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,2,BasicXform,2,StatisticBasedCase,21551,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,2,BasicXform,2,StatisticBasedCase,14073560,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,2,BasicXform,2,StatisticBasedCase,35548320,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,8,2,BasicXform,2,StatisticBasedCase,35548320,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,9,2,BasicXform,2,StatisticBasedCase,2058821,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,2,BasicXform,2,StatisticBasedCase,14101928,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,2,BasicXform,2,StatisticBasedCase,22126,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,2,BasicXform,2,StatisticBasedCase,14102800,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,2,BasicXform,2,StatisticBasedCase,35577560,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,10,2,BasicXform,2,StatisticBasedCase,35577560,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,11,2,BasicXform,2,StatisticBasedCase,2085775,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,2,BasicXform,2,StatisticBasedCase,14125568,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,2,BasicXform,2,StatisticBasedCase,21939,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,2,BasicXform,2,StatisticBasedCase,14126464,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,2,BasicXform,2,StatisticBasedCase,35601224,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,12,2,BasicXform,2,StatisticBasedCase,35601224,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,13,2,BasicXform,2,StatisticBasedCase,2660137,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,2,BasicXform,2,StatisticBasedCase,14149136,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,2,BasicXform,2,StatisticBasedCase,17338,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,2,BasicXform,2,StatisticBasedCase,14150008,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,2,BasicXform,2,StatisticBasedCase,35624768,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,2,BasicXform,2,StatisticBasedCase,24887488,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,16,BasicXform,1,StatisticBasedCase,305921,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
EMFResourceInitialization,1,16,BasicXform,1,StatisticBasedCase,9630840,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Generation,2,16,BasicXform,1,StatisticBasedCase,3880270048,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Generation,2,16,BasicXform,1,StatisticBasedCase,99685944,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,16,BasicXform,1,StatisticBasedCase,276836894,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Initialization,3,16,BasicXform,1,StatisticBasedCase,19423216,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,16,BasicXform,1,StatisticBasedCase,82382284,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Initialization,3,16,BasicXform,1,StatisticBasedCase,110383576,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,377965928,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,24918600,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,145555212,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,229642840,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,5,16,BasicXform,1,StatisticBasedCase,298563,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,5,16,BasicXform,1,StatisticBasedCase,24918584,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,360599381,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,24927760,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,151050676,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,235138216,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,7,16,BasicXform,1,StatisticBasedCase,311054,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,7,16,BasicXform,1,StatisticBasedCase,24927744,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,328935249,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,24937904,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,235147368,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,151059832,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,9,16,BasicXform,1,StatisticBasedCase,362976,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,9,16,BasicXform,1,StatisticBasedCase,24936648,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,293914062,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,24941576,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,151068748,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,235156296,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,11,16,BasicXform,1,StatisticBasedCase,231229,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,11,16,BasicXform,1,StatisticBasedCase,24940600,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,267575396,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,24951144,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,235160304,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,151072740,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,13,16,BasicXform,1,StatisticBasedCase,309606,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,13,16,BasicXform,1,StatisticBasedCase,24951392,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,259209563,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,24955024,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,235171008,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,151083476,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
EMFResourceInitialization,1,16,BasicXform,1,StatisticBasedCase,322223,1,BATCH_OPTIMIZED-TEMPLATE,Time
EMFResourceInitialization,1,16,BasicXform,1,StatisticBasedCase,9393640,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Generation,2,16,BasicXform,1,StatisticBasedCase,1900024158,1,BATCH_OPTIMIZED-TEMPLATE,Time
Generation,2,16,BasicXform,1,StatisticBasedCase,48430944,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,16,BasicXform,1,StatisticBasedCase,11748,1,BATCH_OPTIMIZED-TEMPLATE,Time
Initialization,3,16,BasicXform,1,StatisticBasedCase,12099688,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,16,BasicXform,1,StatisticBasedCase,32095536,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Initialization,3,16,BasicXform,1,StatisticBasedCase,22097712,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,29399626042,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,15910976,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,1450594832,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation1,4,16,BasicXform,1,StatisticBasedCase,684909837,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,5,16,BasicXform,1,StatisticBasedCase,299757,1,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,5,16,BasicXform,1,StatisticBasedCase,15911096,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,29428812679,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,16894984,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,1451154248,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,6,16,BasicXform,1,StatisticBasedCase,697461449,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,7,16,BasicXform,1,StatisticBasedCase,204543,2,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,7,16,BasicXform,1,StatisticBasedCase,16895072,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,29314298894,2,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,17929816,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,1452189456,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,8,16,BasicXform,1,StatisticBasedCase,791023609,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,9,16,BasicXform,1,StatisticBasedCase,171537,3,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,9,16,BasicXform,1,StatisticBasedCase,17929904,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,29681052597,3,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,18867984,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,662785623,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,10,16,BasicXform,1,StatisticBasedCase,1453091088,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,11,16,BasicXform,1,StatisticBasedCase,197039,4,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,11,16,BasicXform,1,StatisticBasedCase,18868096,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,29405109203,4,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,20004488,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,1454357032,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,12,16,BasicXform,1,StatisticBasedCase,722177486,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,13,16,BasicXform,1,StatisticBasedCase,174215,5,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,13,16,BasicXform,1,StatisticBasedCase,20004600,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,29520552395,5,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,20945736,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,1454960984,5,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,14,16,BasicXform,1,StatisticBasedCase,702561415,5,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
EMFResourceInitialization,1,1,BasicXform,3,StatisticBasedCase,198763,1,BATCH_OPTIMIZED-TEMPLATE,Time
EMFResourceInitialization,1,1,BasicXform,3,StatisticBasedCase,9223592,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Generation,2,1,BasicXform,3,StatisticBasedCase,78725088,1,BATCH_OPTIMIZED-TEMPLATE,Time
Generation,2,1,BasicXform,3,StatisticBasedCase,10382240,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,1,BasicXform,3,StatisticBasedCase,19418,1,BATCH_OPTIMIZED-TEMPLATE,Time
Initialization,3,1,BasicXform,3,StatisticBasedCase,9338312,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,1,BasicXform,3,StatisticBasedCase,30812752,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Initialization,3,1,BasicXform,3,StatisticBasedCase,20075632,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation1,4,1,BasicXform,3,StatisticBasedCase,90668197,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation1,4,1,BasicXform,3,StatisticBasedCase,9527360,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation1,4,1,BasicXform,3,StatisticBasedCase,245564456,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation1,4,1,BasicXform,3,StatisticBasedCase,138189060,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,5,1,BasicXform,3,StatisticBasedCase,77947,1,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,5,1,BasicXform,3,StatisticBasedCase,9527448,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,3,StatisticBasedCase,89922748,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,6,1,BasicXform,3,StatisticBasedCase,9585992,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,1,BasicXform,3,StatisticBasedCase,138378568,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,6,1,BasicXform,3,StatisticBasedCase,267228864,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,7,1,BasicXform,3,StatisticBasedCase,59533,2,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,7,1,BasicXform,3,StatisticBasedCase,9586080,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,3,StatisticBasedCase,90963627,2,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,8,1,BasicXform,3,StatisticBasedCase,9649432,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,1,BasicXform,3,StatisticBasedCase,149175100,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,8,1,BasicXform,3,StatisticBasedCase,267288440,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,9,1,BasicXform,3,StatisticBasedCase,102580,3,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,9,1,BasicXform,3,StatisticBasedCase,9649520,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,3,StatisticBasedCase,90991699,3,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,10,1,BasicXform,3,StatisticBasedCase,9708528,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,1,BasicXform,3,StatisticBasedCase,267350768,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,10,1,BasicXform,3,StatisticBasedCase,149237984,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,11,1,BasicXform,3,StatisticBasedCase,79169,4,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,11,1,BasicXform,3,StatisticBasedCase,9708640,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,3,StatisticBasedCase,93229532,4,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,12,1,BasicXform,3,StatisticBasedCase,9783736,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,1,BasicXform,3,StatisticBasedCase,267411968,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,12,1,BasicXform,3,StatisticBasedCase,149298156,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,13,1,BasicXform,3,StatisticBasedCase,114783,5,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,13,1,BasicXform,3,StatisticBasedCase,9783872,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,3,StatisticBasedCase,93794152,5,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,14,1,BasicXform,3,StatisticBasedCase,9846008,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,1,BasicXform,3,StatisticBasedCase,267484312,5,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,14,1,BasicXform,3,StatisticBasedCase,149371932,5,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
EMFResourceInitialization,1,32,BasicXform,2,StatisticBasedCase,336086,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
EMFResourceInitialization,1,32,BasicXform,2,StatisticBasedCase,9718464,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Generation,2,32,BasicXform,2,StatisticBasedCase,15268350113,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Generation,2,32,BasicXform,2,StatisticBasedCase,385539112,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,32,BasicXform,2,StatisticBasedCase,2205192164,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Initialization,3,32,BasicXform,2,StatisticBasedCase,188448016,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,32,BasicXform,2,StatisticBasedCase,506530316,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Initialization,3,32,BasicXform,2,StatisticBasedCase,820548320,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation1,4,32,BasicXform,2,StatisticBasedCase,295831575,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation1,4,32,BasicXform,2,StatisticBasedCase,204153480,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation1,4,32,BasicXform,2,StatisticBasedCase,331616084,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation1,4,32,BasicXform,2,StatisticBasedCase,443465168,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
Modification,5,32,BasicXform,2,StatisticBasedCase,730629,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,5,32,BasicXform,2,StatisticBasedCase,204161064,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,32,BasicXform,2,StatisticBasedCase,326976921,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,6,32,BasicXform,2,StatisticBasedCase,204579560,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,32,BasicXform,2,StatisticBasedCase,363435440,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation2,6,32,BasicXform,2,StatisticBasedCase,459178376,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
Modification,7,32,BasicXform,2,StatisticBasedCase,503076,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,7,32,BasicXform,2,StatisticBasedCase,204599496,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,32,BasicXform,2,StatisticBasedCase,311815563,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,8,32,BasicXform,2,StatisticBasedCase,204607952,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,32,BasicXform,2,StatisticBasedCase,395192272,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,8,32,BasicXform,2,StatisticBasedCase,331661604,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,9,32,BasicXform,2,StatisticBasedCase,509973,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,9,32,BasicXform,2,StatisticBasedCase,204613552,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,32,BasicXform,2,StatisticBasedCase,301749532,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,10,32,BasicXform,2,StatisticBasedCase,205147424,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,32,BasicXform,2,StatisticBasedCase,331675644,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
M2MTransformation2,10,32,BasicXform,2,StatisticBasedCase,395206296,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
Modification,11,32,BasicXform,2,StatisticBasedCase,485114,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,11,32,BasicXform,2,StatisticBasedCase,205153256,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,32,BasicXform,2,StatisticBasedCase,283269458,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,12,32,BasicXform,2,StatisticBasedCase,205422544,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,32,BasicXform,2,StatisticBasedCase,395746096,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,12,32,BasicXform,2,StatisticBasedCase,332215408,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,13,32,BasicXform,2,StatisticBasedCase,563297,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,13,32,BasicXform,2,StatisticBasedCase,205428296,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,32,BasicXform,2,StatisticBasedCase,273976164,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,14,32,BasicXform,2,StatisticBasedCase,205432728,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
