Tool,Size,PhaseName,Scenario,RunIndex,CaseName,MetricName,MetricValue,Sequence,Iteration
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,PeakMemory,1443423176,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,AverageMemory,635206021,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Time,180411,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Memory,17165712,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Time,24865518264,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Memory,17173528,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,AverageMemory,655638768,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,PeakMemory,1446728248,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Time,129750,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Memory,17173632,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Time,24308578419,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Memory,17176760,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,PeakMemory,1448632568,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,AverageMemory,700016390,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Time,131582,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Memory,17176896,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Time,24120728121,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Memory,17179200,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,PeakMemory,1448656368,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,AverageMemory,676945106,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Time,140850,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Modification,BasicXform,2,StatisticBasedCase,Memory,17179312,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Time,25236189219,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,Memory,17181312,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,PeakMemory,1449178936,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,M2MTransformation2,BasicXform,2,StatisticBasedCase,AverageMemory,642760716,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Time,436368,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Memory,9594336,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Generation,BasicXform,1,StatisticBasedCase,Time,862586922,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Generation,BasicXform,1,StatisticBasedCase,Memory,32934760,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Initialization,BasicXform,1,StatisticBasedCase,Time,120441821,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Initialization,BasicXform,1,StatisticBasedCase,Memory,14509176,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Initialization,BasicXform,1,StatisticBasedCase,PeakMemory,75117104,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Initialization,BasicXform,1,StatisticBasedCase,AverageMemory,53642268,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation1,BasicXform,1,StatisticBasedCase,Time,160712249,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation1,BasicXform,1,StatisticBasedCase,Memory,17032144,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation1,BasicXform,1,StatisticBasedCase,PeakMemory,111146552,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation1,BasicXform,1,StatisticBasedCase,AverageMemory,68196864,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Time,292459,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Memory,17032352,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,164089257,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,17043096,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,70720260,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,102932536,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Time,279935,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Memory,17043080,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,146454754,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,17058520,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,124418160,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,70731008,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Time,188524,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Memory,17058504,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,133470830,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,17081632,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,102958776,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,70746456,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Time,188433,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Memory,17081640,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,133607075,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,17088728,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,102981880,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,70769588,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Time,232356,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Modification,BasicXform,1,StatisticBasedCase,Memory,17088768,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,115848184,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,17095600,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,70776696,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,102988992,14,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,EMFResourceInitialization,BasicXform,5,StatisticBasedCase,Time,283995,1,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,EMFResourceInitialization,BasicXform,5,StatisticBasedCase,Memory,10167832,1,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Generation,BasicXform,5,StatisticBasedCase,Time,12867905447,2,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Generation,BasicXform,5,StatisticBasedCase,Memory,386876424,2,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Initialization,BasicXform,5,StatisticBasedCase,Time,2724202265,3,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Initialization,BasicXform,5,StatisticBasedCase,Memory,217919592,3,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Initialization,BasicXform,5,StatisticBasedCase,AverageMemory,503510917,3,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Initialization,BasicXform,5,StatisticBasedCase,PeakMemory,937091704,3,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation1,BasicXform,5,StatisticBasedCase,Time,3096265144,4,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation1,BasicXform,5,StatisticBasedCase,Memory,431780824,4,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation1,BasicXform,5,StatisticBasedCase,PeakMemory,1273114600,4,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation1,BasicXform,5,StatisticBasedCase,AverageMemory,845135694,4,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Time,7740021,5,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Memory,432114864,5,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Time,3931,6,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Memory,432115744,6,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,PeakMemory,495920512,6,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,AverageMemory,464018228,6,1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Time,6149844,7,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Memory,432352464,7,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Time,4488,8,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Memory,432353344,8,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,AverageMemory,464255828,8,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,PeakMemory,496158112,8,2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Time,6008557,9,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Memory,432591312,9,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Time,3801,10,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Memory,432592992,10,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,AverageMemory,464494676,10,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,PeakMemory,496396960,10,3
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Time,5917676,11,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Memory,432831136,11,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Time,4265,12,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Memory,432832040,12,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,PeakMemory,496636808,12,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,AverageMemory,464734524,12,4
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Time,6351276,13,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,Modification,BasicXform,5,StatisticBasedCase,Memory,433070248,13,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Time,3622,14,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,Memory,433071128,14,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,AverageMemory,464973612,14,5
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,32,M2MTransformation2,BasicXform,5,StatisticBasedCase,PeakMemory,496875896,14,5
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Time,197327,1,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Memory,9518424,1,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Generation,BasicXform,1,StatisticBasedCase,Time,42891811,2,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Generation,BasicXform,1,StatisticBasedCase,Memory,10788720,2,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,BasicXform,1,StatisticBasedCase,Time,28263523,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,BasicXform,1,StatisticBasedCase,Memory,10829424,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,BasicXform,1,StatisticBasedCase,AverageMemory,57953960,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Initialization,BasicXform,1,StatisticBasedCase,PeakMemory,63322680,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,BasicXform,1,StatisticBasedCase,Time,15987925,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,BasicXform,1,StatisticBasedCase,Memory,11324976,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,BasicXform,1,StatisticBasedCase,PeakMemory,64513968,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation1,BasicXform,1,StatisticBasedCase,AverageMemory,48407824,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,BasicXform,1,StatisticBasedCase,Time,426423,5,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,Modification,BasicXform,1,StatisticBasedCase,Memory,11333072,5,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,17353059,6,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,11369288,6,1
