Tool,Size,PhaseName,Scenario,RunIndex,CaseName,MetricName,MetricValue,Sequence,Iteration
INCR_VIATRA_AGGREGATED-TEMPLATE,2,Modification,BasicXform,3,StatisticBasedCase,Memory,13697792,9,3
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Time,16570578,10,3
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Memory,13790408,10,3
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,PeakMemory,56648328,10,3
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,AverageMemory,35173472,10,3
INCR_VIATRA_AGGREGATED-TEMPLATE,2,Modification,BasicXform,3,StatisticBasedCase,Time,378782,11,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,Modification,BasicXform,3,StatisticBasedCase,Memory,13794280,11,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Time,16675951,12,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Memory,13820160,12,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,PeakMemory,56744840,12,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,AverageMemory,35269984,12,4
INCR_VIATRA_AGGREGATED-TEMPLATE,2,Modification,BasicXform,3,StatisticBasedCase,Time,391453,13,5
INCR_VIATRA_AGGREGATED-TEMPLATE,2,Modification,BasicXform,3,StatisticBasedCase,Memory,13824088,13,5
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Time,16481361,14,5
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,Memory,13849648,14,5
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,AverageMemory,35299768,14,5
INCR_VIATRA_AGGREGATED-TEMPLATE,2,M2MTransformation2,BasicXform,3,StatisticBasedCase,PeakMemory,56774624,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Time,243157,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Memory,9701744,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Generation,BasicXform,4,StatisticBasedCase,Time,3123617469,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Generation,BasicXform,4,StatisticBasedCase,Memory,100171232,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,4,StatisticBasedCase,Time,255937611,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,4,StatisticBasedCase,Memory,27293424,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,4,StatisticBasedCase,AverageMemory,87443720,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,4,StatisticBasedCase,PeakMemory,119964120,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,4,StatisticBasedCase,Time,110998897726,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,4,StatisticBasedCase,Memory,29742656,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,4,StatisticBasedCase,PeakMemory,2180016696,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,4,StatisticBasedCase,AverageMemory,1056615239,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Time,448379,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Memory,29743008,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,111611575529,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,29761656,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,1043418386,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,3071958104,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Time,251722,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Memory,29761752,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,111918094981,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,29766544,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,1296926892,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,2853105104,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Time,191664,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Memory,29766672,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,111856280160,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,29767392,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,2229854488,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,990487285,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Time,183331,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Memory,29767584,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,112753991036,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,29771720,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,1285415674,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,3037283288,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Time,226980,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,4,StatisticBasedCase,Memory,29771904,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,112397943782,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,29775080,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,2625657984,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,1229849537,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Time,368508,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,Memory,9701688,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Generation,BasicXform,1,StatisticBasedCase,Time,1875197653,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Generation,BasicXform,1,StatisticBasedCase,Memory,49295968,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,1,StatisticBasedCase,Time,261187950,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,1,StatisticBasedCase,Memory,26799320,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,1,StatisticBasedCase,AverageMemory,69405132,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Initialization,BasicXform,1,StatisticBasedCase,PeakMemory,105757408,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,1,StatisticBasedCase,Time,98613691135,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,1,StatisticBasedCase,Memory,29219808,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,1,StatisticBasedCase,PeakMemory,1450236472,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation1,BasicXform,1,StatisticBasedCase,AverageMemory,694956674,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Time,352049,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Memory,29220128,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,99654667615,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,29222312,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,1461090624,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,713220403,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Time,270460,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Memory,29222408,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,99478849717,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,29226744,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,1462262264,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,742108677,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Time,181236,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Memory,29226848,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,100213750027,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,29227824,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,1462838360,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,749257020,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Time,183787,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Memory,29228016,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,99822152885,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,29232504,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,738819100,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,1462839536,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Time,222488,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,Modification,BasicXform,1,StatisticBasedCase,Memory,29232760,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Time,99362798057,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,Memory,29237216,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,PeakMemory,1462854248,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,16,M2MTransformation2,BasicXform,1,StatisticBasedCase,AverageMemory,745929273,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Time,180264,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Memory,9867040,1,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Generation,BasicXform,4,StatisticBasedCase,Time,13776729484,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Generation,BasicXform,4,StatisticBasedCase,Memory,386579568,2,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Initialization,BasicXform,4,StatisticBasedCase,Time,484422340,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Initialization,BasicXform,4,StatisticBasedCase,Memory,46909208,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Initialization,BasicXform,4,StatisticBasedCase,PeakMemory,178430496,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Initialization,BasicXform,4,StatisticBasedCase,AverageMemory,130200884,3,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation1,BasicXform,4,StatisticBasedCase,Time,527691491,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation1,BasicXform,4,StatisticBasedCase,Memory,69477664,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation1,BasicXform,4,StatisticBasedCase,AverageMemory,239647632,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation1,BasicXform,4,StatisticBasedCase,PeakMemory,368139504,4,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Time,524638,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Memory,69478024,5,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,463981017,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,69502304,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,390708600,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,262216676,6,1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Time,400187,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Memory,69502664,7,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,413348652,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,69500072,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,262241392,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,390733392,8,2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Time,395934,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Memory,69500440,9,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,394170684,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,69516496,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,262239272,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,390731376,10,3
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Time,315253,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Memory,69516888,11,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,435061004,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,69518000,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,390747704,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,262255672,12,4
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Time,343688,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,Modification,BasicXform,4,StatisticBasedCase,Memory,69518488,13,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,438705041,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,69523800,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,390749056,14,5
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,32,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,262257136,14,5
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Time,841502,1,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,EMFResourceInitialization,BasicXform,4,StatisticBasedCase,Memory,10232136,1,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Generation,BasicXform,4,StatisticBasedCase,Time,67544813404,2,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Generation,BasicXform,4,StatisticBasedCase,Memory,1815909728,2,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Initialization,BasicXform,4,StatisticBasedCase,Time,4441207903,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Initialization,BasicXform,4,StatisticBasedCase,Memory,461408400,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Initialization,BasicXform,4,StatisticBasedCase,AverageMemory,966979797,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Initialization,BasicXform,4,StatisticBasedCase,PeakMemory,1789079040,3,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation1,BasicXform,4,StatisticBasedCase,Time,651455092,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation1,BasicXform,4,StatisticBasedCase,Memory,513915584,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation1,BasicXform,4,StatisticBasedCase,AverageMemory,651907988,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation1,BasicXform,4,StatisticBasedCase,PeakMemory,843303600,4,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Time,1243894,5,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Memory,513923080,5,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,735720205,6,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,515010000,6,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,733014860,6,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,953138352,6,1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Time,914275,7,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Memory,515015976,7,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,702334950,8,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,515039616,8,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,734107772,8,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,898426048,8,2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Time,699147,9,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Memory,515044736,9,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Time,677011245,10,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,Memory,515057296,10,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,PeakMemory,954259992,10,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,M2MTransformation2,BasicXform,4,StatisticBasedCase,AverageMemory,734136508,10,3
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Time,670235,11,4
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,64,Modification,BasicXform,4,StatisticBasedCase,Memory,515062472,11,4
