PhaseName,RunIndex,Size,MetricName,Sequence,Tool,Iteration,CaseName,Scenario,MetricValue
M2MTransformation2,1,4,Memory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,22667760
M2MTransformation2,1,4,PeakMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,65624360
M2MTransformation2,1,4,AverageMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,54881596
Modification,1,4,Time,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,555814
Modification,1,4,Memory,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,22826536
M2MTransformation2,1,4,Time,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,53587331
M2MTransformation2,1,4,Memory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,22841024
M2MTransformation2,1,4,PeakMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,65797760
M2MTransformation2,1,4,AverageMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,55055088
Modification,1,4,Time,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,238053
Modification,1,4,Memory,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,22868744
M2MTransformation2,1,4,Time,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,52275519
M2MTransformation2,1,4,Memory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,22899808
M2MTransformation2,1,4,AverageMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,55097312
M2MTransformation2,1,4,PeakMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,65839976
Modification,1,4,Time,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,244527
Modification,1,4,Memory,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,22931824
M2MTransformation2,1,4,Time,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,49660605
M2MTransformation2,1,4,Memory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,22954384
M2MTransformation2,1,4,AverageMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,55160400
M2MTransformation2,1,4,PeakMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,65903096
EMFResourceInitialization,3,32,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,544739
EMFResourceInitialization,3,32,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,11397392
Generation,3,32,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,13476022718
Generation,3,32,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,790894904
Initialization,3,32,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1189487710
Initialization,3,32,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,329592184
Initialization,3,32,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,936108544
Initialization,3,32,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,610071218
M2MTransformation1,3,32,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,437807908
M2MTransformation1,3,32,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,367303592
M2MTransformation1,3,32,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,618685280
M2MTransformation1,3,32,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,474139012
Modification,3,32,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,683021
Modification,3,32,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,367346160
M2MTransformation2,3,32,Time,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,404884591
M2MTransformation2,3,32,Memory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,367366544
M2MTransformation2,3,32,PeakMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,623157336
M2MTransformation2,3,32,AverageMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,527228348
Modification,3,32,Time,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,648659
Modification,3,32,Memory,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,367381104
M2MTransformation2,3,32,Time,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,333725655
M2MTransformation2,3,32,Memory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,367394192
M2MTransformation2,3,32,AverageMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,528469148
M2MTransformation2,3,32,PeakMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,625121648
Modification,3,32,Time,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,691118
Modification,3,32,Memory,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,367408896
M2MTransformation2,3,32,Time,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,315684400
M2MTransformation2,3,32,Memory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,367421960
M2MTransformation2,3,32,PeakMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,625149464
M2MTransformation2,3,32,AverageMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,528496952
Modification,3,32,Time,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,579495
Modification,3,32,Memory,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,367436848
M2MTransformation2,3,32,Time,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,293751801
M2MTransformation2,3,32,Memory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,367450248
M2MTransformation2,3,32,AverageMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,528525100
M2MTransformation2,3,32,PeakMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,625177784
Modification,3,32,Time,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,532172
Modification,3,32,Memory,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,367465296
M2MTransformation2,3,32,Time,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,332307540
M2MTransformation2,3,32,Memory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,367478352
M2MTransformation2,3,32,AverageMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,528553348
M2MTransformation2,3,32,PeakMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,625205856
EMFResourceInitialization,1,64,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1032926
EMFResourceInitialization,1,64,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,11764264
Generation,1,64,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,75047732492
Generation,1,64,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,3443361984
Initialization,1,64,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,9160324538
Initialization,1,64,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1658894184
Initialization,1,64,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1413923964
Initialization,1,64,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,2806200576
M2MTransformation1,1,64,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,882352688
M2MTransformation1,1,64,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1751383128
M2MTransformation1,1,64,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1938256160
M2MTransformation1,1,64,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,2218213608
Modification,1,64,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1079171
Modification,1,64,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1751468096
M2MTransformation2,1,64,Time,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,813197830
M2MTransformation2,1,64,Memory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,1751535992
M2MTransformation2,1,64,AverageMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,2065095356
M2MTransformation2,1,64,PeakMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,BasicXform,2345708744
Modification,1,64,Time,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,1075230
Modification,1,64,Memory,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,1751563160
M2MTransformation2,1,64,Time,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,716699734
M2MTransformation2,1,64,Memory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,1751577224
M2MTransformation2,1,64,PeakMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,2345803936
M2MTransformation2,1,64,AverageMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,BasicXform,2065190484
Modification,1,64,Time,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,1088519
Modification,1,64,Memory,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,1751604664
M2MTransformation2,1,64,Time,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,706234996
M2MTransformation2,1,64,Memory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,1751618752
M2MTransformation2,1,64,AverageMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,2065231912
M2MTransformation2,1,64,PeakMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,BasicXform,2345845288
Modification,1,64,Time,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,1112900
Modification,1,64,Memory,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,1751646440
M2MTransformation2,1,64,Time,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,698754872
M2MTransformation2,1,64,Memory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,1751660792
M2MTransformation2,1,64,AverageMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,2065273804
M2MTransformation2,1,64,PeakMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,BasicXform,2345887272
Modification,1,64,Time,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,1001103
Modification,1,64,Memory,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,1751688416
M2MTransformation2,1,64,Time,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,769263592
M2MTransformation2,1,64,Memory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,1751702512
M2MTransformation2,1,64,AverageMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,2065315872
M2MTransformation2,1,64,PeakMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,BasicXform,2345929424
EMFResourceInitialization,1,4,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,381330
EMFResourceInitialization,1,4,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11117568
Generation,1,4,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,367735664
Generation,1,4,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,25442512
Initialization,1,4,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,126103121
Initialization,1,4,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,14214424
Initialization,1,4,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,54580304
Initialization,1,4,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,43837636
M2MTransformation1,1,4,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,213274919
M2MTransformation1,1,4,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,15624736
M2MTransformation1,1,4,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,100156312
M2MTransformation1,1,4,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,67928300
Modification,1,4,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,171685
Modification,1,4,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,15624760
M2MTransformation2,1,4,Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,128715303
M2MTransformation2,1,4,Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,15642168
M2MTransformation2,1,4,PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,101566680
M2MTransformation2,1,4,AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,69338660
Modification,1,4,Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,117521
Modification,1,4,Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,15642960
M2MTransformation2,1,4,Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,97923580
M2MTransformation2,1,4,Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,15649832
M2MTransformation2,1,4,AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,69356880
M2MTransformation2,1,4,PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,101584920
Modification,1,4,Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,137689
Modification,1,4,Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,15650616
M2MTransformation2,1,4,Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,88631343
M2MTransformation2,1,4,Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,15657624
M2MTransformation2,1,4,AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,69364520
M2MTransformation2,1,4,PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,101592544
Modification,1,4,Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,110081
Modification,1,4,Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,15658432
M2MTransformation2,1,4,Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,85763036
M2MTransformation2,1,4,Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,15665512
M2MTransformation2,1,4,AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,69372452
M2MTransformation2,1,4,PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,101600568
Modification,1,4,Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,104882
Modification,1,4,Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,15666320
M2MTransformation2,1,4,Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,85081666
M2MTransformation2,1,4,Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,15677256
M2MTransformation2,1,4,PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,101608240
M2MTransformation2,1,4,AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,69380220
EMFResourceInitialization,2,4,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,794994
EMFResourceInitialization,2,4,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,11170736
Generation,2,4,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,436365612
Generation,2,4,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,24176168
Initialization,2,4,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,140099598
Initialization,2,4,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,21310016
Initialization,2,4,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,43884300
Initialization,2,4,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,54626968
M2MTransformation1,2,4,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,248645890
M2MTransformation1,2,4,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,25903920
M2MTransformation1,2,4,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,53538548
M2MTransformation1,2,4,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,64281216
Modification,2,4,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,2893154
Modification,2,4,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,26331192
M2MTransformation2,2,4,Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,16177
M2MTransformation2,2,4,Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,26331752
M2MTransformation2,2,4,PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,47817072
M2MTransformation2,2,4,AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,37074512
Modification,2,4,Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,2032641
Modification,2,4,Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,26363472
M2MTransformation2,2,4,Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,16069
M2MTransformation2,2,4,Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,26364032
M2MTransformation2,2,4,PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,47849352
M2MTransformation2,2,4,AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,47849352
Modification,2,4,Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,2513930
Modification,2,4,Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,26395616
M2MTransformation2,2,4,Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,24808
M2MTransformation2,2,4,Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,26396176
M2MTransformation2,2,4,AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,47881496
M2MTransformation2,2,4,PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,47881496
Modification,2,4,Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,2436402
Modification,2,4,Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,26429168
M2MTransformation2,2,4,Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,16007
M2MTransformation2,2,4,Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,26429752
M2MTransformation2,2,4,PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,47915072
M2MTransformation2,2,4,AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,37172512
Modification,2,4,Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,2749162
Modification,2,4,Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,26463736
M2MTransformation2,2,4,Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,28966
M2MTransformation2,2,4,Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,26464296
M2MTransformation2,2,4,AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,23974808
M2MTransformation2,2,4,PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,69434960
EMFResourceInitialization,1,64,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,667973
EMFResourceInitialization,1,64,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11800416
Generation,1,64,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,58092798189
Generation,1,64,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,1662708912
