MetricName,PhaseName,Scenario,Tool,Size,RunIndex,Sequence,Iteration,MetricValue,CaseName
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,12,4,1057562072,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,12,4,1540417336,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,12,4,1298034556,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,13,5,457202,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,13,5,1057573144,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,14,5,617644867,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,14,5,1059680728,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,14,5,1318650280,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,3,14,5,1539561048,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,1,1,182354,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,1,1,9545648,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,2,1,190282675,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,2,1,13475888,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,3,1,55248300,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,3,1,13374008,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,3,1,52971124,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,3,1,95920832,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,4,1,89685107,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,4,1,15450312,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,4,1,56324328,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,4,1,77799168,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,5,1,171807,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,5,1,15450088,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,6,1,87307328,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,6,1,15456360,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,6,1,58400624,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,6,1,79875480,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,7,2,184438,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,7,2,15456840,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,8,2,79937101,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,8,2,15466000,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,8,2,79882208,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,8,2,58407364,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,9,3,263115,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,9,3,15466368,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,10,3,74163119,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,10,3,15474936,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,10,3,58416900,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,10,3,79891752,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,11,4,175936,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,11,4,15475440,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,12,4,80216341,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,12,4,15497248,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,12,4,101375744,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,12,4,58426016,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,13,5,181048,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,13,5,15497680,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,14,5,79548435,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,14,5,15505048,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,14,5,58448236,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,1,14,5,79923112,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,1,1,201901,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,1,1,10195128,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,2,1,67913883639,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,2,1,1727738120,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,3,1,10273956696,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,3,1,993717832,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,3,1,2496058256,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,3,1,977815777,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,4,1,577359635,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,4,1,1056824232,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,4,1,1441917696,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,4,1,1238130340,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,5,1,1061633,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,5,1,1056871016,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,6,1,676665330,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,6,1,1058189848,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,6,1,1503742488,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,6,1,1300619436,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,7,2,727953,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,7,2,1058199616,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,8,2,621202999,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,8,2,1058205816,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,8,2,1301947860,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,8,2,1547024312,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,9,3,740753,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,9,3,1058216128,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,10,3,613085926,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,10,3,1058229496,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,10,3,1301964264,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,10,3,1505087064,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,11,4,704729,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,11,4,1058240520,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,12,4,680201694,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,12,4,1058769464,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,12,4,1505111648,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,12,4,1301988780,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,13,5,508305,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,13,5,1058780568,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,14,5,597786597,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,14,5,1060891464,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,14,5,1505651808,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64,2,14,5,1302528856,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,1,1,224358,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,1,1,10303552,StatisticBasedCase
Time,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,2,1,67078837371,StatisticBasedCase
Memory,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,2,1,1728359536,StatisticBasedCase
Time,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,3,1,11059037009,StatisticBasedCase
Memory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,3,1,1032913648,StatisticBasedCase
PeakMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,3,1,2668218152,StatisticBasedCase
AverageMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,3,1,1053661656,StatisticBasedCase
Time,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,4,1,1558212456,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,4,1,1113942904,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,4,1,1597951208,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,4,1,1339394069,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,5,1,20767979,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,5,1,1120322440,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,6,1,51224,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,6,1,1120323320,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,6,1,1162115912,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,6,1,1162115912,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,7,2,2014926,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,7,2,1120350424,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,8,2,18013,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,8,2,1120351304,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,8,2,1162143896,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,8,2,1162143896,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,9,3,1726521,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,9,3,1120379176,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,10,3,15612,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,10,3,1120380256,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,10,3,1162172648,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,10,3,1167228708,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,11,4,1814144,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,11,4,1120408400,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,12,4,18461,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,12,4,1120409304,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,12,4,1141305716,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,12,4,1162201928,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,13,5,1390686,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,13,5,1120437560,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,14,5,16897,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,14,5,1120438440,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,14,5,1162231032,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,2,14,5,1162231032,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,1,1,163213,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,1,1,9682032,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,2,1,3154463109,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,2,1,101387216,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,3,1,115085186,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,3,1,21333736,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,3,1,86909232,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,3,1,140379304,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,4,1,374227645,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,4,1,31480336,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,4,1,191396844,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,4,1,318943696,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,5,1,357331,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,5,1,31479976,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,6,1,362917299,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,6,1,31486672,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,6,1,329090256,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,6,1,201543336,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,7,2,280003,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,7,2,31487040,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,8,2,321154797,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,8,2,31496208,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,8,2,201550340,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,8,2,372046896,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,9,3,211974,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,9,3,31495632,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,10,3,308951716,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,10,3,31499416,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,10,3,201558996,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,10,3,329105920,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,11,4,267858,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,11,4,31499912,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,12,4,343690590,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,12,4,31508736,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,12,4,329110168,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,12,4,201563272,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,13,5,412651,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,13,5,31509128,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,14,5,318726377,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,14,5,31514264,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,14,5,201572452,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,2,14,5,329119336,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,1,1,257974,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,1,1,9626296,StatisticBasedCase
Time,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,2,1,298181537,StatisticBasedCase
Memory,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,2,1,16329008,StatisticBasedCase
Time,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,3,1,88310943,StatisticBasedCase
Memory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,3,1,17208312,StatisticBasedCase
PeakMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,3,1,96014568,StatisticBasedCase
AverageMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,3,1,53064864,StatisticBasedCase
Time,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,4,1,91884171,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,4,1,20307560,StatisticBasedCase
