MetricValue,Iteration,Scenario,RunIndex,Tool,Size,Sequence,MetricName,CaseName,PhaseName
101482008,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,10,PeakMemory,StatisticBasedCase,M2MTransformation2
69253952,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,10,AverageMemory,StatisticBasedCase,M2MTransformation2
113962,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,11,Time,StatisticBasedCase,Modification
15545560,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,11,Memory,StatisticBasedCase,Modification
80735531,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,12,Time,StatisticBasedCase,M2MTransformation2
15550376,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,12,Memory,StatisticBasedCase,M2MTransformation2
69259516,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,12,AverageMemory,StatisticBasedCase,M2MTransformation2
101487568,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,12,PeakMemory,StatisticBasedCase,M2MTransformation2
114371,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,13,Time,StatisticBasedCase,Modification
15551176,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,13,Memory,StatisticBasedCase,Modification
77645793,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,14,Time,StatisticBasedCase,M2MTransformation2
15555688,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,14,Memory,StatisticBasedCase,M2MTransformation2
69265088,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,14,AverageMemory,StatisticBasedCase,M2MTransformation2
101493120,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,14,PeakMemory,StatisticBasedCase,M2MTransformation2
1001516,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,Time,StatisticBasedCase,EMFResourceInitialization
11156864,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,Memory,StatisticBasedCase,EMFResourceInitialization
380932509,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,Time,StatisticBasedCase,Generation
24329528,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,Memory,StatisticBasedCase,Generation
116862994,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,Time,StatisticBasedCase,Initialization
22369608,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,Memory,StatisticBasedCase,Initialization
43861336,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,AverageMemory,StatisticBasedCase,Initialization
54604008,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,PeakMemory,StatisticBasedCase,Initialization
259118227,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,4,Time,StatisticBasedCase,M2MTransformation1
26902968,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,4,Memory,StatisticBasedCase,M2MTransformation1
54596864,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,4,AverageMemory,StatisticBasedCase,M2MTransformation1
65339536,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,4,PeakMemory,StatisticBasedCase,M2MTransformation1
2988129,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,5,Time,StatisticBasedCase,Modification
27329680,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,5,Memory,StatisticBasedCase,Modification
21135,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,6,Time,StatisticBasedCase,M2MTransformation2
27330240,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,6,Memory,StatisticBasedCase,M2MTransformation2
48815560,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,6,PeakMemory,StatisticBasedCase,M2MTransformation2
48815560,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,6,AverageMemory,StatisticBasedCase,M2MTransformation2
2247823,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,7,Time,StatisticBasedCase,Modification
27369400,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,7,Memory,StatisticBasedCase,Modification
18248,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,8,Time,StatisticBasedCase,M2MTransformation2
27369960,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,8,Memory,StatisticBasedCase,M2MTransformation2
38112720,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,8,AverageMemory,StatisticBasedCase,M2MTransformation2
48855280,2,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,8,PeakMemory,StatisticBasedCase,M2MTransformation2
2282215,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,9,Time,StatisticBasedCase,Modification
27409248,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,9,Memory,StatisticBasedCase,Modification
15826,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,10,Time,StatisticBasedCase,M2MTransformation2
27409808,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,10,Memory,StatisticBasedCase,M2MTransformation2
48895128,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,10,AverageMemory,StatisticBasedCase,M2MTransformation2
48895128,3,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,10,PeakMemory,StatisticBasedCase,M2MTransformation2
2266176,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,11,Time,StatisticBasedCase,Modification
27449888,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,11,Memory,StatisticBasedCase,Modification
15653,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,12,Time,StatisticBasedCase,M2MTransformation2
27450472,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,12,Memory,StatisticBasedCase,M2MTransformation2
48935792,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,12,AverageMemory,StatisticBasedCase,M2MTransformation2
48935792,4,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,12,PeakMemory,StatisticBasedCase,M2MTransformation2
2455053,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,13,Time,StatisticBasedCase,Modification
27489600,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,13,Memory,StatisticBasedCase,Modification
17273,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,14,Time,StatisticBasedCase,M2MTransformation2
27490160,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,14,Memory,StatisticBasedCase,M2MTransformation2
48975480,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,14,PeakMemory,StatisticBasedCase,M2MTransformation2
38232920,5,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,14,AverageMemory,StatisticBasedCase,M2MTransformation2
992411,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,1,Time,StatisticBasedCase,EMFResourceInitialization
11785176,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,1,Memory,StatisticBasedCase,EMFResourceInitialization
103764945823,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,2,Time,StatisticBasedCase,Generation
3487431272,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,2,Memory,StatisticBasedCase,Generation
2710968416,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,Time,StatisticBasedCase,Initialization
238505128,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,Memory,StatisticBasedCase,Initialization
615001103,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,AverageMemory,StatisticBasedCase,Initialization
1183236568,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,PeakMemory,StatisticBasedCase,Initialization
1564285542,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,Time,StatisticBasedCase,M2MTransformation1
275226832,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,Memory,StatisticBasedCase,M2MTransformation1
925430421,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,AverageMemory,StatisticBasedCase,M2MTransformation1
1612927800,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,PeakMemory,StatisticBasedCase,M2MTransformation1
934286,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,5,Time,StatisticBasedCase,Modification
275227760,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,5,Memory,StatisticBasedCase,Modification
1201059940,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,Time,StatisticBasedCase,M2MTransformation2
275269848,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,Memory,StatisticBasedCase,M2MTransformation2
1640067720,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,PeakMemory,StatisticBasedCase,M2MTransformation2
1099818813,1,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,AverageMemory,StatisticBasedCase,M2MTransformation2
935127,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,7,Time,StatisticBasedCase,Modification
275270648,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,7,Memory,StatisticBasedCase,Modification
1096879424,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,Time,StatisticBasedCase,M2MTransformation2
275277432,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,Memory,StatisticBasedCase,M2MTransformation2
1677105336,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,PeakMemory,StatisticBasedCase,M2MTransformation2
1167347506,2,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,AverageMemory,StatisticBasedCase,M2MTransformation2
916383,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,9,Time,StatisticBasedCase,Modification
275278232,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,9,Memory,StatisticBasedCase,Modification
1079339994,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,Time,StatisticBasedCase,M2MTransformation2
275284976,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,Memory,StatisticBasedCase,M2MTransformation2
1673832992,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,PeakMemory,StatisticBasedCase,M2MTransformation2
1179394648,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,AverageMemory,StatisticBasedCase,M2MTransformation2
1127689,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,11,Time,StatisticBasedCase,Modification
275285800,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,11,Memory,StatisticBasedCase,Modification
1080158888,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,Time,StatisticBasedCase,M2MTransformation2
275292912,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,Memory,StatisticBasedCase,M2MTransformation2
1178001949,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,AverageMemory,StatisticBasedCase,M2MTransformation2
1671674520,4,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,PeakMemory,StatisticBasedCase,M2MTransformation2
863229,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,13,Time,StatisticBasedCase,Modification
275293736,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,13,Memory,StatisticBasedCase,Modification
1082595046,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,Time,StatisticBasedCase,M2MTransformation2
275300520,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,Memory,StatisticBasedCase,M2MTransformation2
1177085024,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,AverageMemory,StatisticBasedCase,M2MTransformation2
1670251824,5,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,PeakMemory,StatisticBasedCase,M2MTransformation2
1104419,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,Time,StatisticBasedCase,EMFResourceInitialization
11112944,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,Memory,StatisticBasedCase,EMFResourceInitialization
933922865,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,Time,StatisticBasedCase,Generation
55410008,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,Memory,StatisticBasedCase,Generation
114345039,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,3,Time,StatisticBasedCase,Initialization
32258848,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,3,Memory,StatisticBasedCase,Initialization
76646216,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,3,PeakMemory,StatisticBasedCase,Initialization
55159860,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,3,AverageMemory,StatisticBasedCase,Initialization
134581657,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,4,Time,StatisticBasedCase,M2MTransformation1
39862872,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,4,Memory,StatisticBasedCase,M2MTransformation1
75230084,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,4,AverageMemory,StatisticBasedCase,M2MTransformation1
96715456,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,4,PeakMemory,StatisticBasedCase,M2MTransformation1
257170,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,5,Time,StatisticBasedCase,Modification
39870008,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,5,Memory,StatisticBasedCase,Modification
118749101,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,6,Time,StatisticBasedCase,M2MTransformation2
39888256,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,6,Memory,StatisticBasedCase,M2MTransformation2
82841264,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,6,AverageMemory,StatisticBasedCase,M2MTransformation2
104326640,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,6,PeakMemory,StatisticBasedCase,M2MTransformation2
234477,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,7,Time,StatisticBasedCase,Modification
39895800,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,7,Memory,StatisticBasedCase,Modification
104424159,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,8,Time,StatisticBasedCase,M2MTransformation2
39909976,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,8,Memory,StatisticBasedCase,M2MTransformation2
82867020,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,8,AverageMemory,StatisticBasedCase,M2MTransformation2
104352360,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,8,PeakMemory,StatisticBasedCase,M2MTransformation2
232893,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,9,Time,StatisticBasedCase,Modification
39917680,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,9,Memory,StatisticBasedCase,Modification
93763146,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,10,Time,StatisticBasedCase,M2MTransformation2
39931720,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,10,Memory,StatisticBasedCase,M2MTransformation2
104374256,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,10,PeakMemory,StatisticBasedCase,M2MTransformation2
82888908,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,10,AverageMemory,StatisticBasedCase,M2MTransformation2
223560,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,11,Time,StatisticBasedCase,Modification
39939664,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,11,Memory,StatisticBasedCase,Modification
89363436,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,12,Time,StatisticBasedCase,M2MTransformation2
39954136,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,12,Memory,StatisticBasedCase,M2MTransformation2
82910908,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,12,AverageMemory,StatisticBasedCase,M2MTransformation2
104396248,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,12,PeakMemory,StatisticBasedCase,M2MTransformation2
224939,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,13,Time,StatisticBasedCase,Modification
39962176,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,13,Memory,StatisticBasedCase,Modification
87358858,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,14,Time,StatisticBasedCase,M2MTransformation2
39976608,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,14,Memory,StatisticBasedCase,M2MTransformation2
104418944,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,14,PeakMemory,StatisticBasedCase,M2MTransformation2
82933500,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,14,AverageMemory,StatisticBasedCase,M2MTransformation2
229071,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,Time,StatisticBasedCase,EMFResourceInitialization
11123184,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,Memory,StatisticBasedCase,EMFResourceInitialization
98125472,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,Time,StatisticBasedCase,Generation
13288512,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,Memory,StatisticBasedCase,Generation
64786842,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,Time,StatisticBasedCase,Initialization
13922176,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,Memory,StatisticBasedCase,Initialization
32718784,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,AverageMemory,StatisticBasedCase,Initialization
32718784,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,PeakMemory,StatisticBasedCase,Initialization
97710117,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,Time,StatisticBasedCase,M2MTransformation1
15004048,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,Memory,StatisticBasedCase,M2MTransformation1
35408032,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,AverageMemory,StatisticBasedCase,M2MTransformation1
56893376,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,PeakMemory,StatisticBasedCase,M2MTransformation1
7223198,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,Time,StatisticBasedCase,Modification
15140224,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,Memory,StatisticBasedCase,Modification
21411,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,Time,StatisticBasedCase,M2MTransformation2
15140784,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,Memory,StatisticBasedCase,M2MTransformation2
36626104,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,AverageMemory,StatisticBasedCase,M2MTransformation2
36626104,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,PeakMemory,StatisticBasedCase,M2MTransformation2
6750111,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,Time,StatisticBasedCase,Modification
15185600,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,Memory,StatisticBasedCase,Modification
20329,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,Time,StatisticBasedCase,M2MTransformation2
15186160,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,Memory,StatisticBasedCase,M2MTransformation2
25928920,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,AverageMemory,StatisticBasedCase,M2MTransformation2
36671480,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,PeakMemory,StatisticBasedCase,M2MTransformation2
7111228,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,Time,StatisticBasedCase,Modification
15236016,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,Memory,StatisticBasedCase,Modification
20909,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,Time,StatisticBasedCase,M2MTransformation2
15236576,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,Memory,StatisticBasedCase,M2MTransformation2
36721896,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,PeakMemory,StatisticBasedCase,M2MTransformation2
25979336,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,AverageMemory,StatisticBasedCase,M2MTransformation2
7521680,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,Time,StatisticBasedCase,Modification
15284064,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,Memory,StatisticBasedCase,Modification
20445,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,Time,StatisticBasedCase,M2MTransformation2
15284648,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,Memory,StatisticBasedCase,M2MTransformation2
36769968,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,AverageMemory,StatisticBasedCase,M2MTransformation2
58255312,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,PeakMemory,StatisticBasedCase,M2MTransformation2
7779426,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,13,Time,StatisticBasedCase,Modification
15328600,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,13,Memory,StatisticBasedCase,Modification
21448,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,Time,StatisticBasedCase,M2MTransformation2
15329160,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,Memory,StatisticBasedCase,M2MTransformation2
26071920,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,AverageMemory,StatisticBasedCase,M2MTransformation2
36814480,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,PeakMemory,StatisticBasedCase,M2MTransformation2
450649,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,1,Time,StatisticBasedCase,EMFResourceInitialization
11201584,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,1,Memory,StatisticBasedCase,EMFResourceInitialization
3053589953,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,2,Time,StatisticBasedCase,Generation
202678000,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,2,Memory,StatisticBasedCase,Generation
299667497,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,Time,StatisticBasedCase,Initialization
89769968,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,Memory,StatisticBasedCase,Initialization
142621272,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,AverageMemory,StatisticBasedCase,Initialization
228440736,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,PeakMemory,StatisticBasedCase,Initialization
237435824,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,4,Time,StatisticBasedCase,M2MTransformation1
